"","Ab_5_Eye","Ab_6_Eye","Mz_1_Eye","Mz_2_Eye","Nb_4_Eye","Nb_5_Eye","On_1_Eye","On_2_Eye","On_3_Eye","Pn_2_Eye","Pn_3_Eye","Pn_4_Eye"
"ncoa4",11,38,31,5,0,0,10,19,387,21,12,14
"ncoa5",16,30,6,20,0,0,20,1,41,26,14,15
"ncor2",0,0,1,7,0,0,9,4,33,1,7,5
"ndc1",2,5,1,0,0,0,0,0,9,1,1,5
"ndel1a",0,0,0,3,0,0,6,0,7,0,1,0
"ndel1b",2,27,3,0,0,0,2,6,22,5,4,4
"ndfip1",534,573,364,631,106,130,25,14,87,307,275,285
"ndfip1l",0,0,11,14,7,45,4,1,43,19,17,17
"ndfip2",0,0,10,3,0,0,5,8,29,5,13,11
"ndnl2",4,16,5,0,0,0,49,3,26,9,8,5
"ndor1",108,123,532,385,0,0,3,1,17,0,0,1
"ndrg1a",84,106,1135,481,182,192,94,10,93,470,875,1483
"ndrg2",5,9,8,50,0,0,12,1,19,4,1,2
"ndrg3a",0,0,7,8,0,0,9,1,16,21,17,22
"ndrg4",3,45,11,62,46,72,59,4,8,8,5,5
"ndst1a",2,9,6,3,0,0,0,1,5,1,4,10
"ndst2a",2,48,10,6,0,0,2,0,13,2,1,3
"ndst3",0,0,0,5,30,50,6,0,5,0,2,0
"ndufa1",1,46,3,2,0,0,2,0,28,4,4,3
"ndufa10",0,0,6,2,0,0,11,0,101,8,4,6
"ndufa12",1,20,13,13,0,0,9,2,120,10,4,10
"ndufa3",223,239,0,1,0,0,1,0,73,2,2,1
"ndufa4l2a",0,0,16,10,0,0,1,3,31,8,40,25
"ndufa4l2b",0,0,0,6,0,0,15,3,20,2,4,3
"ndufa5",49,60,157,148,79,87,9,7,145,315,287,397
"ndufa6",595,623,722,1824,168,171,23,22,70,53,27,32
"ndufa8",0,0,3,5,0,0,8,0,47,4,2,1
"ndufa9a",0,0,3,3,0,0,9,2,88,5,4,9
"ndufab1b",6,28,7,7,179,198,11,0,81,834,321,546
"ndufaf1",0,0,2,0,115,144,0,0,9,172,110,428
"ndufaf2",2,41,1556,1357,189,205,16,3,7,22,23,34
"ndufaf3",7432,7475,28,144,1729,1743,139,18,26,421,189,352
"ndufaf5",25,56,3,0,17,22,31,6,50,3,1,0
"ndufaf6",0,0,0,0,0,0,36,33,39,0,0,0
"ndufaf7",3,51,0,0,0,0,1,1,10,1,0,0
"ndufb10",3,4,1,2,0,0,1,3,78,5,8,1
"ndufb11",2,25,5,11,0,0,0,0,36,5,4,9
"ndufb2",0,0,3,1,112,151,4,1,113,1,6,4
"ndufb3",18,26,39,58,93,119,32,109,71,82,130,124
"ndufb4",60,78,3,7,0,0,1,0,35,7,8,11
"ndufb5",10,48,1,5,0,0,8,7,90,3,3,10
"ndufb6",0,0,2,0,0,0,7,0,28,0,5,2
"ndufb7",1,29,619,2173,0,0,10,1,87,45,6,11
"ndufb8",0,0,4,5,0,0,3,4,71,3,4,0
"ndufb9",20,63,17,188,32,71,184,9,50,3,2,4
"ndufc2",1,32,2655,31836,0,0,1,0,32,470,224,276
"ndufs2",1,29,17,27,42,84,33,9,225,22,36,19
"ndufs3",0,0,6,4,0,0,15,3,142,7,7,5
"ndufs4",1,29,2,0,0,0,7,3,58,1,4,6
"ndufs5",11,36,6,5,3,45,0,1,57,1,3,2
"ndufs6",4,9,165,143,0,0,0,1,47,0,5,6
"ndufs7",18,22,30,187,0,0,85,3,101,85,47,37
"ndufv1",1,47,12,9,0,0,5,9,165,11,5,11
"ndufv2",175,212,45,247,322,344,39,2,30,39,19,41
"nectin1b",0,0,10,7,0,0,7,0,7,7,5,5
"nectin3b",4,33,1,1,0,0,1,0,5,2,1,2
"nedd1",6,8,0,0,0,0,8,8,41,2,0,0
"nedd4l",1,11,3,0,0,0,3,0,20,0,0,3
"nedd9",1,10,6,1,0,0,2,1,26,0,0,3
"neflb",1,9,0,2,0,0,10,0,1,1,1,0
"nefma",5,48,0,6,0,0,47,0,18,4,2,2
"negr1",8,38,0,4,0,0,20,5,3,6,2,6
"neil1",210,232,276,141,0,0,3,2,6,233,213,220
"neil3",21,54,222,214,24,32,68,29,41,2,4,15
"nek12",0,0,1,4,0,0,105,50,63,240,304,315
"nek6",1,24,0,1,16,42,0,1,9,2,1,6
"nek7",0,0,6,4,0,0,3,2,20,3,1,0
"nelfa",0,0,1169,981,23,34,2,6,44,3,1,3
"nelfb",3,17,0,0,0,0,0,5,40,0,1,1
"nelfcd",0,0,1476,287,0,0,4,1,39,0,0,0
"nelfe",25,48,472,340,0,0,6,4,60,333,262,498
"nemp1",1,2,857,549,0,0,0,0,0,712,1298,1059
"neo1a",4,6,8,4,19,38,0,6,12,6,9,7
"neto1",6,46,1,0,0,0,6,0,0,0,2,2
"neto2b",1,19,0,5,0,0,3,0,0,6,3,3
"neu1",1,5,13,4,0,0,0,0,17,5,3,1
"neu4",1,30,75,164,0,0,7,7,7,8,4,3
"neurl1aa",2,31,2,13,0,0,2,0,0,1,0,1
"neurl1b",1,40,2,1,0,0,0,0,37,5,1,6
"neurl4",4,48,1,6,0,0,6,4,26,418,247,358
"neurod1",0,0,6,7,59,92,313,150,4459,43,22,13
"neurog3",92,96,6,0,0,0,1,0,0,0,4,0
"nexn",18,31,0,15,0,0,24,0,4,8,0,3
"nf1a",6,39,5,0,0,0,7,0,3,1,1,0
"nf2b",0,0,62,46,30,65,0,1,8,0,0,1
"nfat5a",2,15,0,0,0,0,3,2,6,0,0,0
"nfat5b",0,0,4,2,0,0,2,2,10,5,2,11
"nfatc1",0,0,0,0,10,12,0,0,2,1,0,0
"nfe2",6497,6530,1,2,738,766,69,68,235,9676,7556,10222
"nfe2l2a",11,59,1088,2114,1018,1039,96,29,174,1747,1465,1548
"nfe2l3",3,6,6,2,0,0,0,5,15,1,2,3
"nfil3",1,9,0,0,0,0,6,0,3,1,0,0
"nfil3-3",1,21,1,2,0,0,4,0,6,6,1,4
"nfil3-5",3,14,1,2,18,54,1,0,5,1,2,6
"nfil3-6",0,0,1,13,0,0,12,2,38,1,5,3
"nfkb1",616,651,1,5,191,204,0,1,28,1,16,4
"nfkbiaa",0,0,0,0,0,0,0,5,102,1,7,3
"nfkbiab",1,49,1101,1238,0,0,4,0,41,1772,1515,1455
"nfkbie",0,0,5,0,0,0,1,1,12,4,3,3
"nfrkb",1,47,4,12,0,0,3,2,11,18,10,21
"nfs1",1,4,19,12,0,0,3,2,41,10,7,17
"nfu1",23,46,3,2,0,0,3,5,44,2,9,2
"nfybb",0,0,10,0,0,0,2,2,85,4,2,4
"nfyc",0,0,3,8,0,0,2,0,10,3,9,12
"ngdn",3,6,6,2,0,0,125,12,32,2,4,3
"ngly1",0,0,1,2,0,0,2,0,20,2,0,5
"ngrn",0,0,0,0,19,39,0,0,8,1,0,0
"ngs",156,159,356,227,0,0,0,0,0,0,0,0
"nhej1",1,16,0,4,0,0,0,0,24,0,3,0
"nhlrc2",0,0,54,206,0,0,23,14,9,1,2,2
"nhp2",2,31,2,5,0,0,2,0,82,2,1,3
"nhsa",0,0,8,0,61,80,2,3,4,2,0,0
"nhsl1b",9,15,12,34,0,0,2,2,22,20,1,10
"nhsl2",0,0,3,4,0,0,0,2,7,5,4,1
"niban2a",1,18,1,0,0,0,2,2,30,331,468,418
"niban2b",0,0,6,0,0,0,0,2,65,5,3,1
"nid1a",0,0,15,4,0,0,2,11,544,3,2,6
"nid1b",0,0,4,9,0,0,2,0,47,0,0,0
"nid2a",2,10,271,576,0,0,10,4,80,0,0,1
"nifk",0,0,3,1,0,0,2,0,30,0,1,5
"nim1k",5,6,6,8,0,0,0,5,0,13,19,15
"nin",0,0,5,32,0,0,60,5,81,33,11,11
"nip7",378,426,429,574,211,217,92,86,133,395,370,421
"nipa1",54,78,26,60,19,58,0,0,0,3,3,1
"nipa2",2,14,4,2,1,37,2,4,10,0,0,0
"nipal3",55,87,4,19,0,0,3,5,12,4,1,3
"nipbla",0,0,3,6,0,0,10,7,82,2,5,3
"nipblb",0,0,10,5,0,0,22,14,62,6,3,14
"nipsnap2",208,212,462,978,0,0,260,89,94,1488,2404,1379
"nipsnap3a",0,0,124,104,1,15,18,10,61,0,2,1
"nisch",0,0,18,6,0,0,10,9,19,1,2,1
"nit2",5,48,24,8,0,0,3,0,21,3,7,34
"nkain1",4,45,36,8,0,0,0,1,11,0,2,1
"nkain4",41,47,1,0,0,0,0,1,58,0,3,7
"nkiras1",0,0,2346,2009,272,306,5,9,8,0,0,0
"nkiras2",4,35,13,8,19,54,7,0,33,7,12,12
"nkrf",1286,1301,3281,2594,0,0,6,0,20,2755,3880,2989
"nkx2.2a",1,24,1,2,0,0,8,0,0,1,0,2
"nkx6.2",1,47,1,0,0,0,10,18,51,1,0,0
"nlk1",1,35,7,9,0,0,6,3,9,2,2,3
"nlk2",1,45,1,2,0,0,2,0,5,0,2,0
"nln",5,37,0,5,0,0,103,7,5,1,0,1
"nlrx1",0,0,1,6,0,0,1,3,18,1,0,0
"nmd3",0,0,3,0,0,0,0,8,27,2,3,3
"nme4",0,0,0,0,0,0,0,7,9,1,1,0
"nme6",27,65,8,72,0,0,2,0,1,28,23,18
"nme7",38,54,109,43,0,0,278,662,413,114,103,160
"nmnat1",2,4,2,0,19,37,0,0,7,1,1,3
"nmnat2",47,74,57,15,0,0,0,0,9,2,0,3
"nmrk1",4,26,1,0,0,0,0,1,47,1,4,5
"nmt1a",10,58,10,16,0,0,3,1,116,5,1,6
"nmur3",2301,2317,0,19,0,0,48,5,1,494,330,241
"nnt",1,40,1,3,0,0,3,1,20,4,6,14
"nnt2",3,6,179,230,0,0,20,0,50,7,10,4
"noc3l",0,0,20,26,0,0,2,4,36,1,2,13
"nol4la",2,28,0,0,0,0,5,0,0,0,0,0
"nol4lb",1,32,0,0,0,0,1,1,3,4,1,13
"nol6",16,53,14,15,0,0,13,6,9,32,26,19
"nol7",2072,2075,5,1,24,34,477,392,467,594,792,590
"nol9",8,17,14,12,0,0,0,3,13,0,0,2
"nomo",4,42,6,10,0,0,4,1,11,1,1,2
"nono",0,0,7,7,0,0,12,4,70,0,5,1
"nop10",1,3,6,6,0,0,5,1,47,0,3,1
"nop14",0,0,3,4,0,0,3,1,22,0,2,9
"nop16",17,19,10,6,0,0,3,1,64,1,0,3
"nop2",3,21,4,3,0,0,0,1,8,3,2,4
"nop53",5,7,1,1,0,0,3,6,27,4,1,2
"nop56",3,29,20,4,0,0,10,10,182,19,9,22
"nop58",29,70,69,92,0,0,4,5,74,27,43,31
"nosip",0,0,14,20,27,29,0,1,6,6,34,31
"nostrin",24,59,13,3,0,0,4,1,13,33,6,35
"notch1a",0,0,5,0,0,0,1,0,13,4,0,2
"notch1b",0,0,23,2,0,0,2,8,200,9,3,9
"notch2",0,0,37,2,0,0,10,7,221,5,2,3
"notch3",1,23,211,460,28,56,6,5,95,25,28,31
"notum1a",2,50,0,2,27,51,1,1,0,0,0,0
"nox1",367,393,431,551,0,0,22,24,43,3,1,0
"npas2",2,35,1,0,0,0,4,0,5,4,1,1
"npb",177,205,165,66,0,0,0,0,3,0,0,0
"npc1",0,0,10,4,0,0,9,0,34,4,0,2
"npc2",15,28,4,0,0,0,1,3,61,4,1,8
"npdc1a",6,51,8,36,33,59,20,0,24,23,15,17
"npdc1b",1,33,0,3,13,31,0,0,0,0,0,0
"npepl1",6,27,13,9,0,0,3,3,32,8,6,4
"npepps",3,15,14,34,0,0,14,6,43,21,16,9
"nphp3",5,16,13,4,0,0,23,19,39,5,4,8
"npm1a",0,0,16,6,0,0,3,3,77,3,2,7
"npm3",9,19,1,2,0,0,1,0,19,5,6,3
"npnta",0,0,9,0,0,0,1,8,55,1,5,3
"npr2",4,52,3,0,0,0,0,3,21,0,0,0
"npr3",7,30,14,13,0,0,7,5,37,0,0,0
"nprl2",1,19,0,1,0,0,3,1,11,24,26,44
"nprl3",103,115,2,1,0,0,5,2,13,19,19,13
"nptna",6,39,0,0,0,0,1,1,1,4,2,4
"nptnb",10,11,23,31,35,51,7,2,17,11,6,6
"nptx1l",1,26,1,8,0,0,3,0,3,2,2,2
"nr1d2b",24,41,16,22,0,0,16,6,82,10,4,17
"nr1d4a",4,13,2,1,0,0,0,1,11,2,0,1
"nr1d4b",0,0,1,5,0,0,3,3,96,3,1,0
"nr1h4",0,0,0,0,18,29,0,0,0,0,1,0
"nr1h5",3,31,224,526,272,288,1,0,2,392,139,286
"nr2c1",3,37,1,3,0,0,1,0,9,2,0,2
"nr2c2",7,38,1,2,0,0,0,0,13,2,4,0
"nr2c2ap",0,0,280,172,0,0,23,34,36,0,0,0
"nr2e1",545,547,0,0,37,67,2,1,5,0,1,0
"nr2f1a",0,0,38,4,0,0,4,9,33,15,7,5
"nr2f2",1,41,19,8,0,0,0,5,50,7,6,5
"nr3c1",1,5,15,6,0,0,1,3,30,12,9,5
"nr3c2",1,4,6,2,0,0,0,0,6,4,0,0
"nr4a3",0,0,1,0,31,71,0,0,1,0,0,0
"nr5a5",468,504,0,0,0,0,1,0,1,0,0,0
"nrbp1",2,9,4,2,0,0,4,12,45,16,14,14
"nrbp2b",2,43,8,0,0,0,10,0,15,4,1,6
"nrd1a",0,0,2,1,0,0,1,2,8,7,1,5
"nrde2",1,6,0,0,0,0,1,0,16,0,2,2
"nrf1",5,11,0,2,75,115,1,0,6,3,1,3
"nrg1",3,13,7,12,0,0,1,0,3,1,3,0
"nrg2a",7,9,121,42,17,25,3,7,2,4,9,31
"nrg2b",1,33,15,0,0,0,1,0,0,3,2,0
"nrip1b",0,0,0,2,38,63,0,0,4,1,3,1
"nrl",3,11,3,12,0,0,11,0,4,15,7,7
"nrn1lb",5,27,0,6,29,52,9,1,6,15,9,10
"nrp1a",0,0,20,0,0,0,0,0,66,3,4,3
"nrp2a",1,37,5,0,0,0,3,2,63,9,3,1
"nrp2b",0,0,12,1,0,0,9,2,11,1,0,0
"nrros",32,57,4,1,15,47,0,3,17,41,14,37
"nrsn1",1,45,1,3,0,0,17,1,0,3,2,0
"nrtn",3,48,0,1,0,0,8,7,3,0,0,0
"nrxn1b",1,31,5,7,0,0,6,0,8,1,1,1
"nrxn3a",1,34,0,1,0,0,5,1,1,1,0,0
"nsa2",57,95,117,92,0,0,15,28,539,38,48,50
"nsd3",5,47,1,0,0,0,0,0,2,1,0,1
"nsfa",2,26,1,25,0,0,18,0,5,16,9,3
"nsfb",1,31,4,2,0,0,0,0,25,2,0,4
"nsfl1c",1,8,9,2,0,0,2,0,39,10,6,5
"nsg2",2,9,1,19,41,70,31,0,0,5,3,3
"nsl1",35,48,79,42,0,0,0,0,6,0,2,0
"nsmaf",776,816,191,1453,0,0,79,6,14,1,0,1
"nsmce1",0,0,0,2,0,0,0,0,3,5,8,0
"nsmce4a",3,44,2,0,0,0,0,0,16,0,0,0
"nsmfa",4,43,3,1,0,0,6,1,11,0,0,4
"nsrp1",13,58,7,8,3,10,8,2,34,13,11,11
"nsun2",2,4,5,4,0,0,2,3,62,2,4,2
"nt5c1aa",0,0,7,5,0,0,0,0,3,5,1,2
"nt5c2b",1,37,4,3,0,0,4,2,6,0,5,11
"nt5c2l1",0,0,1,3,0,0,0,9,74,14,27,10
"nt5c3a",3,21,1,2,16,25,0,0,8,2,4,3
"nt5dc1",12,44,6,2,0,0,0,2,9,3,3,2
"nt5dc2",1,41,30,32,0,0,34,30,273,19,32,52
"nt5e",3,23,1,1,0,0,11,10,84,2,13,12
"ntd5",3,38,4,5,0,0,5,0,106,6,0,5
"ntm",2,6,3,2,0,0,11,0,0,0,3,0
"ntmt1",1,12,653,678,0,0,1,0,11,2,0,3
"ntng1a",1,5,0,1,0,0,2,1,8,4,1,1
"ntng2b",2,42,1,6,0,0,9,0,6,5,1,3
"ntpcr",2,33,5,0,0,0,0,0,6,1,1,0
"ntrk2a",2,37,0,1,0,0,2,1,12,0,0,2
"ntrk2b",4,6,1,17,0,0,0,0,0,3,1,3
"ntsr1",0,0,0,0,18,57,0,0,0,2,0,0
"nuak1b",1,37,2,2,0,0,0,2,28,7,1,1
"nuak2",5,53,8,9,0,0,0,2,15,100,37,35
"nub1",0,0,5,2,0,0,1,5,122,2,3,1
"nubp1",1,42,4,2,0,0,1,0,19,5,2,1
"nubp2",6531,6569,77,412,0,0,22,9,56,275,165,182
"nucb1",1,14,7,3,0,0,4,3,137,4,4,7
"nucb2a",1,25,582,829,365,378,3,1,36,922,567,939
"nudc",0,0,4,3,0,0,8,1,58,3,4,3
"nudcd1",11,19,3,0,0,0,1,1,49,1,5,1
"nudcd2",11831,11853,60,518,0,0,3,3,20,38850,78049,58961
"nudcd3",0,0,9,9,0,0,10,0,24,4,10,5
"nudt1",0,0,616,117,0,0,0,5,12,9,47,51
"nudt12",26,43,361,67,0,0,0,1,13,3,2,4
"nudt13",3,14,3,1,72,85,1,0,2,11,0,7
"nudt17",3,45,2,0,0,0,0,0,10,0,0,0
"nudt19",7,31,0,2,0,0,1,4,0,0,0,1
"nudt2",1,28,30,17,49,71,17,30,33,6,6,3
"nudt22",48,79,51,38,0,0,2,0,14,1,9,7
"nudt3b",0,0,9,4,15,56,2,0,1,1,1,0
"nudt6",78,100,1132,238,534,576,147,385,446,425,608,764
"nudt7",4,34,2,1,0,0,1,0,6,2,0,2
"nudt9",0,0,2,0,0,0,3,0,5,1,5,21
"nuf2",3,23,1,2,0,0,3,1,8,0,1,0
"nufip2",17,39,0,0,0,0,2,0,4,5,3,0
"numb",1,13,1,1,0,0,4,2,13,4,1,3
"numbl",4,19,2,3,0,0,1,0,10,23,8,12
"nup107",2,29,2,0,0,0,2,3,44,1,3,3
"nup153",5,27,2,3,0,0,3,3,45,6,2,3
"nup155",2,47,1,0,0,0,2,0,8,1,4,1
"nup160",1,39,0,0,0,0,40,28,66,3,0,2
"nup188",2,37,1,0,0,0,2,2,20,1,1,1
"nup205",23,58,35,35,0,0,1,2,41,5,0,1
"nup37",0,0,6,1,0,0,4,0,23,1,1,3
"nup42",14,60,5,3,0,0,0,0,10,0,1,1
"nup43",3,43,0,1,0,0,3,0,14,0,3,1
"nup50",0,0,1,2,0,0,5,1,40,500,288,501
"nup58",0,0,8,2,0,0,0,0,11,1,2,0
"nup85",0,0,1,8,0,0,0,0,9,1,3,0
"nup88",0,0,964,1205,0,0,13,6,13,4,3,6
"nup93",3,9,1,17,0,0,6,3,12,0,0,6
"nupr1a",0,0,9,1,0,0,3,2,49,1,1,2
"nus1",0,0,1,4,0,0,2,0,21,619,633,610
"nutf2",0,0,8,3,0,0,1,2,60,5,3,5
"nvl",2,35,8078,6394,0,0,0,0,10,1,1,0
"nxnl1",1,41,2,15,0,0,7,2,4,1,4,3
"nxnl2",0,0,11,42,0,0,18,2,36,33,25,24
"nxt2",547,549,2,2,174,189,3,3,11,0,0,1
"nyap2b",1,20,0,4,5,43,142,233,259,2,0,1
"nyx",7,33,0,0,24,37,1,0,0,4,0,0
"oat",1,15,9,8,0,0,12,2,48,13,16,8
"oaz1b",1,24,5,6,0,0,19,12,108,7,10,8
"ociad2",0,0,27,13,0,0,0,2,0,14,26,12
"oclna",3,41,188,42,0,0,0,0,1,1,0,3
"odf2a",0,0,2,0,0,0,0,0,1,14,9,7
"odf3l2b",0,0,4,0,0,0,0,0,0,4,5,15
"oga",5,53,10,1,0,0,4,11,27,1,2,4
"ogal",0,0,1954,1419,0,0,1,2,28,0,5,3
"ogdhb",4,11,1,0,0,0,3,1,10,0,1,0
"ogdhl",2,15,0,5,0,0,10,1,20,10,6,1
"ogfod1",1,46,1,0,0,0,1,0,5,2,0,1
"ogfod2",153,165,22,420,0,0,2,0,1,0,0,0
"ogfrl1",0,0,0,0,23,25,1,0,0,0,0,1
"ogg1",5,33,445,137,34,62,0,8,3,10,18,16
"ogna",3,45,0,0,0,0,0,0,18,2,2,1
"ognb",34,66,409,583,0,0,7,5,1,570,1067,662
"oit3",1,5,5,13,0,0,0,0,0,0,0,0
"ola1",0,0,24,7,0,0,9,4,16,8,7,14
"olfm1a",13,21,18,17,3,12,5,0,21,5,34,21
"olfml2a",0,0,25,7,0,0,1,0,28,9,7,12
"olfml2ba",8,31,5,1,0,0,0,4,38,0,0,1
"olfml3a",5,18,3,4,50,57,1,0,16,7,0,0
"olig2",1,3,0,8,0,0,12,0,0,1,4,6
"omgb",6,13,4,3,0,0,7,0,3,0,0,0
"ompa",3,30,4,14,0,0,14,0,3,7,1,1
"opa1",0,0,1,5,0,0,7,0,19,4,4,5
"ophn1",1,39,4,7,0,0,2,2,31,2,3,5
"opn1lw1",12,59,0,0,0,0,100,1,60,52,62,36
"opn1sw2",1806,1837,4,149,0,0,41,1,18,36,66,55
"opn3",0,0,200,43,0,0,0,0,5,1,0,2
"opn6a",16,26,25,10,0,0,5,1,6,192,92,145
"opn7a",6,41,199,48,0,0,0,0,0,81,52,105
"opn8b",16,64,0,1,0,0,0,0,0,4,0,0
"optn",2,19,8,9,0,0,8,8,55,14,4,11
"orai1a",1,26,5,0,0,0,0,0,13,2,0,3
"orai2",11,46,34,11,36,45,2,11,30,8,9,18
"orc4",43,47,1,3,0,0,4,4,4,16,1,33
"orc5",14,22,0,6,0,0,7,0,0,3,0,1
"ormdl1",0,0,5,7,0,0,0,0,1,5,3,6
"ormdl2",0,0,4,1,0,0,1,1,2,235,162,202
"ormdl3",0,0,2,13,0,0,3,0,8,2,5,3
"os9",0,0,0,0,3,15,10,8,31,3,10,9
"osbp",3,6,7,7,0,0,0,0,15,3,7,7
"osbpl11",8,53,0,0,0,0,0,0,5,8,2,9
"osbpl1a",43,77,0,1,0,0,1,0,8,0,0,0
"osbpl2a",1,32,3,0,0,0,18,3,20,3,1,0
"osbpl2b",0,0,2,20,0,0,3,0,11,6,0,0
"osbpl3a",0,0,1,0,0,0,1,0,12,0,2,5
"osbpl5",0,0,1,10,0,0,3,1,16,10,3,7
"osbpl7",0,0,9,52,0,0,14,4,8,17,7,13
"osbpl9",4,41,8,8,0,0,8,2,46,9,14,19
"oscp1a",0,0,3,2,0,0,4,0,7,3,7,4
"oser1",0,0,4,1,0,0,0,2,25,2,2,8
"osgep",560,580,787,813,222,250,0,4,29,1046,831,1156
"osgepl1",1,35,1380,135,0,0,0,1,1,0,0,0
"osgn1",0,0,6,3,0,0,0,1,6,6,8,9
"ost4",2,23,3,1,0,0,3,3,93,5,5,1
"ostc",0,0,35,59,0,0,1,1,20,0,1,6
"ostf1",0,0,1,0,0,0,3,3,58,3,4,5
"ostm1",0,0,4,3,0,0,0,1,19,3,3,5
"otc",3,11,10,1,0,0,0,0,2,0,0,0
"otofa",0,0,0,0,0,0,16,56,26,2,0,3
"otol1b",0,0,1118,178,0,0,1,0,0,4,8,37
"otop2",31,104,0,9,28,45,1,0,1,4,2,1
"otub1b",0,0,8,4,0,0,8,2,124,1,3,4
"otud3",0,0,0,5,0,0,0,0,17,0,0,4
"otud5a",2,35,7,5,0,0,3,3,32,5,4,8
"otud6b",0,0,1,3,0,0,6,1,21,3,2,4
"otx1",13,38,12,1,0,0,0,1,3,2,4,4
"otx2b",5,40,1,0,0,0,0,3,7,0,0,1
"oxct1a",0,0,1,7,0,0,0,0,15,1,4,1
"oxgr1a.2",0,0,0,0,38,57,0,0,0,0,0,0
"oxnad1",0,0,0,0,0,0,7,4,36,0,0,0
"oxr1b",1,21,8,30,28,33,32,1,35,22,12,7
"oxsm",47,70,163,223,4,42,1,0,5,1,0,2
"oxsr1a",2,12,7,3,0,0,0,1,5,5,2,3
"oxsr1b",0,0,7,1,0,0,1,1,11,0,0,1
"p2rx1",8,34,2,2,85,120,6,0,2,1,1,0
"p2rx3a",0,0,30,13,0,0,0,0,0,17,15,37
"p2rx5",2,29,1005,1667,0,0,7,0,2,1316,1532,1393
"p2rx7",2,41,15,2,0,0,1,0,2,0,3,1
"p2ry10",0,0,2,0,0,0,13,6,16,1,1,0
"p2ry13",0,0,3,1,0,0,13,2,14,1,1,0
"p3h1",2,27,14,5,0,0,4,6,58,2,3,6
"p3h2",1,4,24,111,0,0,2,3,17,72,65,52
"p3h3",3,51,1,96,0,0,0,2,32,216,154,150
"p3h4",6,11,5,1,0,0,0,0,7,0,0,1
"p4ha1a",0,0,3,0,0,0,0,0,37,24,37,26
"p4ha2",5,9,3,0,0,0,46,270,718,0,4,1
"p4hb",2,43,25,3,0,0,9,10,244,10,17,24
"p4htm",4,12,0,3,0,0,8,0,0,1,1,0
"pa2g4b",0,0,16,9,31,53,0,0,86,5,4,9
"pabpc1b",74,99,199,136,0,0,35,104,1777,63,1458,123
"pabpn1",41,78,8,3,0,0,3,0,37,12,6,14
"pacsin1a",3,11,4,82,0,0,37,0,18,10,11,8
"pacsin2",0,0,7,2,0,0,1,2,10,5,17,4
"pacsin3",6,53,1,5,0,0,2,0,11,9,1,1
"padi2",0,0,100,389,0,0,3,0,6,175,109,179
"paf1",98,121,12,8,0,0,3,4,38,8,9,11
"pafah1b1b",2,12,11,7,7,29,12,4,148,17,13,13
"pafah1b2",1,44,0,1,0,0,1,11,8,11,3,7
"pafah1b3",7,23,5,3,0,0,2,1,32,2,2,2
"pag1",0,0,9,4,0,0,7,0,22,7,0,3
"pagr1",1,19,0,3,0,0,2,7,55,0,2,4
"paics",0,0,17,4,0,0,10,16,67,4,9,16
"paip1",0,0,2,9,0,0,7,2,23,1,2,2
"pak2b",0,0,5,0,0,0,6,6,23,1,3,5
"pak6b",1,36,0,0,0,0,6,0,0,0,0,0
"pak7",3,20,0,13,0,0,0,0,6,2,0,0
"pald1a",2,22,5,3,0,0,0,2,21,1,0,3
"palld",56,94,46,8,0,0,24,7,16,8,13,25
"palm1b",0,0,8,5,0,0,0,5,35,1,2,13
"palm2akap2",3,6,30,9,0,0,1,2,59,11,5,9
"pam",0,0,5,1,0,0,0,3,10,1,2,0
"pamr1",1,43,0,0,0,0,2,1,25,1,0,1
"pan2",0,0,3,5,0,0,0,0,20,2,0,4
"pan3",2,11,0,3,0,0,1,0,5,3,1,7
"paplna",1,13,15,1,0,0,1,2,29,1,0,0
"paplnb",0,0,0,0,0,0,2,9,21,0,0,2
"papolg",0,0,2,3,0,0,2,0,23,5,5,10
"pappa2",4,28,24,5,0,0,0,4,29,5,2,0
"pappaa",4,40,1,2,0,0,0,1,15,1,13,27
"papss1",0,0,6,5,0,0,4,3,67,9,3,2
"papss2a",0,0,13,180,0,0,3,0,10,1,4,5
"paqr3a",4,43,190,127,0,0,0,4,11,0,3,0
"paqr4b",802,821,2,5,102,118,15,1,7,1,1,0
"paqr6",1,22,7,6,35,62,3,1,20,9,4,5
"paqr7b",0,0,0,0,0,0,8,1,5,2,0,0
"parapinopsina",43,48,29,77,53,61,0,0,0,68,45,57
"pard3ab",0,0,33,317,0,0,3,1,16,4,2,1
"parga",6,27,2,1,0,0,32,3,5,0,0,0
"parietopsin",2,33,0,0,0,0,50,0,3,1,0,2
"parla",9,10,481,182,246,271,2,4,2,0,0,0
"parn",3,26,0,1,0,0,3,0,11,5,2,3
"parp1",1,23,2,6,0,0,4,2,12,5,2,9
"parp12a",17,51,544,672,0,0,0,0,11,391,513,462
"pars2",1,37,2,0,0,0,2,0,6,0,1,0
"parvaa",0,0,4,6,0,0,0,0,81,3,5,4
"parvb",1,35,5,2,0,0,1,0,29,16,5,22
"patz1",27,48,17,40,55,67,50,24,34,12,9,19
"pawr",0,0,22,3,0,0,12,22,43,5,18,7
"pax6b",0,0,5,9,0,0,0,0,2,3,5,4
"pax9",6,15,0,1,0,0,0,0,0,22,10,7
"pbdc1",0,0,5,1,0,0,0,3,17,16,3,16
"pbk",0,0,1,0,0,0,21,17,18,0,0,0
"pbrm1l",37,82,3,0,0,0,3,1,47,39,36,18
"pbx1a",0,0,4,6,1,5,11,5,48,2,2,1
