gene_id,module,species,module_size,module_trait_correlation,module_trait_direction,module_trait_expression_pattern,module_trait_pvalue,module_trait_FDR,MM,MM_pvalue,GS,GS_pvalue,aligned_GS,absolute_GS,passes_MM,passes_aligned_GS,passes_GS_pvalue,passes_all_support_criteria,exploratory_joint_score,MM_rank
notch2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8927977473918758,9.290773794913943e-5,0.735319227902644,0.006427327080962227,0.735319227902644,0.735319227902644,TRUE,TRUE,TRUE,TRUE,0.6564913502854139,98
stk11,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8916843915539734,9.76444093417129e-5,0.8362538402957556,6.994369024488773e-4,0.8362538402957556,0.8362538402957556,TRUE,TRUE,TRUE,TRUE,0.7456744967687944,99
elmsan1a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8911815095857171,9.984493557923494e-5,0.7601888667459826,0.004108180736849817,0.7601888667459826,0.7601888667459826,TRUE,TRUE,TRUE,TRUE,0.6774662618369404,100
hoga1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8908214601413952,1.0144417891036784e-4,0.9383491691986332,6.321056056168033e-6,0.9383491691986332,0.9383491691986332,TRUE,TRUE,TRUE,TRUE,0.8359015770279915,101
dpep1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.890261070068929,1.0397314025512388e-4,0.9732833831986709,1.024992636148656e-7,0.9732833831986709,0.9732833831986709,TRUE,TRUE,TRUE,TRUE,0.8664763062067562,102
rpe,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.888780068283207,1.1089497846902156e-4,0.7548214585738056,0.004544024558174914,0.7548214585738056,0.7548214585738056,TRUE,TRUE,TRUE,TRUE,0.6708702674928568,103
ptprn2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8877658364154141,1.1583973998114942e-4,0.9033166367989709,5.6456092690813375e-5,0.9033166367989709,0.9033166367989709,TRUE,TRUE,TRUE,TRUE,0.8019336496157972,104
rgs14a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.886937838085928,1.2000313746676979e-4,0.9641117149160928,4.414263946759627e-7,0.9641117149160928,0.9641117149160928,TRUE,TRUE,TRUE,TRUE,0.8551071601009959,105
adamts17,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8868986427370817,1.2020308576016884e-4,0.9442691342887279,3.854398636097915e-6,0.9442691342887279,0.9442691342887279,TRUE,TRUE,TRUE,TRUE,0.837471013579192,106
arl6ip5a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8862259770703566,1.2367541100321558e-4,0.769978713315739,0.0033955909485402637,0.769978713315739,0.769978713315739,TRUE,TRUE,TRUE,TRUE,0.6823751375316167,107
pbx1a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8855911739289185,1.2702383052727318e-4,0.8206871007161249,0.001071280423724301,0.8206871007161249,0.8206871007161249,TRUE,TRUE,TRUE,TRUE,0.7267932529515136,108
vwa2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8841194695077698,1.350598053651943e-4,0.9515643116969205,1.9350495377110436e-6,0.9515643116969205,0.9515643116969205,TRUE,TRUE,TRUE,TRUE,0.8412965344600074,109
sema3ab,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8832061928497228,1.402430392551756e-4,0.7214327809243863,0.00808867550572932,0.7214327809243863,0.7214327809243863,TRUE,TRUE,TRUE,TRUE,0.6371738998372154,110
cdk5rap3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8819672779616583,1.4752169093939263e-4,0.7025696742246061,0.01083550842211016,0.7025696742246061,0.7025696742246061,TRUE,TRUE,TRUE,TRUE,0.619643463154285,111
zgc:162297,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.880948021930598,1.537285118329533e-4,0.9285629648604559,1.2985091092838922e-5,0.9285629648604559,0.9285629648604559,TRUE,TRUE,TRUE,TRUE,0.8180157071318299,112
ppp2ca,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8808020686781965,1.5463375531239604e-4,0.743683981358717,0.005559141128864186,0.743683981358717,0.743683981358717,TRUE,TRUE,TRUE,TRUE,0.6550383892235954,113
cdc73,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8806249208207956,1.5573806965261898e-4,0.7508939935732913,0.004884450806043321,0.7508939935732913,0.7508939935732913,TRUE,TRUE,TRUE,TRUE,0.6612559636352907,114
slitrk3b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8804664769269768,1.567310008206328e-4,0.959641482307979,7.879298403527927e-7,0.959641482307979,0.959641482307979,TRUE,TRUE,TRUE,TRUE,0.844932155040688,115
gnaia,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8782882257412178,1.7089020751999965e-4,0.7605188337436637,0.004082461795943791,0.7605188337436637,0.7605188337436637,TRUE,TRUE,TRUE,TRUE,0.6679547371315026,116
ccdc58,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8764804816526718,1.8338338919681352e-4,0.9326431565162451,9.74472904459081e-6,0.9326431565162451,0.9326431565162451,TRUE,TRUE,TRUE,TRUE,0.8174435230334266,117
rfwd3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8747033840116476,1.9634909414218882e-4,0.7514546064648584,0.004834715727387927,0.7514546064648584,0.7514546064648584,TRUE,TRUE,TRUE,TRUE,0.6572998872059526,118
cdh24b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8746031091208443,1.9710145994881776e-4,0.9546046801575626,1.4065680633145445e-6,0.9546046801575626,0.9546046801575626,TRUE,TRUE,TRUE,TRUE,0.8349002212471134,119
coro1b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8743409366888745,1.9907918703286967e-4,0.778223450090486,0.002871938539690722,0.778223450090486,0.778223450090486,TRUE,TRUE,TRUE,TRUE,0.6804326203053631,120
timp2b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8743210443110538,1.992298772990263e-4,0.705921865818764,0.010303034918817476,0.705921865818764,0.705921865818764,TRUE,TRUE,TRUE,TRUE,0.6172023429246694,121
cog2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8737536403770653,2.035657526184835e-4,0.7757666004719737,0.003021046270951563,0.7757666004719737,0.7757666004719737,TRUE,TRUE,TRUE,TRUE,0.6778288912453273,122
cenpl,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8730461872025063,2.0907461423532882e-4,0.8523246101511333,4.293316573664617e-4,0.8523246101511333,0.8523246101511333,TRUE,TRUE,TRUE,TRUE,0.7441187511513094,123
p4ha2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8720407672635118,2.1710312703579243e-4,0.8940035325599349,8.798300495708825e-5,0.8940035325599349,0.8940035325599349,TRUE,TRUE,TRUE,TRUE,0.7796075264698555,124
cpdp,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8698700573016954,2.3525685169661575e-4,0.8797628758358927,1.6120025201234205e-4,0.8797628758358927,0.8797628758358927,TRUE,TRUE,TRUE,TRUE,0.7652793832152723,125
def6a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8698167032347247,2.3571748370481438e-4,0.694851405036149,0.012139015418950506,0.694851405036149,0.694851405036149,TRUE,FALSE,TRUE,FALSE,0.6043933583665595,126
pex3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8688074119392051,2.4456450398028173e-4,0.755211852853661,0.004511194202169588,0.755211852853661,0.755211852853661,TRUE,TRUE,TRUE,TRUE,0.656133655343601,127
ttll9,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8671253722824503,2.5988171816728573e-4,0.9737171101550386,9.451400182445767e-8,0.9737171101550386,0.9737171101550386,TRUE,TRUE,TRUE,TRUE,0.8443348116409796,128
sumf1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8660058946284872,2.7048334019891637e-4,0.7451629815411529,0.005415339139447684,0.7451629815411529,0.7451629815411529,TRUE,TRUE,TRUE,TRUE,0.645315534473577,129
otofa,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8651919950153584,2.7840036060104023e-4,0.9101026199720722,3.969896455596059e-5,0.9101026199720722,0.9101026199720722,TRUE,TRUE,TRUE,TRUE,0.7874135014423417,130
katna1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8649210769813883,2.810753042198152e-4,0.8766159818150797,1.8242295237561867e-4,0.8766159818150797,0.8766159818150797,TRUE,TRUE,TRUE,TRUE,0.7582036390905958,131
GNA12,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8613903785514032,3.1780195564240927e-4,0.6866529832037616,0.01364722072635276,0.6866529832037616,0.6866529832037616,TRUE,FALSE,TRUE,FALSE,0.5914762731353385,132
med13a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8610256353611322,3.217988832664239e-4,0.7693542293763966,0.0034380155001963696,0.7693542293763966,0.7693542293763966,TRUE,TRUE,TRUE,TRUE,0.6624337141665861,133
chst6,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8608296339160642,3.2396280481123704e-4,0.9029413725740065,5.75229062658702e-5,0.9029413725740065,0.9029413725740065,TRUE,TRUE,TRUE,TRUE,0.7772786912005505,134
ankrd39,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8606148770700321,3.263467766800015e-4,0.9354508030767287,7.91406814500365e-6,0.9354508030767287,0.9354508030767287,TRUE,TRUE,TRUE,TRUE,0.8050628778949417,135
cep131,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8588974662566271,3.459063801184063e-4,0.8517449576131929,4.373762870521841e-4,0.8517449576131929,0.8517449576131929,TRUE,TRUE,TRUE,TRUE,0.7315615859908297,136
atp23,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8583904632766002,3.518514311202128e-4,0.8924425491400553,9.439887810048986e-5,0.8924425491400553,0.8924425491400553,TRUE,TRUE,TRUE,TRUE,0.766064173204082,137
dnai1.2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8550722665399744,3.927489255581475e-4,0.9302704650410025,1.1539359089668525e-5,0.9302704650410025,0.9302704650410025,TRUE,TRUE,TRUE,TRUE,0.795448475037806,138
nfil3-6,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8531053272544724,4.186787534225834e-4,0.7400152800078531,0.005928266652289384,0.7400152800078531,0.7400152800078531,TRUE,TRUE,TRUE,TRUE,0.6313109776244096,139
stag2b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8518355850074879,4.361108685402711e-4,0.7200381489950968,0.008271688946825376,0.7200381489950968,0.7200381489950968,TRUE,TRUE,TRUE,TRUE,0.613354117876947,140
rbp4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8510118583160624,4.477176073095205e-4,0.8617091442393535,3.143405976816226e-4,0.8617091442393535,0.8617091442393535,TRUE,TRUE,TRUE,TRUE,0.7333247001670761,141
trpv6,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8497445806945142,4.660410036579106e-4,0.8600759955973706,3.3238892445222086e-4,0.8600759955973706,0.8600759955973706,TRUE,TRUE,TRUE,TRUE,0.7308449162443045,142
zgc:194224,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8486118870319935,4.8290629701327667e-4,0.9259400192289984,1.5480800394089647e-5,0.9259400192289984,0.9259400192289984,TRUE,TRUE,TRUE,TRUE,0.7857637069963607,143
ddx21,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8420120623646529,5.908130313005996e-4,0.7889721657429466,0.002284365837181466,0.7889721657429466,0.7889721657429466,TRUE,TRUE,TRUE,TRUE,0.6643240804255252,144
NR2E3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8411326819374478,6.064935861507699e-4,0.7939645259819106,0.0020450240607718436,0.7939645259819106,0.7939645259819106,TRUE,TRUE,TRUE,TRUE,0.6678295111023589,145
s100u,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8411028969070438,6.070302792729003e-4,0.7383641404094423,0.006100285689035817,0.7383641404094423,0.7383641404094423,TRUE,TRUE,TRUE,TRUE,0.6210402174706612,146
lamc3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.838435680742889,6.566029079617209e-4,0.8105102361488877,0.001386301057926495,0.8105102361488877,0.8105102361488877,TRUE,TRUE,TRUE,TRUE,0.6795607015945724,147
itpr2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8383791174024128,6.576870559704346e-4,0.8227455952933959,0.0010149113249469034,0.8227455952933959,0.8227455952933959,TRUE,TRUE,TRUE,TRUE,0.6897727260287999,148
derl3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8327953038156318,7.717295176767721e-4,0.7214120796673826,0.008091369717402328,0.7214120796673826,0.7214120796673826,TRUE,TRUE,TRUE,TRUE,0.6007885920628647,149
rxylt1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8298961834236874,8.366656444442935e-4,0.8929647241945363,9.221317301487752e-5,0.8929647241945363,0.8929647241945363,TRUE,TRUE,TRUE,TRUE,0.7410680165410314,150
si:ch211-233a24.2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8271624566519707,9.016883084477447e-4,0.8014265833528053,0.0017236166309391892,0.8014265833528053,0.8014265833528053,TRUE,TRUE,TRUE,TRUE,0.6629099815123018,151
aco2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8258159121664653,9.351159546587965e-4,0.8031624188429255,0.0016547515254378884,0.8031624188429255,0.8031624188429255,TRUE,TRUE,TRUE,TRUE,0.6632643055345951,152
trmt11,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8245324977284266,9.678587431254441e-4,0.8835412584399372,1.3832364780473275e-4,0.8835412584399372,0.8835412584399372,TRUE,TRUE,TRUE,TRUE,0.7285084806675988,153
snrnp200,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8211170905709216,0.0010593111409281822,0.8750651899426308,1.9365307441754297e-4,0.8750651899426308,0.8750651899426308,TRUE,TRUE,TRUE,TRUE,0.7185309828255839,154
ibtk,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8190478777135065,0.001117869007891829,0.7880974458601814,0.0023284129397037885,0.7880974458601814,0.7880974458601814,TRUE,TRUE,TRUE,TRUE,0.6454895404632166,155
C12orf65,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8190003201075712,0.0011192435478867713,0.8128018794823989,0.0013098504718378936,0.8128018794823989,0.8128018794823989,TRUE,TRUE,TRUE,TRUE,0.6656849994801202,156
sorcs2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8176389049692567,0.0011591472608344217,0.6769253892627527,0.01561130338814022,0.6769253892627527,0.6769253892627527,TRUE,FALSE,TRUE,FALSE,0.5534805340226849,157
rpl39,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8120507235545841,0.001334542822285307,0.7430562369200963,0.005621038415946792,0.7430562369200963,0.7430562369200963,TRUE,TRUE,TRUE,TRUE,0.6033993548327106,158
zmynd8,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8099632789006871,0.0014050443197683076,0.8386247661005616,6.529887528663271e-4,0.8386247661005616,0.8386247661005616,TRUE,TRUE,TRUE,TRUE,0.6792552653181326,159
aspn,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.805960224226987,0.0015482198143141964,0.807145251067795,0.0015047199787397993,0.807145251067795,0.807145251067795,TRUE,TRUE,TRUE,TRUE,0.6505269675343478,160
taldo1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8017796323939808,0.0017094354609581103,0.873024703766886,2.0924370437429312e-4,0.873024703766886,0.873024703766886,TRUE,TRUE,TRUE,TRUE,0.6999734260570778,161
sowahd,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7971854596906921,0.0019011207159020846,0.9050988857843986,5.159971063522848e-5,0.9050988857843986,0.9050988857843986,FALSE,TRUE,TRUE,FALSE,0.721531671329569,162
rundc3aa,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7957187029904165,0.001965655801619651,0.8444611931621493,5.487929698785788e-4,0.8444611931621493,0.8444611931621493,FALSE,TRUE,TRUE,FALSE,0.671953565348725,163
thoc5,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7949703213020295,0.0019992226501356473,0.8019045843896286,0.0017044379211533325,0.8019045843896286,0.8019045843896286,FALSE,TRUE,TRUE,FALSE,0.6374903451057935,164
ptpn1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7928421239634217,0.0020970786162002046,0.766614940859611,0.0036288864411114273,0.766614940859611,0.766614940859611,FALSE,TRUE,TRUE,FALSE,0.6078046179732269,165
hmgxb4a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7820709064946276,0.002649775545183069,0.7490002504363339,0.005055317238708029,0.7490002504363339,0.7490002504363339,FALSE,TRUE,TRUE,FALSE,0.5857713048234467,166
trim8b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.78134628630241,0.0026905798419945177,0.8682273691044227,2.497647745487472e-4,0.8682273691044227,0.8682273691044227,FALSE,TRUE,TRUE,FALSE,0.6783862305158525,167
atp8a2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7786771376735669,0.0028450287849875627,0.8406888994369777,6.145282171668914e-4,0.8406888994369777,0.8406888994369777,FALSE,TRUE,TRUE,FALSE,0.6546252258875269,168
vcp,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.772440606056558,0.0032322040462966074,0.8009251200731283,0.0017439140911316366,0.8009251200731283,0.8009251200731283,FALSE,TRUE,TRUE,FALSE,0.6186670851552087,169
mtmr1a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7643212300745509,0.0037948070370883037,0.5969608691428407,0.040432024367060955,0.5969608691428407,0.5969608691428407,FALSE,FALSE,TRUE,FALSE,0.456269865809629,170
pigb,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7625854263111935,0.003924146835096975,0.7953504053083016,0.001982120539997601,0.7953504053083016,0.7953504053083016,FALSE,TRUE,TRUE,FALSE,0.6065226278988117,171
col5a2a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7613492050905694,0.00401827907677814,0.8224678642028332,0.0010223800405239295,0.8224678642028332,0.8224678642028332,FALSE,TRUE,TRUE,FALSE,0.6261852546233654,172
syncrip,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7568606684757465,0.004374511311055603,0.7839417063533604,0.0025466089685008907,0.7839417063533604,0.7839417063533604,FALSE,TRUE,TRUE,FALSE,0.5933346439166217,173
chst12a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7512774720609658,0.004850388760983767,0.8178045865810702,0.0011542333860981783,0.8178045865810702,0.8178045865810702,FALSE,TRUE,TRUE,FALSE,0.6143981624464897,174
tbk1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7509985481637967,0.004875146002926677,0.8844161937016962,1.334084458299401e-4,0.8844161937016962,0.8844161937016962,FALSE,TRUE,TRUE,FALSE,0.664195277442525,175
kcnj10a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7480033551181797,0.005147056694007493,0.6181657712908555,0.03216124347192822,0.6181657712908555,0.6181657712908555,FALSE,FALSE,TRUE,FALSE,0.46239007094477724,176
dnajc25,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7473742646377551,0.005205591883212085,0.7543759704098802,0.004581708452534729,0.7543759704098802,0.7543759704098802,FALSE,TRUE,TRUE,FALSE,0.5638011861454771,177
ddx46,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7435040890821601,0.0055768262143621105,0.8513432321056332,4.430199023080638e-4,0.8513432321056332,0.8513432321056332,FALSE,TRUE,TRUE,FALSE,0.6329771742829609,178
aplp1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7393769616783419,0.005994329129489457,0.7637509136350207,0.003836940740022084,0.7637509136350207,0.7637509136350207,FALSE,TRUE,TRUE,FALSE,0.5646998300025193,179
scaf1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7327029107964933,0.006718711006851934,0.768583477371818,0.0034909306149912673,0.768583477371818,0.768583477371818,FALSE,TRUE,TRUE,FALSE,0.5631433510604218,180
nyap2b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.7320583437461743,0.0067919956409183925,0.8164569089526252,0.0011946726103572705,0.8164569089526252,0.8164569089526252,FALSE,TRUE,TRUE,FALSE,0.5976940925079799,181
urahb,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6991085290716009,0.011406472742383735,0.7741243696691664,0.003123950592079409,0.7741243696691664,0.7741243696691664,FALSE,TRUE,TRUE,FALSE,0.5411969493978912,182
anp32b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6976054597797058,0.01166125640050935,0.701858909539772,0.010950986475730784,0.701858909539772,0.701858909539772,FALSE,TRUE,TRUE,FALSE,0.4896206072899756,183
znrf3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6952360723515035,0.012071428925193063,0.8048752118354622,0.0015888888750167601,0.8048752118354622,0.8048752118354622,FALSE,TRUE,TRUE,FALSE,0.5595782810095711,184
snx1a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6932059366374217,0.01243129572150895,0.6695650476014134,0.017230060673338453,0.6695650476014134,0.6695650476014134,FALSE,FALSE,TRUE,FALSE,0.46414646596221765,185
tmem94,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6783472665283081,0.01531198005354638,0.6975857693614071,0.01166462186370348,0.6975857693614071,0.6975857693614071,FALSE,FALSE,TRUE,FALSE,0.4732053998153573,186
os9,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6781387830360479,0.015355601854396148,0.7259032171535373,0.007522405334704872,0.7259032171535373,0.7259032171535373,FALSE,TRUE,TRUE,FALSE,0.49226312428245184,187
ep300b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6732058147603671,0.016414679082450773,0.7650478660871398,0.0037416343033855074,0.7650478660871398,0.7650478660871398,FALSE,TRUE,TRUE,FALSE,0.5150346720198732,188
ppp4r4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.652827710871422,0.02136554777768142,0.8245134211335572,9.683520077605111e-4,0.8245134211335572,0.8245134211335572,FALSE,TRUE,TRUE,FALSE,0.5382652093013849,189
asb12b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6503493260250173,0.02203427942780347,0.814305700942612,0.0012614729890471315,0.814305700942612,0.814305700942612,FALSE,TRUE,TRUE,FALSE,0.529583163786357,190
zwilch,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6408875800667786,0.024727958995173206,0.8170683661734282,0.0011761919561443465,0.8170683661734282,0.8170683661734282,FALSE,TRUE,TRUE,FALSE,0.5236489679460049,191
ZRANB1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6401367410141163,0.02495147185127772,0.7385702024828276,0.006078615158048237,0.7385702024828276,0.7385702024828276,FALSE,TRUE,TRUE,FALSE,0.47278592242749323,192
glmnb,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6209822106153713,0.03116241694727182,0.8183917817319293,0.001136947080106056,0.8183917817319293,0.8183917817319293,FALSE,TRUE,TRUE,FALSE,0.5082067377693459,193
rtf1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.6084203167675359,0.035794878808342215,0.6710236513393173,0.016899905814462327,0.6710236513393173,0.6710236513393173,FALSE,FALSE,TRUE,FALSE,0.408264422506376,194
eif3s10,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.5886039233487178,0.044072140270854335,0.7111128419029336,0.009517224932880814,0.7111128419029336,0.7111128419029336,FALSE,TRUE,TRUE,FALSE,0.4185638086877232,195
hdac5,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.5649913971883883,0.055600828480158744,0.7070822346764154,0.010123335723914896,0.7070822346764154,0.7070822346764154,FALSE,TRUE,TRUE,FALSE,0.3994953796969158,196
