gene_id,module,species,module_size,module_trait_correlation,module_trait_direction,module_trait_expression_pattern,module_trait_pvalue,module_trait_FDR,MM,MM_pvalue,GS,GS_pvalue,aligned_GS,absolute_GS,passes_MM,passes_aligned_GS,passes_GS_pvalue,passes_all_support_criteria,exploratory_joint_score,MM_rank
usp53b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9441627791513728,3.890612741045926e-6,0.8864331663263538,1.2259763452451058e-4,0.8864331663263538,0.8864331663263538,TRUE,TRUE,TRUE,TRUE,0.8369372018506414,19
si:dkey-197i20.6,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9432456931053105,4.214197070217766e-6,0.8205436519108243,0.0010752965864792364,0.8205436519108243,0.8205436519108243,TRUE,TRUE,TRUE,TRUE,0.7739742656697881,20
c2cd3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9431706756249753,4.2415802415639376e-6,0.8306516216822906,8.193530687296756e-4,0.8306516216822906,0.8306516216822906,TRUE,TRUE,TRUE,TRUE,0.7834462512310674,21
triob,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9431234302034791,4.258898134560979e-6,0.8468940198544211,5.093841673720158e-4,0.8468940198544211,0.8468940198544211,TRUE,TRUE,TRUE,TRUE,0.798725593023915,22
ier3ip1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9422515773683672,4.588659058205791e-6,0.8652755341947193,2.775795398677898e-4,0.8652755341947193,0.8652755341947193,TRUE,TRUE,TRUE,TRUE,0.8153072369532307,23
pi4kab,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9407329871510353,5.211061276423397e-6,0.8775604268877415,1.7583726815852664e-4,0.8775604268877415,0.8775604268877415,TRUE,TRUE,TRUE,TRUE,0.8255500417916427,24
arfip1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9404655231538389,5.327281302019612e-6,0.8403477298344635,6.207609071425115e-4,0.8403477298344635,0.8403477298344635,TRUE,TRUE,TRUE,TRUE,0.7903180673699096,25
HDAC2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9386521075235389,6.170462684458796e-6,0.8503994175093302,4.565015727350151e-4,0.8503994175093302,0.8503994175093302,TRUE,TRUE,TRUE,TRUE,0.7982292054819227,26
cenpv,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9385828008668697,6.204662506604071e-6,0.845306936839646,5.348342247881467e-4,0.845306936839646,0.845306936839646,TRUE,TRUE,TRUE,TRUE,0.7933905523711491,27
phospho2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9385075277574279,6.2419762380345624e-6,0.8566796403311862,3.725009963823214e-4,0.8566796403311862,0.8566796403311862,TRUE,TRUE,TRUE,TRUE,0.804000291327344,28
col1a1b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9378223243677767,6.589870260612229e-6,0.8244941439013935,9.68850657249052e-4,0.8244941439013935,0.8244941439013935,TRUE,TRUE,TRUE,TRUE,0.773229014461225,29
p2ry10,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9375080553649878,6.754475894740993e-6,0.806061045045968,0.0015444817759882683,0.806061045045968,0.806061045045968,TRUE,TRUE,TRUE,TRUE,0.7556887228465153,30
ube2r2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9364574556235606,7.328504727579976e-6,0.8685127534015051,2.471955515201874e-4,0.8685127534015051,0.8685127534015051,TRUE,TRUE,TRUE,TRUE,0.8133252432269864,31
p2ry13,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9361352749360526,7.5120525902598e-6,0.8648082671356553,2.8219503237632504e-4,0.8648082671356553,0.8648082671356553,TRUE,TRUE,TRUE,TRUE,0.809577524922008,32
waca,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9347448077494265,8.346358002160637e-6,0.8640089416523834,2.902288743224615e-4,0.8640089416523834,0.8640089416523834,TRUE,TRUE,TRUE,TRUE,0.8076278720586425,33
fkbp9,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9320768423309252,1.015148920458861e-5,0.7997121026154664,0.0017937705254290014,0.7997121026154664,0.7997121026154664,TRUE,TRUE,TRUE,TRUE,0.7453931313796488,34
agap3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9301697339676599,1.1620944626040404e-5,0.8006866083380527,0.0017536322577180398,0.8006866083380527,0.8006866083380527,TRUE,TRUE,TRUE,TRUE,0.7447744494692744,35
pgm1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9282722565146561,1.3244861953358177e-5,0.8160958748263891,0.0012056889438667008,0.8160958748263891,0.8160958748263891,TRUE,TRUE,TRUE,TRUE,0.7575591592573945,36
srpx,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9259633745741473,1.5457024935701373e-5,0.9512025958033423,2.0071580092534137e-6,0.9512025958033423,0.9512025958033423,TRUE,TRUE,TRUE,TRUE,0.8807787655137516,37
cpsf1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9253227940969301,1.611966456868731e-5,0.8450376985029938,5.392476946982787e-4,0.8450376985029938,0.8450376985029938,TRUE,TRUE,TRUE,TRUE,0.7819326442960294,38
anapc16,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9249327297660217,1.6534010999692268e-5,0.8048625202378941,0.0015893693887061267,0.8048625202378941,0.8048625202378941,TRUE,TRUE,TRUE,TRUE,0.7444436879299953,39
tfr1a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.924648759214229,1.684091031010439e-5,0.8102788259408871,0.0013942074744355266,0.8102788259408871,0.8102788259408871,TRUE,TRUE,TRUE,TRUE,0.7492233110238035,40
nipbla,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9231338286702808,1.8554985479653772e-5,0.8411100319812246,6.069016796771427e-4,0.8411100319812246,0.8411100319812246,TRUE,TRUE,TRUE,TRUE,0.7764571241558101,41
ptena,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9213364795545251,2.0763986993233153e-5,0.8080309902404376,0.0014728240520940953,0.8080309902404376,0.8080309902404376,TRUE,TRUE,TRUE,TRUE,0.7444684279190816,42
selenot2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9210092193019448,2.118759704695326e-5,0.8621782783512173,3.0929990071060855e-4,0.8621782783512173,0.8621782783512173,TRUE,TRUE,TRUE,TRUE,0.7940741430433494,43
psmb2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.920614535181469,2.17075147062081e-5,0.8285800201883856,8.675021382145052e-4,0.8285800201883856,0.8285800201883856,TRUE,TRUE,TRUE,TRUE,0.7628028101463827,44
flt4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9201836067296312,2.2286609845480162e-5,0.8893072290631893,1.0839103530586975e-4,0.8893072290631893,0.8893072290631893,TRUE,TRUE,TRUE,TRUE,0.8183259335300997,45
unk,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9198971879863953,2.2678197034006375e-5,0.8231706575856592,0.0010035621350456497,0.8231706575856592,0.8231706575856592,TRUE,TRUE,TRUE,TRUE,0.7572323731459598,46
krt98,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9198012917567493,2.281050971812945e-5,0.9933250256864441,1.0319553264388763e-10,0.9933250256864441,0.9933250256864441,TRUE,TRUE,TRUE,TRUE,0.9136616417606974,47
hs3st1l2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.918769026368311,2.4273680926311907e-5,0.9853198546800508,5.2389793174093674e-9,0.9853198546800508,0.9853198546800508,TRUE,TRUE,TRUE,TRUE,0.905281363545756,48
reep5,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9185508758403753,2.4592150538480686e-5,0.7807588857676824,0.002724007214816964,0.7807588857676824,0.7807588857676824,TRUE,TRUE,TRUE,TRUE,0.7171667583420602,49
eif2a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9156036539725095,2.9226720775087064e-5,0.9081330047225998,4.4092531587557885e-5,0.9081330047225998,0.9081330047225998,TRUE,TRUE,TRUE,TRUE,0.8314898974170467,50
WDR25,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9146945538173991,3.0786885468124495e-5,0.7611111995380407,0.004036596731893925,0.7611111995380407,0.7611111995380407,TRUE,TRUE,TRUE,TRUE,0.6961842690668736,51
crcp,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9146881651144997,3.079807676642046e-5,0.9955334695179091,1.3895249128772764e-11,0.9955334695179091,0.9955334695179091,TRUE,TRUE,TRUE,TRUE,0.910602682543408,52
abcb6a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9146779841004862,3.0815917799552614e-5,0.8390864748610662,6.442284069528956e-4,0.8390864748610662,0.8390864748610662,TRUE,TRUE,TRUE,TRUE,0.7674939253119033,53
dnali1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9141247916309219,3.179762899661813e-5,0.9664388851121947,3.1694482684014235e-7,0.9664388851121947,0.9664388851121947,TRUE,TRUE,TRUE,TRUE,0.8834457444772054,54
setd4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9135153045426929,3.290758064634001e-5,0.9796484804349168,2.6573361088949082e-8,0.9796484804349168,0.9796484804349168,TRUE,TRUE,TRUE,TRUE,0.8949238799492893,55
aadacl4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9131730543971595,3.3544098463089864e-5,0.9748128832924399,7.652861257444974e-8,0.9748128832924399,0.9748128832924399,TRUE,TRUE,TRUE,TRUE,0.8901728581018591,56
saal1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9130586112334046,3.375908853521197e-5,0.9073833416507627,4.586176080178319e-5,0.9073833416507627,0.9073833416507627,TRUE,TRUE,TRUE,TRUE,0.8284941737839713,57
gclc,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9117266262099629,3.6342033326971694e-05,0.8030591540866153,0.001658788259080566,0.8030591540866153,0.8030591540866153,TRUE,TRUE,TRUE,TRUE,0.7321704132024165,58
rhobtb4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9103781116102808,3.9112978653742214e-5,0.8134444290352671,0.0012890084284646428,0.8134444290352671,0.8134444290352671,TRUE,TRUE,TRUE,TRUE,0.7405420032050296,59
plch2a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9101779217347761,3.9538112237774366e-5,0.9685157146150403,2.3109633499686533e-7,0.9685157146150403,0.9685157146150403,TRUE,TRUE,TRUE,TRUE,0.8815216202957888,60
grhprb,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9100949812437897,3.9715310383715456e-5,0.9640591384428732,4.446298363082036e-7,0.9640591384428732,0.9640591384428732,TRUE,TRUE,TRUE,TRUE,0.8773853835190707,61
mlh1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9100226354906664,3.987038304985847e-5,0.8027030395706574,0.0016727671336485414,0.8027030395706574,0.8027030395706574,TRUE,TRUE,TRUE,TRUE,0.7304779355864583,62
mrpl36,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9094764076431486,4.1056657241636306e-5,0.9874472611631866,2.4034509799127815e-9,0.9874472611631866,0.9874472611631866,TRUE,TRUE,TRUE,TRUE,0.8980599878197609,63
glod4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9094356431528272,4.11462885018676e-5,0.9506156386909987,2.128689115864271e-6,0.9506156386909987,0.9506156386909987,TRUE,TRUE,TRUE,TRUE,0.8645237447640841,64
egf,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9076219539503863,4.5292681914561974e-5,0.7988255622450067,0.0018308937421080008,0.7988255622450067,0.7988255622450067,TRUE,TRUE,TRUE,TRUE,0.7250316176703289,65
MEP1B,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.907311442800083,4.603433363749677e-5,0.9881119739843612,1.833052571285173e-9,0.9881119739843612,0.9881119739843612,TRUE,TRUE,TRUE,TRUE,0.8965253007637889,66
nipblb,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9071823180979645,4.634554255811869e-5,0.7950584328404158,0.0019952480016132185,0.7950584328404158,0.7950584328404158,TRUE,TRUE,TRUE,TRUE,0.7212629521275031,67
pms2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9056544341550552,5.0155117875732995e-5,0.9876106948054971,2.2516268593062975e-9,0.9876106948054971,0.9876106948054971,TRUE,TRUE,TRUE,TRUE,0.8944340049695534,68
wnt2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.905372967162972,5.088298716323444e-5,0.9871132810760913,2.7391238133055723e-9,0.9871132810760913,0.9871132810760913,TRUE,TRUE,TRUE,TRUE,0.8937056802138376,69
gnai2a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9048706253474652,5.220264702525781e-5,0.8100746260383396,0.0014012129568001428,0.8100746260383396,0.8100746260383396,TRUE,TRUE,TRUE,TRUE,0.7330127334414264,70
prpf4,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9046423825268225,5.2811059301452386e-5,0.8904821193913387,1.0296974593292201e-4,0.8904821193913387,0.8904821193913387,TRUE,TRUE,TRUE,TRUE,0.805567866083715,71
gnb1l,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9043434322723932,5.361636597260279e-5,0.9714802253086894,1.4165270168093792e-7,0.9714802253086894,0.9714802253086894,TRUE,TRUE,TRUE,TRUE,0.878551761340418,72
FYN,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9039764703090414,5.46180395298374e-5,0.849077942081246,4.759105770840791e-4,0.849077942081246,0.849077942081246,TRUE,TRUE,TRUE,TRUE,0.7675464810998694,73
dpm3,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9038326019141848,5.501473626809872e-5,0.9829729033200462,1.0954405829813095e-8,0.9829729033200462,0.9829729033200462,TRUE,TRUE,TRUE,TRUE,0.8884429568188977,74
pbk,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9026314701166298,5.841579103205902e-5,0.9616064010331747,6.159557386230611e-7,0.9616064010331747,0.9616064010331747,TRUE,TRUE,TRUE,TRUE,0.867976199438136,75
tbp,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.900526152485996,6.477372273082702e-5,0.9011536634687441,6.282450983760567e-5,0.9011536634687441,0.9011536634687441,TRUE,TRUE,TRUE,TRUE,0.8115124413621682,76
kremen1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9005233444392414,6.47825506677248e-5,0.9680474729354317,2.4860327748843225e-7,0.9680474729354317,0.9680474729354317,TRUE,TRUE,TRUE,TRUE,0.871749347903771,77
ndufaf6,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.9004185167986306,6.51127842995242e-5,0.982963869549204,1.0983329676738671e-8,0.982963869549204,0.982963869549204,TRUE,TRUE,TRUE,TRUE,0.8850788694861369,78
flna,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8999515381596864,6.65999796963223e-5,0.860437119707776,3.283303327577626e-4,0.860437119707776,0.860437119707776,TRUE,TRUE,TRUE,TRUE,0.7743517093707033,79
herc2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8996196664888061,6.767300921481253e-5,0.8200928374697627,0.0010879936893466238,0.8200928374697627,0.8200928374697627,TRUE,TRUE,TRUE,TRUE,0.7377716449344066,80
kmt2e,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8993632856499082,6.851121053757408e-5,0.7562692097054312,0.004423176144894565,0.7562692097054312,0.7562692097054312,TRUE,TRUE,TRUE,TRUE,0.680160761276536,81
qtrt1,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8992653841310184,6.883342731362965e-5,0.9819764099645754,1.4533365265637813e-8,0.9819764099645754,0.9819764099645754,TRUE,TRUE,TRUE,TRUE,0.8830573935143923,82
rdh12,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8992384011690393,6.89224433137074e-5,0.980702285873967,2.0406108482091812e-8,0.980702285873967,0.980702285873967,TRUE,TRUE,TRUE,TRUE,0.8818851555721282,83
kifbp,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8985996553467839,7.105617369256835e-5,0.8120827168962935,0.001333483881433361,0.8120827168962935,0.8120827168962935,TRUE,TRUE,TRUE,TRUE,0.7297372495160892,84
nadka,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8984467626123959,7.157451807866192e-5,0.8647178812647186,2.830946894777721e-4,0.8647178812647186,0.8647178812647186,TRUE,TRUE,TRUE,TRUE,0.7769029809953365,85
apeh,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8982411845866066,7.22761513735424e-5,0.7403101526356515,0.00589793468864982,0.7403101526356515,0.7403101526356515,TRUE,TRUE,TRUE,TRUE,0.6649770684649391,86
atrnl1a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8979806375890759,7.317313586797331e-5,0.8060790785345018,0.0015438138964405548,0.8060790785345018,0.8060790785345018,TRUE,TRUE,TRUE,TRUE,0.7238434048896266,87
tbc1d16,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8975980358742038,7.450612603389047e-5,0.9804884130267247,2.1554495438377503e-8,0.9804884130267247,0.9804884130267247,TRUE,TRUE,TRUE,TRUE,0.8800844737302033,88
tsc1b,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8966022897318947,7.80647857717775e-5,0.8103962976817951,0.001390189588372461,0.8103962976817951,0.8103962976817951,TRUE,TRUE,TRUE,TRUE,0.7266031760917476,89
gnpat,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8959409794552297,8.050094545812868e-5,0.9517190133249374,1.9048442264940558e-6,0.9517190133249374,0.9517190133249374,TRUE,TRUE,TRUE,TRUE,0.8526840649645091,90
cutc,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8958889340447949,8.069517343535844e-5,0.9532580121764521,1.6242359511596832e-6,0.9532580121764521,0.9532580121764521,TRUE,TRUE,TRUE,TRUE,0.8540133043984217,91
aptx,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8956866769027617,8.145346848053649e-5,0.9680791481760118,2.473867090314656e-7,0.9680791481760118,0.9680791481760118,TRUE,TRUE,TRUE,TRUE,0.8670955952086282,92
si:ch73-233k15.2,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8955761052410273,8.187037604669861e-5,0.9377743641802461,6.614783125784396e-6,0.9377743641802461,0.9377743641802461,TRUE,TRUE,TRUE,TRUE,0.8398483126674254,93
fkbp10a,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8946892826837166,8.527500307068439e-5,0.9780363347516119,3.879805713672721e-8,0.9780363347516119,0.9780363347516119,TRUE,TRUE,TRUE,TRUE,0.875038626777531,94
KLHL12,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8939073994459387,8.836795639876616e-5,0.9605250386502389,7.064305550555951e-7,0.9605250386502389,0.9605250386502389,TRUE,TRUE,TRUE,TRUE,0.8586204394025447,95
ccdc84,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.893742743010437,8.903036673295894e-5,0.9599284668106869,7.606804636316517e-7,0.9599284668106869,0.9599284668106869,TRUE,TRUE,TRUE,TRUE,0.8579291010211866,96
snx14,magenta,On,202,0.9213597761125775,Positive,On higher,2.0734088254582805e-5,0.0024880905905499367,0.8933037051279094,9.081565291390498e-5,0.9191033141123229,2.3791982854241085e-5,0.9191033141123229,0.9191033141123229,TRUE,TRUE,TRUE,TRUE,0.8210383958918788,97
