"gene_name","baseMean","log2FoldChange","lfcSE","pvalue","padj","comparison","sig"
"map2k1",18136.6340498687,16.1416925110903,1.36784182066856,2.1940197775091e-32,1.38837571520776e-28,"Mz_vs_Pn","Mz higher"
"nfe2",3556.19394528514,-12.5833241872873,1.12289376899343,2.03759411347248e-29,6.44694777502694e-26,"Mz_vs_Pn","Pn higher"
"COG5",1015.57543217589,9.73023589526993,0.908340169889474,8.52431810518616e-28,1.7980628323206e-24,"Mz_vs_Pn","Mz higher"
"gltpd2",1120.20899114213,-9.98343813775151,1.00843517252104,2.17349788435357e-24,3.43847365304735e-21,"Mz_vs_Pn","Pn higher"
"gnai3",10500.9318888682,12.7014213821913,1.31483662809295,6.12016870025772e-23,6.45473792253848e-20,"Mz_vs_Pn","Mz higher"
"usp4",2038.24961450657,-9.42139929923571,1.00069656730578,5.64254122100631e-23,6.45473792253848e-20,"Mz_vs_Pn","Pn higher"
"tnip1",859.548106702568,8.11559235151775,0.854310997435809,2.89110379227464e-22,2.61355782821628e-19,"Mz_vs_Pn","Mz higher"
"pcyt1aa",3221.97152896052,-13.5544284807253,1.43792310661157,3.53870616684148e-22,2.79911657797161e-19,"Mz_vs_Pn","Pn higher"
"ciao1",353.720473908958,8.30129410674547,0.877764422750674,5.0974490872931e-22,3.58407309159897e-19,"Mz_vs_Pn","Mz higher"
"si:ch211-217a12.1",740.897694869235,-8.75694610464402,0.954086236912119,8.18631367186795e-22,5.18029929155804e-19,"Mz_vs_Pn","Pn higher"
"ube2g1b",1559.29243386657,-11.7721209523355,1.265147593001,1.0169537658107e-21,5.8502576636819e-19,"Mz_vs_Pn","Pn higher"
"dkk3a",954.257084794633,-11.4082343045859,1.2217254577724,3.56148186508767e-21,1.8780881035229e-18,"Mz_vs_Pn","Pn higher"
"PIP4K2B",674.844798657937,-10.1626477897944,1.11369734529568,6.11225694112336e-21,2.97525860949451e-18,"Mz_vs_Pn","Pn higher"
"mat2aa",1190.76174636171,12.2217093820319,1.34564690010302,3.03324929466405e-20,1.37102868118815e-17,"Mz_vs_Pn","Mz higher"
"cox18",287.606029036754,10.5644520502139,1.15052119997424,3.51592334341345e-20,1.48325086114135e-17,"Mz_vs_Pn","Mz higher"
"gla",3537.85801222387,-12.2879746243655,1.41976920222588,5.15686542371704e-20,1.91956731772244e-17,"Mz_vs_Pn","Pn higher"
"slc20a1b",1666.31888335936,-7.49757311267977,0.85543294757902,4.87219729853112e-20,1.91956731772244e-17,"Mz_vs_Pn","Pn higher"
"acot13",4055.57198080964,-8.20876244398621,0.944192717573217,6.0068971982914e-20,2.11175808171044e-17,"Mz_vs_Pn","Pn higher"
"zrsr2",621.979861259918,9.87789503416822,1.10768718706227,1.16856156300953e-19,3.89192503722332e-17,"Mz_vs_Pn","Mz higher"
"higd2a",608.242902177177,-11.0425304124681,1.22513587017607,1.87331077129158e-19,5.92715528036656e-17,"Mz_vs_Pn","Pn higher"
"msh6",358.182665758839,9.72883570930829,1.10238071793065,2.9338445430463e-19,8.84065155637952e-17,"Mz_vs_Pn","Mz higher"
"flii",287.651203890817,8.34130658003934,0.955217003789392,3.29592157301918e-19,9.48026896093881e-17,"Mz_vs_Pn","Mz higher"
