gene_name.x,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,sig,species,gene_match,gene_name.y,visual_category,significant,direction,gene_name,dataset_gene_name,WGCNA_module,module_trait_correlation,module_trait_FDR,module_expression_pattern,species_associated_module,evidence_class,MM,MM_pvalue,GS,GS_pvalue,supported_hub,passes_MM,passes_aligned_GS,passes_GS_pvalue,passes_all_support_criteria,exploratory_joint_score,supported_hub_rank
rgs9b,7.68153964835598,3.48565632403099,1.06863122679969,5.1984634217319e-4,0.00210027205208366,On_vs_rest,On higher,On,rgs9b,rgs9b,Photoreceptor recovery,TRUE,On higher,rgs9b,rgs9b,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.8108663534767789,0.00137420123824021,0.4698041010593258,0.12329623130886008,FALSE,NA,NA,NA,NA,NA,NA
cnga3a,16.6158102651795,2.86272615768502,0.894067909089054,8.344253158645e-4,0.00312765494602688,On_vs_rest,On higher,On,cnga3a,cnga3a,CNG channel,TRUE,On higher,cnga3a,cnga3a,black,0.3629991923892552,0.4319944103845951,On higher,FALSE,DE only,0.6073510702179594,0.03621064630874683,0.29517990921236603,0.35162448205212615,FALSE,NA,NA,NA,NA,NA,NA
six7,4.88613589656629,3.34654371885334,1.13915929106053,0.00161029422737524,0.00542874440478947,On_vs_rest,On higher,On,six7,six7,Retinal regulation,TRUE,On higher,six7,six7,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.7766467874691363,0.00296696583369793,0.5302455472869891,0.0761630560032725,FALSE,NA,NA,NA,NA,NA,NA
rdh5,29.1153481606706,4.0997870032614,2.30759010888259,0.00854745332395111,0.0213162912809497,On_vs_rest,On higher,On,rdh5,rdh5,Visual cycle,TRUE,On higher,rdh5,rdh5,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.6312445536566887,0.02771112244044754,0.7302054693092005,0.00700600392173677,FALSE,NA,NA,NA,NA,NA,NA
rx2,3.75072025411809,3.36627173880393,1.46876943219959,0.00944822777922979,0.0231306928950486,On_vs_rest,On higher,On,rx2,rx2,Retinal regulation,TRUE,On higher,rx2,rx2,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.5165674487988343,0.08551774031198775,0.47834700277581454,0.11570191847540924,FALSE,NA,NA,NA,NA,NA,NA
rcvrn3,74.7437159429161,1.91145142836938,0.857612327271842,0.020476806230154,0.0436491983105481,On_vs_rest,On higher,On,rcvrn3,rcvrn3,Photoreceptor recovery,TRUE,On higher,rcvrn3,rcvrn3,royalblue,0.13039713739981995,0.7769043808518864,On higher,FALSE,DE only,0.6618217617377714,0.01906256392763336,0.07033091156421306,0.8280564581688693,FALSE,NA,NA,NA,NA,NA,NA
crx,17.0648031336895,1.78922772895968,0.93405815876602,0.0447506139696616,0.082334255880482,On_vs_rest,Not significant,On,crx,crx,Photoreceptor regulation,FALSE,Not significant,crx,crx,pink,0.028672676350144893,0.9533493594195522,On higher,FALSE,No significant integrated evidence,0.8741666152692076,2.004027514146791e-4,-0.0096464459045443,0.976263644665036,FALSE,NA,NA,NA,NA,NA,NA
otx2b,4.14644278012234,2.37378086021138,1.3909779691698,0.0567798288939258,0.0996816196943501,On_vs_rest,Not significant,On,otx2b,otx2b,Photoreceptor regulation,FALSE,Not significant,otx2b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
guca1d,3.97266472864489,2.34601155412905,1.51329572934551,0.076558702790495,0.126974268830906,On_vs_rest,Not significant,On,guca1d,guca1d,Photoreceptor recovery,FALSE,Not significant,guca1d,guca1d,pink,0.028672676350144893,0.9533493594195522,On higher,FALSE,No significant integrated evidence,0.783044575499461,0.00259569199862227,0.0693015739003176,0.8305405637740718,FALSE,NA,NA,NA,NA,NA,NA
rcvrn2,327.80690955634,0.875575438190762,0.541285611632917,0.100521811157649,0.158580312198151,On_vs_rest,Not significant,On,rcvrn2,rcvrn2,Photoreceptor recovery,FALSE,Not significant,rcvrn2,rcvrn2,turquoise,0.6191755265029705,0.22300536578542135,On higher,FALSE,No significant integrated evidence,0.361321890396203,0.24850727485445384,0.4739880752345601,0.11953718162995404,FALSE,NA,NA,NA,NA,NA,NA
guca1a,24.0699651560929,1.35530208223291,0.860137718043487,0.101260728723676,0.159468026963329,On_vs_rest,Not significant,On,guca1a,guca1a,Photoreceptor recovery,FALSE,Not significant,guca1a,guca1a,royalblue,0.13039713739981995,0.7769043808518864,On higher,FALSE,No significant integrated evidence,0.8720622464907434,2.1692913429959877e-4,-0.03407410810899813,0.9162754253987327,FALSE,NA,NA,NA,NA,NA,NA
nrl,6.12008102398229,1.61475806993327,1.07167955586935,0.108783891302728,0.169351069315887,On_vs_rest,Not significant,On,nrl,nrl,Photoreceptor regulation,FALSE,Not significant,nrl,nrl,royalblue,0.13039713739981995,0.7769043808518864,On higher,FALSE,No significant integrated evidence,0.8951299311329461,8.356969773234847e-5,-0.03223626045151946,0.9207783941747198,FALSE,NA,NA,NA,NA,NA,NA
six6a,10.4056654647985,1.32969081763682,1.01805876553378,0.167215566481736,0.23995257029488,On_vs_rest,Not significant,On,six6a,six6a,Retinal regulation,FALSE,Not significant,six6a,six6a,royalblue,0.13039713739981995,0.7769043808518864,On higher,FALSE,No significant integrated evidence,0.8346634676877298,7.319975982543207e-4,-0.00308685122976176,0.9924035485640644,FALSE,NA,NA,NA,NA,NA,NA
rx1,3.88729683371985,1.34812129853431,1.21382367681606,0.22822856053182,0.308125580230676,On_vs_rest,Not significant,On,rx1,rx1,Retinal regulation,FALSE,Not significant,rx1,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
rpe65b,43.1908612564652,-0.772566406540843,0.67888093179562,0.24371542269841,0.324781105673847,On_vs_rest,Not significant,On,rpe65b,rpe65b,Visual cycle,FALSE,Not significant,rpe65b,rpe65b,black,0.3629991923892552,0.4319944103845951,On higher,FALSE,No significant integrated evidence,0.6724854270045043,0.01657371743113325,-0.2564350676585049,0.42108726498401305,FALSE,NA,NA,NA,NA,NA,NA
gnat2,223.287627767456,-0.870973496149236,0.788229601966889,0.253548918567419,0.336125641557882,On_vs_rest,Not significant,On,gnat2,gnat2,Phototransduction,FALSE,Not significant,gnat2,gnat2,yellow,-0.13711328961761843,0.7667304315713559,On lower,FALSE,No significant integrated evidence,0.8038164506357466,0.00162935939100464,-0.27013223066739295,0.39579895521292585,FALSE,NA,NA,NA,NA,NA,NA
guca1c,435.620949827032,-0.518522010979729,1.05483091013491,0.601593177345866,0.675486135853609,On_vs_rest,Not significant,On,guca1c,guca1c,Photoreceptor recovery,FALSE,Not significant,guca1c,guca1c,yellow,-0.13711328961761843,0.7667304315713559,On lower,FALSE,No significant integrated evidence,0.764709649381022,0.00376631303936747,-0.3135590807737513,0.32096797673097827,FALSE,NA,NA,NA,NA,NA,NA
rgs9a,122.870403062682,-0.167771612762264,0.908292948678783,0.846946074177141,0.881356301797983,On_vs_rest,Not significant,On,rgs9a,rgs9a,Photoreceptor recovery,FALSE,Not significant,rgs9a,rgs9a,lightcyan,-0.34768188662731614,0.4564786808214465,On lower,FALSE,No significant integrated evidence,0.8415413456850518,5.991669698779859e-4,-0.07784279992985696,0.8099730463568431,FALSE,NA,NA,NA,NA,NA,NA
opn1sw2,401.773466733748,0.1829129302113,1.03814002490753,0.851845032721252,0.885097307247684,On_vs_rest,Not significant,On,opn1sw2,opn1sw2,Opsin / photopigment,FALSE,Not significant,opn1sw2,opn1sw2,pink,0.028672676350144893,0.9533493594195522,On higher,FALSE,No significant integrated evidence,0.931749630204717,1.0392555094901696e-5,-0.1488276911441486,0.6443475872413467,FALSE,NA,NA,NA,NA,NA,NA
pax6b,1.97341671449506,0.0294919940977385,1.58546356183036,0.982787794930836,0.988858133380069,On_vs_rest,Not significant,On,pax6b,pax6b,Retinal regulation,FALSE,Not significant,pax6b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
cnga1a,246.561509333681,4.31417244609338,0.998071522300133,NA,NA,On_vs_rest,Not significant,On,cnga1a,cnga1a,CNG channel,FALSE,Not significant,cnga1a,cnga1a,pink,0.028672676350144893,0.9533493594195522,On higher,FALSE,No significant integrated evidence,0.7136862352056048,0.0091446655012066,0.29014195461850506,0.36029015212385707,FALSE,NA,NA,NA,NA,NA,NA
pde6b,141.919563851369,2.41200906247967,1.09779727731796,NA,NA,On_vs_rest,Not significant,On,pde6b,pde6b,Phototransduction,FALSE,Not significant,pde6b,pde6b,green,0.3832123117419739,0.4103341677449856,On higher,FALSE,No significant integrated evidence,0.5010547987223853,0.09703559749143058,-0.14157894475553356,0.6607285123496665,FALSE,NA,NA,NA,NA,NA,NA
gngt1,230.427175935877,3.68954699131481,0.816573231894093,2.06033172047217e-7,2.74479560571534e-6,Pn_vs_rest,Pn higher,Pn,gngt1,gngt1,Phototransduction,TRUE,Pn higher,gngt1,gngt1,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,DE only,0.899318311450282,6.865908377334946e-5,0.37574411491813425,0.22871231706143455,FALSE,NA,NA,NA,NA,NA,NA
arr3a,265.827696270724,3.36985362426224,1.00263336184465,3.73594813025162e-5,3.2834833011433e-4,Pn_vs_rest,Pn higher,Pn,arr3a,arr3a,Photoreceptor recovery,TRUE,Pn higher,arr3a,arr3a,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,DE only,0.7730223824996949,0.00319448275565189,0.420521689481735,0.1734534192315873,FALSE,NA,NA,NA,NA,NA,NA
opn1lw1,36.4101305274267,3.47978669801639,1.14331802338076,1.0332414951419e-4,8.2974012452518e-4,Pn_vs_rest,Pn higher,Pn,opn1lw1,opn1lw1,Opsin / photopigment,TRUE,Pn higher,opn1lw1,opn1lw1,lightyellow,0.3966725709066531,0.4034400716411257,Pn higher,FALSE,DE only,0.8605077721304568,3.2754081740166797e-4,0.4029393921885212,0.1940360441910376,FALSE,NA,NA,NA,NA,NA,NA
guca1b,91.2242424948658,2.74707617684128,0.877423468351644,1.7777312424424e-4,0.00134242044178706,Pn_vs_rest,Pn higher,Pn,guca1b,guca1b,Photoreceptor recovery,TRUE,Pn higher,guca1b,guca1b,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,DE only,0.849853563651548,4.644427417359227e-4,0.35180375978088024,0.2621040085634901,FALSE,NA,NA,NA,NA,NA,NA
rgs9a,122.870403062682,-2.76800709799978,0.969485510986438,4.2626482355466e-4,0.00292560065450535,Pn_vs_rest,Other species higher,Pn,rgs9a,rgs9a,Photoreceptor recovery,TRUE,Pn lower,rgs9a,rgs9a,lightcyan,-0.3000219675783688,0.5025387803860338,Pn lower,FALSE,DE only,0.8415413456850518,5.991669698779859e-4,-0.510756003002551,0.08971785869823594,FALSE,NA,NA,NA,NA,NA,NA
gnat2,223.287627767456,-2.27199630676202,0.792084457930381,7.9593014544256e-4,0.00499667257972277,Pn_vs_rest,Other species higher,Pn,gnat2,gnat2,Phototransduction,TRUE,Pn lower,gnat2,gnat2,yellow,-0.3013011598833346,0.5025387803860338,Pn lower,FALSE,DE only,0.8038164506357466,0.00162935939100464,-0.4056448471141377,0.19077539316098768,FALSE,NA,NA,NA,NA,NA,NA
guca1a,24.0699651560929,2.04386867935171,0.821100860235389,0.00325333215207838,0.0164696686866816,Pn_vs_rest,Pn higher,Pn,guca1a,guca1a,Photoreceptor recovery,TRUE,Pn higher,guca1a,guca1a,royalblue,0.44767575134524196,0.3356980473144965,Pn higher,FALSE,DE only,0.8720622464907434,2.1692913429959877e-4,0.4273608296713294,0.16583368075434018,FALSE,NA,NA,NA,NA,NA,NA
rcvrn2,327.80690955634,-1.41867311283575,0.528313270835715,0.00388103381153663,0.0189939535648908,Pn_vs_rest,Other species higher,Pn,rcvrn2,rcvrn2,Photoreceptor recovery,TRUE,Pn lower,rcvrn2,rcvrn2,turquoise,-0.18966476099494292,0.6794958180364775,Pn lower,FALSE,DE only,0.361321890396203,0.24850727485445384,-0.6810848913610564,0.01474760610945131,FALSE,NA,NA,NA,NA,NA,NA
cnga1b,91.880106660169,-3.03886619360878,1.69242892191537,0.00511101523856636,0.023851404446643,Pn_vs_rest,Other species higher,Pn,cnga1b,cnga1b,CNG channel,TRUE,Pn lower,cnga1b,cnga1b,black,-0.24122004932744578,0.6001094067569378,Pn lower,FALSE,DE only,0.7757802268437313,0.00302020336438509,-0.46647717461415594,0.12633993983286204,FALSE,NA,NA,NA,NA,NA,NA
pde6a,68.6887571194873,1.83210588577823,0.773741970665838,0.00588754849641623,0.026630741161774,Pn_vs_rest,Pn higher,Pn,pde6a,pde6a,Phototransduction,TRUE,Pn higher,pde6a,pde6a,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,DE only,0.7866789234857575,0.0024012191833313,0.45805403325718463,0.13426420929259705,FALSE,NA,NA,NA,NA,NA,NA
rgs9b,7.68153964835598,1.93866601194235,1.0332468965705,0.016205101195103,0.0594813691198445,Pn_vs_rest,Not significant,Pn,rgs9b,rgs9b,Photoreceptor recovery,FALSE,Not significant,rgs9b,rgs9b,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.8108663534767789,0.00137420123824021,0.3258687356596289,0.3012880144355359,FALSE,NA,NA,NA,NA,NA,NA
six7,4.88613589656629,1.78968028733857,1.08057852330206,0.0300777928828175,0.0955963201217826,Pn_vs_rest,Not significant,Pn,six7,six7,Retinal regulation,FALSE,Not significant,six7,six7,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.7766467874691363,0.00296696583369793,0.34841771912419545,0.2670428769746602,FALSE,NA,NA,NA,NA,NA,NA
six6a,10.4056654647985,1.56756948241347,0.925386951161968,0.0368685077075172,0.11136225144304,Pn_vs_rest,Not significant,Pn,six6a,six6a,Retinal regulation,FALSE,Not significant,six6a,six6a,royalblue,0.44767575134524196,0.3356980473144965,Pn higher,FALSE,No significant integrated evidence,0.8346634676877298,7.319975982543207e-4,0.3833569016804113,0.2186564273805547,FALSE,NA,NA,NA,NA,NA,NA
gnat1,412.150530066831,1.20929286886685,0.656916840321806,0.0399779709634932,0.118547610242261,Pn_vs_rest,Not significant,Pn,gnat1,gnat1,Phototransduction,FALSE,Not significant,gnat1,gnat1,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.7232496306987828,0.00785481997453543,0.3784236958544811,0.2251418315468313,FALSE,NA,NA,NA,NA,NA,NA
crx,17.0648031336895,1.34012573509737,0.855374394182449,0.0602787363328413,0.160068755146546,Pn_vs_rest,Not significant,Pn,crx,crx,Photoreceptor regulation,FALSE,Not significant,crx,crx,pink,0.03880578831704033,0.9387523487632145,Pn higher,FALSE,No significant integrated evidence,0.8741666152692076,2.004027514146791e-4,0.27829219987604037,0.38111004957782,FALSE,NA,NA,NA,NA,NA,NA
nrl,6.12008102398229,1.34277258570155,0.953652920897106,0.0787234771665969,0.193584094504748,Pn_vs_rest,Not significant,Pn,nrl,nrl,Photoreceptor regulation,FALSE,Not significant,nrl,nrl,royalblue,0.44767575134524196,0.3356980473144965,Pn higher,FALSE,No significant integrated evidence,0.8951299311329461,8.356969773234847e-5,0.3851575271420727,0.2163176520531368,FALSE,NA,NA,NA,NA,NA,NA
rdh8a,50.7547776545052,0.826909479018711,0.609206204126534,0.13634277030932,0.285404250915442,Pn_vs_rest,Not significant,Pn,rdh8a,rdh8a,Visual cycle,FALSE,Not significant,rdh8a,rdh8a,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.7911048238065811,0.00217964196066407,0.2171069855314447,0.4978989508496756,FALSE,NA,NA,NA,NA,NA,NA
pde6c,46.0198659559165,1.10464112650097,0.947912725769707,0.145923937958887,0.299418080140265,Pn_vs_rest,Not significant,Pn,pde6c,pde6c,Phototransduction,FALSE,Not significant,pde6c,pde6c,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.6316700128101932,0.02757428254117904,0.1558754809678234,0.6285587463953142,FALSE,NA,NA,NA,NA,NA,NA
pde6ga,44.2251257177041,-1.18689573325159,1.09674306379559,0.148472718135671,0.302587877733503,Pn_vs_rest,Not significant,Pn,pde6ga,pde6ga,Phototransduction,FALSE,Not significant,pde6ga,pde6ga,turquoise,-0.18966476099494292,0.6794958180364775,Pn lower,FALSE,No significant integrated evidence,0.7864175227147054,0.00241482315585698,-0.38213526254621144,0.22025182410288555,FALSE,NA,NA,NA,NA,NA,NA
abca4b,21.5803179388603,0.962948943080262,0.884243829752647,0.185954911180931,0.353948561917157,Pn_vs_rest,Not significant,Pn,abca4b,abca4b,Visual cycle,FALSE,Not significant,abca4b,abca4b,turquoise,-0.18966476099494292,0.6794958180364775,Pn lower,FALSE,No significant integrated evidence,0.5546613325602683,0.06125076895870668,0.1399818529107445,0.6643564102024014,FALSE,NA,NA,NA,NA,NA,NA
rpe65b,43.1908612564652,-0.649994302479512,0.60802885200926,0.241192693099968,0.423492608750443,Pn_vs_rest,Not significant,Pn,rpe65b,rpe65b,Visual cycle,FALSE,Not significant,rpe65b,rpe65b,black,-0.24122004932744578,0.6001094067569378,Pn lower,FALSE,No significant integrated evidence,0.6724854270045043,0.01657371743113325,-0.07343929419112516,0.8205638398521079,FALSE,NA,NA,NA,NA,NA,NA
opn1sw2,401.773466733748,0.664765674306627,0.90376756866276,0.36710222123581,0.556412660115019,Pn_vs_rest,Not significant,Pn,opn1sw2,opn1sw2,Opsin / photopigment,FALSE,Not significant,opn1sw2,opn1sw2,pink,0.03880578831704033,0.9387523487632145,Pn higher,FALSE,No significant integrated evidence,0.931749630204717,1.0392555094901696e-5,0.10938856341988974,0.7350505119713611,FALSE,NA,NA,NA,NA,NA,NA
cnga3a,16.6158102651795,0.481394043028948,0.811021486756713,0.484269802256022,0.664165433176443,Pn_vs_rest,Not significant,Pn,cnga3a,cnga3a,CNG channel,FALSE,Not significant,cnga3a,cnga3a,black,-0.24122004932744578,0.6001094067569378,Pn lower,FALSE,No significant integrated evidence,0.6073510702179594,0.03621064630874683,-0.07980467497497062,0.8052638769344171,FALSE,NA,NA,NA,NA,NA,NA
rdh12,4.65037736506299,-0.593870174153555,1.39169517540982,0.49129149773982,0.670492130709777,Pn_vs_rest,Not significant,Pn,rdh12,rdh12,Visual cycle,FALSE,Not significant,rdh12,rdh12,magenta,-0.13931182167716974,0.7667304315713559,Pn lower,FALSE,No significant integrated evidence,0.8992384011690393,6.89224433137074e-5,-0.32690076195798895,0.2996694983383631,FALSE,NA,NA,NA,NA,NA,NA
rcvrn3,74.7437159429161,0.431884519807589,0.773072127810426,0.516753756433253,0.691189552041772,Pn_vs_rest,Not significant,Pn,rcvrn3,rcvrn3,Photoreceptor recovery,FALSE,Not significant,rcvrn3,rcvrn3,royalblue,0.44767575134524196,0.3356980473144965,Pn higher,FALSE,No significant integrated evidence,0.6618217617377714,0.01906256392763336,0.35815835408154767,0.2529794832055271,FALSE,NA,NA,NA,NA,NA,NA
abca4a,34.1993308265369,0.275439179137529,0.706997278039873,0.659205095915677,0.800815866184374,Pn_vs_rest,Not significant,Pn,abca4a,abca4a,Visual cycle,FALSE,Not significant,abca4a,abca4a,green,-0.22581276319382,0.60679411217905,Pn lower,FALSE,No significant integrated evidence,0.7208743174028153,0.00816159352513431,-0.11732621877650026,0.7165016579585266,FALSE,NA,NA,NA,NA,NA,NA
rdh5,29.1153481606706,-0.356089225132284,1.72623877932865,0.660735073431888,0.801846898813746,Pn_vs_rest,Not significant,Pn,rdh5,rdh5,Visual cycle,FALSE,Not significant,rdh5,rdh5,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.6312445536566887,0.02771112244044754,-0.20702544855358568,0.518537565887929,FALSE,NA,NA,NA,NA,NA,NA
cngb1b,11.1476521119874,0.25722307628006,0.96697704165459,0.736395114053205,0.849882962197462,Pn_vs_rest,Not significant,Pn,cngb1b,cngb1b,CNG channel,FALSE,Not significant,cngb1b,cngb1b,turquoise,-0.18966476099494292,0.6794958180364775,Pn lower,FALSE,No significant integrated evidence,0.811099241795091,0.00136633239027895,-0.09373752281717448,0.7719991193538345,FALSE,NA,NA,NA,NA,NA,NA
guca1c,435.620949827032,-0.104135336825333,0.903026579777292,0.887452903053413,0.943039793538539,Pn_vs_rest,Not significant,Pn,guca1c,guca1c,Photoreceptor recovery,FALSE,Not significant,guca1c,guca1c,yellow,-0.3013011598833346,0.5025387803860338,Pn lower,FALSE,No significant integrated evidence,0.764709649381022,0.00376631303936747,-0.05833400807516287,0.8570929960069982,FALSE,NA,NA,NA,NA,NA,NA
NR2E3,14.6707132277912,0.0640354288057524,1.02497387028242,0.93503761485518,0.969335782518075,Pn_vs_rest,Not significant,Pn,nr2e3,nr2e3,Photoreceptor regulation,FALSE,Not significant,nr2e3,NR2E3,magenta,-0.13931182167716974,0.7667304315713559,Pn lower,FALSE,No significant integrated evidence,0.8411326819374478,6.064935861507699e-4,-0.19822602240784767,0.5368487774280672,FALSE,NA,NA,NA,NA,NA,NA
rpe65a,153.345016482509,0.0474467033998801,0.93796013959827,0.949664896410881,0.975406502919665,Pn_vs_rest,Not significant,Pn,rpe65a,rpe65a,Visual cycle,FALSE,Not significant,rpe65a,rpe65a,green,-0.22581276319382,0.60679411217905,Pn lower,FALSE,No significant integrated evidence,0.6385387172261918,0.02543204818584354,-0.09419382271503156,0.7709153314130075,FALSE,NA,NA,NA,NA,NA,NA
cnga1a,246.561509333681,1.97571780784958,0.974970668355167,NA,NA,Pn_vs_rest,Not significant,Pn,cnga1a,cnga1a,CNG channel,FALSE,Not significant,cnga1a,cnga1a,pink,0.03880578831704033,0.9387523487632145,Pn higher,FALSE,No significant integrated evidence,0.7136862352056048,0.0091446655012066,0.3631752787729596,0.24590892185714855,FALSE,NA,NA,NA,NA,NA,NA
pax6b,1.97341671449506,1.57553331504161,1.30190353239875,0.0785166099052707,NA,Pn_vs_rest,Not significant,Pn,pax6b,pax6b,Retinal regulation,FALSE,Not significant,pax6b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
guca1d,3.97266472864489,-1.13675222138332,1.43362333215057,0.205813446256399,NA,Pn_vs_rest,Not significant,Pn,guca1d,guca1d,Photoreceptor recovery,FALSE,Not significant,guca1d,guca1d,pink,0.03880578831704033,0.9387523487632145,Pn higher,FALSE,No significant integrated evidence,0.783044575499461,0.00259569199862227,-0.28327031696079114,0.37228925647432953,FALSE,NA,NA,NA,NA,NA,NA
otx2b,4.14644278012234,-0.962350113366121,1.32865663949545,0.270907179922204,NA,Pn_vs_rest,Not significant,Pn,otx2b,otx2b,Photoreceptor regulation,FALSE,Not significant,otx2b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
rx1,3.88729683371985,0.787621172354127,1.01781429997458,0.31702914230722,NA,Pn_vs_rest,Not significant,Pn,rx1,rx1,Retinal regulation,FALSE,Not significant,rx1,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
pde6b,141.919563851369,-0.599266165195511,0.954680123363674,NA,NA,Pn_vs_rest,Not significant,Pn,pde6b,pde6b,Phototransduction,FALSE,Not significant,pde6b,pde6b,green,-0.22581276319382,0.60679411217905,Pn lower,FALSE,No significant integrated evidence,0.5010547987223853,0.09703559749143058,0.02571411724090497,0.936774921132524,FALSE,NA,NA,NA,NA,NA,NA
rx2,3.75072025411809,-0.385946815831587,1.28239591870449,0.648471023227486,NA,Pn_vs_rest,Not significant,Pn,rx2,rx2,Retinal regulation,FALSE,Not significant,rx2,rx2,blue,0.23158457594357873,0.6050596647243174,Pn higher,FALSE,No significant integrated evidence,0.5165674487988343,0.08551774031198775,-0.2572051492485366,0.419644799082347,FALSE,NA,NA,NA,NA,NA,NA
