Gene	Pn_2_Eye	Pn_3_Eye	Pn_4_Eye
ENSPNYG00000020644	8	15	3
ENSPNYG00000020645	0	0	0
ENSPNYG00000020646	4	1	1
ENSPNYG00000020647	6	4	7
ENSPNYG00000020648	0	1	0
ENSPNYG00000020649	7	3	9
ENSPNYG00000020650	2	0	0
ENSPNYG00000020651	2	0	4
ENSPNYG00000020652	7	3	8
ENSPNYG00000020653	0	0	0
ENSPNYG00000020654	1	2	3
ENSPNYG00000020655	0	0	0
ENSPNYG00000020656	11	6	7
ENSPNYG00000020657	0	0	0
ENSPNYG00000020658	5	3	5
ENSPNYG00000020659	99	126	214
ENSPNYG00000020660	12	16	11
ENSPNYG00000020661	0	0	0
ENSPNYG00000020662	4	3	1
ENSPNYG00000020663	0	0	0
ENSPNYG00000020664	0	0	1
ENSPNYG00000020665	0	0	0
ENSPNYG00000020666	4	9	12
ENSPNYG00000020667	2	0	2
ENSPNYG00000020668	5	7	3
ENSPNYG00000020669	1	4	0
ENSPNYG00000020670	0	0	0
ENSPNYG00000020671	0	3	1
ENSPNYG00000020672	0	0	0
ENSPNYG00000020673	0	0	0
ENSPNYG00000020674	29	12	29
ENSPNYG00000020675	2	0	0
ENSPNYG00000020676	0	0	0
ENSPNYG00000020677	0	0	0
ENSPNYG00000020678	1	0	0
ENSPNYG00000020679	0	0	0
ENSPNYG00000020680	1	0	0
ENSPNYG00000020681	1	0	3
ENSPNYG00000020682	390	838	569
ENSPNYG00000020683	0	2	2
ENSPNYG00000020684	0	1	3
ENSPNYG00000020685	0	0	1
ENSPNYG00000020686	2	3	2
ENSPNYG00000020687	494	85	146
ENSPNYG00000020688	1	1	3
ENSPNYG00000020689	0	0	0
ENSPNYG00000020690	1	0	0
ENSPNYG00000020691	0	0	0
ENSPNYG00000020692	2	5	4
ENSPNYG00000020693	16	18	11
ENSPNYG00000020694	4	1	1
ENSPNYG00000020695	0	5	1
ENSPNYG00000020696	8	2	7
ENSPNYG00000020697	7	6	7
ENSPNYG00000020698	3	6	1
ENSPNYG00000020699	0	1	0
ENSPNYG00000020700	0	0	0
ENSPNYG00000020701	0	0	0
ENSPNYG00000020702	0	0	0
ENSPNYG00000020703	0	1	0
ENSPNYG00000020704	8	12	13
ENSPNYG00000020705	3	3	6
ENSPNYG00000020706	0	0	0
ENSPNYG00000020707	0	0	3
ENSPNYG00000020708	6	5	12
ENSPNYG00000020709	16	20	24
ENSPNYG00000020710	4	9	7
ENSPNYG00000020711	0	0	0
ENSPNYG00000020712	43	41	33
ENSPNYG00000020713	4	6	3
ENSPNYG00000020714	0	0	0
ENSPNYG00000020715	0	0	0
ENSPNYG00000020716	0	0	1
ENSPNYG00000020717	0	0	0
ENSPNYG00000020718	1	1	1
ENSPNYG00000020719	0	1	2
ENSPNYG00000020720	0	0	0
ENSPNYG00000020721	0	0	0
ENSPNYG00000020722	0	0	0
ENSPNYG00000020723	0	0	0
ENSPNYG00000020724	3	0	2
ENSPNYG00000020725	5	3	5
ENSPNYG00000020726	32	26	19
ENSPNYG00000020727	9	1	3
ENSPNYG00000020728	0	0	0
ENSPNYG00000020729	15	21	21
ENSPNYG00000020730	1	0	3
ENSPNYG00000020731	6	9	11
ENSPNYG00000020732	0	0	1
ENSPNYG00000020733	3	1	1
ENSPNYG00000020734	0	0	0
ENSPNYG00000020735	21	9	14
ENSPNYG00000020736	3	1	3
ENSPNYG00000020737	0	0	0
ENSPNYG00000020738	22	9	17
ENSPNYG00000020739	0	0	0
ENSPNYG00000020740	8	2	3
ENSPNYG00000020741	4	0	1
ENSPNYG00000020742	0	0	0
ENSPNYG00000020743	0	0	0
ENSPNYG00000020744	4	7	23
ENSPNYG00000020745	1	1	3
ENSPNYG00000020746	2	1	2
ENSPNYG00000020747	0	0	0
ENSPNYG00000020748	0	0	0
ENSPNYG00000020749	6	3	2
ENSPNYG00000020750	1	2	0
ENSPNYG00000020751	4	2	7
ENSPNYG00000020752	6	3	5
ENSPNYG00000020753	13	13	14
ENSPNYG00000020754	0	0	0
ENSPNYG00000020755	17	29	25
ENSPNYG00000020756	2	1	0
ENSPNYG00000020757	0	0	0
ENSPNYG00000020758	147	195	118
ENSPNYG00000020759	0	2	0
ENSPNYG00000020760	0	0	0
ENSPNYG00000020761	0	1	1
ENSPNYG00000020762	0	0	0
ENSPNYG00000020763	33	20	36
ENSPNYG00000020764	0	0	0
ENSPNYG00000020765	1	0	0
ENSPNYG00000020766	1	0	5
ENSPNYG00000020767	2	2	7
ENSPNYG00000020768	0	0	0
ENSPNYG00000020769	0	0	0
ENSPNYG00000020770	3	1	0
ENSPNYG00000020771	2	2	3
ENSPNYG00000020772	0	0	0
ENSPNYG00000020773	1	0	0
ENSPNYG00000020774	1	1	0
ENSPNYG00000020775	3	6	9
ENSPNYG00000020776	41	14	37
ENSPNYG00000020777	6	11	3
ENSPNYG00000020778	58	46	91
ENSPNYG00000020779	1	3	3
ENSPNYG00000020780	0	0	0
ENSPNYG00000020781	1	0	2
ENSPNYG00000020782	3	6	8
ENSPNYG00000020783	4	4	3
ENSPNYG00000020784	0	0	0
ENSPNYG00000020785	0	0	0
ENSPNYG00000020786	63	20	22
ENSPNYG00000020787	2	12	4
ENSPNYG00000020788	4	2	2
ENSPNYG00000020789	0	0	0
ENSPNYG00000020790	3	0	0
ENSPNYG00000020791	0	0	0
ENSPNYG00000020792	0	0	0
ENSPNYG00000020793	15	8	15
ENSPNYG00000020794	0	0	0
ENSPNYG00000020795	0	0	0
ENSPNYG00000020796	0	0	0
ENSPNYG00000020797	2	9	1
ENSPNYG00000020798	18	15	13
ENSPNYG00000020799	0	0	0
ENSPNYG00000020800	4	11	5
ENSPNYG00000020801	60	36	26
ENSPNYG00000020802	3	2	2
ENSPNYG00000020803	0	1	2
ENSPNYG00000020804	0	0	0
ENSPNYG00000020805	0	0	1
ENSPNYG00000020806	8	0	3
ENSPNYG00000020807	1	2	3
ENSPNYG00000020808	0	0	0
ENSPNYG00000020809	3	5	0
ENSPNYG00000020810	1	3	2
ENSPNYG00000020811	3	8	10
ENSPNYG00000020812	3	0	3
ENSPNYG00000020813	26	6	9
ENSPNYG00000020814	0	0	0
ENSPNYG00000020815	0	0	0
ENSPNYG00000020816	0	0	0
ENSPNYG00000020817	1	0	0
ENSPNYG00000020818	7	0	1
ENSPNYG00000020819	0	0	0
ENSPNYG00000020820	0	0	0
ENSPNYG00000020821	14	27	20
ENSPNYG00000020822	0	1	0
ENSPNYG00000020823	0	0	0
ENSPNYG00000020824	0	0	0
ENSPNYG00000020825	0	0	4
ENSPNYG00000020826	7	0	0
ENSPNYG00000020827	3	2	5
ENSPNYG00000020828	0	0	0
ENSPNYG00000020829	3	1	0
ENSPNYG00000020830	88	28	16
ENSPNYG00000020831	0	0	0
ENSPNYG00000020832	0	0	0
ENSPNYG00000020833	2	0	0
ENSPNYG00000020834	1	4	3
ENSPNYG00000020835	0	0	0
ENSPNYG00000020836	4	0	1
ENSPNYG00000020837	0	0	0
ENSPNYG00000020838	17	7	8
ENSPNYG00000020839	0	0	0
ENSPNYG00000020840	6	5	8
ENSPNYG00000020841	2	0	4
ENSPNYG00000020842	1	0	1
ENSPNYG00000020843	0	0	1
ENSPNYG00000020844	2	0	3
ENSPNYG00000020845	0	0	0
ENSPNYG00000020846	0	0	0
ENSPNYG00000020847	7	3	1
ENSPNYG00000020848	1	0	0
ENSPNYG00000020849	0	0	0
ENSPNYG00000020850	15	4	11
ENSPNYG00000020851	0	0	0
ENSPNYG00000020852	0	0	0
ENSPNYG00000020853	2	0	0
ENSPNYG00000020854	0	0	0
ENSPNYG00000020855	0	0	0
ENSPNYG00000020856	8	7	10
ENSPNYG00000020857	0	0	0
ENSPNYG00000020858	0	43	52
ENSPNYG00000020859	0	0	0
ENSPNYG00000020860	0	0	0
ENSPNYG00000020861	1	0	0
ENSPNYG00000020862	0	0	0
ENSPNYG00000020863	0	1	0
ENSPNYG00000020864	6	8	4
ENSPNYG00000020865	0	0	0
ENSPNYG00000020866	2	2	0
ENSPNYG00000020867	4	6	10
ENSPNYG00000020868	0	0	0
ENSPNYG00000020869	0	0	0
ENSPNYG00000020870	17	4	11
ENSPNYG00000020871	2	0	1
ENSPNYG00000020872	0	0	2
ENSPNYG00000020873	1022	841	799
ENSPNYG00000020874	0	0	0
ENSPNYG00000020875	2	7	7
ENSPNYG00000020876	40	18	22
ENSPNYG00000020877	3	3	2
ENSPNYG00000020878	4	3	0
ENSPNYG00000020879	0	0	0
ENSPNYG00000020880	1	0	1
ENSPNYG00000020881	10	12	21
ENSPNYG00000020882	5	8	5
ENSPNYG00000020883	0	0	0
ENSPNYG00000020884	1	0	1
ENSPNYG00000020885	36	25	31
ENSPNYG00000020886	1	0	0
ENSPNYG00000020887	0	0	2
ENSPNYG00000020888	7	2	7
ENSPNYG00000020889	0	0	0
ENSPNYG00000020890	0	1	0
ENSPNYG00000020891	0	0	0
ENSPNYG00000020892	0	0	0
ENSPNYG00000020893	0	2	0
ENSPNYG00000020894	1	0	0
ENSPNYG00000020895	8	7	5
ENSPNYG00000020896	1	3	0
ENSPNYG00000020897	2	0	0
ENSPNYG00000020898	0	0	2
ENSPNYG00000020899	22	51	57
ENSPNYG00000020900	0	0	0
ENSPNYG00000020901	0	0	0
ENSPNYG00000020902	6611	11754	13494
ENSPNYG00000020903	1	24	19
ENSPNYG00000020904	0	0	0
ENSPNYG00000020905	0	0	0
ENSPNYG00000020906	0	0	0
ENSPNYG00000020907	1	1	1
ENSPNYG00000020908	0	0	0
ENSPNYG00000020909	1	4	10
ENSPNYG00000020910	1055	1668	1441
ENSPNYG00000020911	4	7	13
ENSPNYG00000020912	8	7	0
ENSPNYG00000020913	0	0	0
ENSPNYG00000020914	11	6	8
ENSPNYG00000020915	0	0	0
ENSPNYG00000020916	0	0	0
ENSPNYG00000020917	2	0	0
ENSPNYG00000020918	0	0	0
ENSPNYG00000020919	0	0	0
ENSPNYG00000020920	0	2	10
ENSPNYG00000020921	2	4	0
ENSPNYG00000020922	0	0	0
ENSPNYG00000020923	1	1	2
ENSPNYG00000020924	0	0	0
ENSPNYG00000020925	4	2	4
ENSPNYG00000020926	5	0	1
ENSPNYG00000020927	2	0	0
ENSPNYG00000020928	0	1	0
ENSPNYG00000020929	1	0	1
ENSPNYG00000020930	0	0	0
ENSPNYG00000020931	0	0	0
ENSPNYG00000020932	0	0	0
ENSPNYG00000020933	1	0	1
ENSPNYG00000020934	23	7	15
ENSPNYG00000020935	0	0	0
ENSPNYG00000020936	1	1	2
ENSPNYG00000020937	0	0	1
ENSPNYG00000020938	0	0	0
ENSPNYG00000020939	16	4	1
ENSPNYG00000020940	2	1	3
ENSPNYG00000020941	13	10	16
ENSPNYG00000020942	4	4	6
ENSPNYG00000020943	0	0	0
ENSPNYG00000020944	2	1	0
ENSPNYG00000020945	2	0	1
ENSPNYG00000020946	0	0	0
ENSPNYG00000020947	0	6	3
ENSPNYG00000020948	6	7	10
ENSPNYG00000020949	0	0	9
ENSPNYG00000020950	0	0	0
ENSPNYG00000020951	0	0	0
ENSPNYG00000020952	0	0	0
ENSPNYG00000020953	0	0	0
ENSPNYG00000020954	3	4	8
ENSPNYG00000020955	1	0	3
ENSPNYG00000020956	0	0	0
ENSPNYG00000020957	0	0	0
ENSPNYG00000020958	84	114	127
ENSPNYG00000020959	0	0	0
ENSPNYG00000020960	5	6	1
ENSPNYG00000020961	0	0	1
ENSPNYG00000020962	0	0	5
ENSPNYG00000020963	1	0	0
ENSPNYG00000020964	0	0	0
ENSPNYG00000020965	3	2	0
ENSPNYG00000020966	0	0	0
ENSPNYG00000020967	0	0	1
ENSPNYG00000020968	0	0	1
ENSPNYG00000020969	0	0	0
ENSPNYG00000020970	0	1	0
ENSPNYG00000020971	1	0	0
ENSPNYG00000020972	0	0	0
ENSPNYG00000020973	0	0	0
ENSPNYG00000020974	0	0	0
ENSPNYG00000020975	12	3	13
ENSPNYG00000020976	14	7	13
ENSPNYG00000020977	1	0	1
ENSPNYG00000020978	0	0	0
ENSPNYG00000020979	5	2	1
ENSPNYG00000020980	0	2	5
ENSPNYG00000020981	0	0	0
ENSPNYG00000020982	0	0	0
ENSPNYG00000020983	0	0	0
ENSPNYG00000020984	0	5	2
ENSPNYG00000020985	12	12	10
ENSPNYG00000020986	0	0	0
ENSPNYG00000020987	1	0	1
ENSPNYG00000020988	3	2	5
ENSPNYG00000020989	0	0	0
ENSPNYG00000020990	0	0	0
ENSPNYG00000020991	0	0	2
ENSPNYG00000020992	0	0	1
ENSPNYG00000020993	1	7	5
ENSPNYG00000020994	0	0	0
ENSPNYG00000020995	0	0	2
ENSPNYG00000020996	2	2	5
ENSPNYG00000020997	5	9	12
ENSPNYG00000020998	1	0	0
ENSPNYG00000020999	0	0	0
ENSPNYG00000021000	2	4	1
ENSPNYG00000021001	0	2	5
ENSPNYG00000021002	0	0	0
ENSPNYG00000021003	0	0	1
ENSPNYG00000021004	1	0	0
ENSPNYG00000021005	12	2	3
ENSPNYG00000021006	15	5	9
ENSPNYG00000021007	474	572	552
ENSPNYG00000021008	1	1	0
ENSPNYG00000021009	6	3	3
ENSPNYG00000021010	0	0	0
ENSPNYG00000021011	12	3	3
ENSPNYG00000021012	117	26	25
ENSPNYG00000021013	15	7	5
ENSPNYG00000021014	83	65	46
ENSPNYG00000021015	14	4	12
ENSPNYG00000021016	0	1	0
ENSPNYG00000021017	0	0	0
ENSPNYG00000021018	0	0	0
ENSPNYG00000021019	0	2	1
ENSPNYG00000021020	0	2	0
ENSPNYG00000021021	5	21	14
ENSPNYG00000021022	1	0	1
ENSPNYG00000021023	1	1	0
ENSPNYG00000021024	2	0	0
ENSPNYG00000021025	0	0	0
ENSPNYG00000021026	0	0	0
ENSPNYG00000021027	1169	679	700
ENSPNYG00000021028	0	0	2
ENSPNYG00000021029	6	3	5
ENSPNYG00000021030	7	1	2
ENSPNYG00000021031	0	0	0
ENSPNYG00000021032	0	0	1
ENSPNYG00000021033	391	513	462
ENSPNYG00000021034	0	0	0
ENSPNYG00000021035	0	0	0
ENSPNYG00000021036	4	8	5
ENSPNYG00000021037	0	0	0
ENSPNYG00000021038	12	11	22
ENSPNYG00000021039	0	0	0
ENSPNYG00000021040	0	2	0
ENSPNYG00000021041	14	20	25
ENSPNYG00000021042	0	0	0
ENSPNYG00000021043	45	10	14
ENSPNYG00000021044	4	7	4
ENSPNYG00000021045	2	3	2
ENSPNYG00000021046	5	0	2
ENSPNYG00000021047	0	2	0
ENSPNYG00000021048	0	0	1
ENSPNYG00000021049	0	0	0
ENSPNYG00000021050	0	0	0
ENSPNYG00000021051	18	9	20
ENSPNYG00000021052	0	0	4
ENSPNYG00000021053	1	0	1
ENSPNYG00000021054	0	1	1
ENSPNYG00000021055	8	4	2
ENSPNYG00000021056	0	1	0
ENSPNYG00000021057	3	3	2
ENSPNYG00000021058	1	0	4
ENSPNYG00000021059	0	0	0
ENSPNYG00000021060	0	0	0
ENSPNYG00000021061	0	0	0
ENSPNYG00000021062	0	0	0
ENSPNYG00000021063	7	0	0
ENSPNYG00000021064	0	0	0
ENSPNYG00000021065	0	0	0
ENSPNYG00000021066	11	7	11
ENSPNYG00000021067	0	0	0
ENSPNYG00000021068	0	3	0
ENSPNYG00000021069	345	239	296
ENSPNYG00000021070	0	0	0
ENSPNYG00000021071	4	2	2
ENSPNYG00000021072	0	0	0
ENSPNYG00000021073	0	0	1
ENSPNYG00000021074	0	3	1
ENSPNYG00000021075	0	0	0
ENSPNYG00000021076	0	0	0
ENSPNYG00000021077	0	0	0
ENSPNYG00000021078	15	2	9
ENSPNYG00000021079	1	0	2
ENSPNYG00000021080	5	2	2
ENSPNYG00000021081	2	8	8
ENSPNYG00000021082	10	9	8
ENSPNYG00000021083	19	24	42
ENSPNYG00000021084	0	0	0
ENSPNYG00000021085	0	1	0
ENSPNYG00000021086	0	0	0
ENSPNYG00000021087	0	2	0
ENSPNYG00000021088	0	5	11
ENSPNYG00000021089	0	0	0
ENSPNYG00000021090	3	14	3
ENSPNYG00000021091	0	0	0
ENSPNYG00000021092	0	0	0
ENSPNYG00000021093	0	0	1
ENSPNYG00000021094	7	0	8
ENSPNYG00000021095	179	135	266
ENSPNYG00000021096	1	2	1
ENSPNYG00000021097	3	0	4
ENSPNYG00000021098	3	1	0
ENSPNYG00000021099	0	0	0
ENSPNYG00000021100	0	0	1
ENSPNYG00000021101	0	0	0
ENSPNYG00000021102	2	1	0
ENSPNYG00000021103	0	0	0
ENSPNYG00000021104	0	0	1
ENSPNYG00000021105	0	0	0
ENSPNYG00000021106	0	0	0
ENSPNYG00000021107	6	6	7
ENSPNYG00000021108	0	0	0
ENSPNYG00000021109	0	1	0
ENSPNYG00000021110	1	0	1
ENSPNYG00000021111	0	0	0
ENSPNYG00000021112	36	27	45
ENSPNYG00000021113	7	24	14
ENSPNYG00000021114	41	36	24
ENSPNYG00000021115	0	0	3
ENSPNYG00000021116	0	0	0
ENSPNYG00000021117	7	1	7
ENSPNYG00000021118	1	3	0
ENSPNYG00000021119	5	11	6
ENSPNYG00000021120	0	0	0
ENSPNYG00000021121	2	13	6
ENSPNYG00000021122	0	0	1
ENSPNYG00000021123	0	2	0
ENSPNYG00000021124	0	0	0
ENSPNYG00000021125	1	1	1
ENSPNYG00000021126	2	0	0
ENSPNYG00000021127	4	6	5
ENSPNYG00000021128	25	40	56
ENSPNYG00000021129	0	0	0
ENSPNYG00000021130	5	0	2
ENSPNYG00000021131	0	0	0
ENSPNYG00000021132	2	4	5
ENSPNYG00000021133	1	1	0
ENSPNYG00000021134	0	0	0
ENSPNYG00000021135	0	0	0
ENSPNYG00000021136	6	1	2
ENSPNYG00000021137	5	4	6
ENSPNYG00000021138	36	10	9
ENSPNYG00000021139	0	0	0
ENSPNYG00000021140	11	6	9
ENSPNYG00000021141	0	0	0
ENSPNYG00000021142	64	135	144
ENSPNYG00000021143	0	0	0
ENSPNYG00000021144	0	1	5
ENSPNYG00000021145	2	0	0
ENSPNYG00000021146	0	0	0
ENSPNYG00000021147	3	1	0
ENSPNYG00000021148	0	0	0
ENSPNYG00000021149	0	0	0
ENSPNYG00000021150	3	1	6
ENSPNYG00000021151	1	2	2
ENSPNYG00000021152	1651	1388	1199
ENSPNYG00000021153	0	0	0
ENSPNYG00000021154	0	2	4
ENSPNYG00000021155	0	0	0
ENSPNYG00000021156	2	0	0
ENSPNYG00000021157	0	0	0
ENSPNYG00000021158	12	21	6
ENSPNYG00000021159	11	2	2
ENSPNYG00000021160	0	0	0
ENSPNYG00000021161	0	0	0
ENSPNYG00000021162	0	1	0
ENSPNYG00000021163	0	0	0
ENSPNYG00000021164	0	0	0
ENSPNYG00000021165	24	41	52
ENSPNYG00000021166	0	0	0
ENSPNYG00000021167	0	0	0
ENSPNYG00000021168	0	0	0
ENSPNYG00000021169	6	2	8
ENSPNYG00000021170	4	5	14
ENSPNYG00000021171	0	0	2
ENSPNYG00000021172	0	0	1
ENSPNYG00000021173	1	1	2
ENSPNYG00000021174	0	0	0
ENSPNYG00000021175	0	0	0
ENSPNYG00000021176	0	0	1
ENSPNYG00000021177	1	0	3
ENSPNYG00000021178	27	35	23
ENSPNYG00000021179	0	0	0
ENSPNYG00000021180	0	0	0
ENSPNYG00000021181	71	29	23
ENSPNYG00000021182	1	0	0
ENSPNYG00000021183	2	5	3
ENSPNYG00000021184	6	0	0
ENSPNYG00000021185	5	3	0
ENSPNYG00000021186	6	3	9
ENSPNYG00000021187	3	6	11
ENSPNYG00000021188	0	0	0
ENSPNYG00000021189	0	0	0
ENSPNYG00000021190	0	2	20
ENSPNYG00000021191	0	0	0
ENSPNYG00000021192	8	1	1
ENSPNYG00000021193	2	0	0
ENSPNYG00000021194	2	0	0
ENSPNYG00000021195	3	1	1
ENSPNYG00000021196	0	0	2
ENSPNYG00000021197	3	4	3
ENSPNYG00000021198	2	0	0
ENSPNYG00000021199	2	5	0
ENSPNYG00000021200	0	0	0
ENSPNYG00000021201	299	229	207
ENSPNYG00000021202	2	0	5
ENSPNYG00000021203	0	0	0
ENSPNYG00000021204	0	0	0
ENSPNYG00000021205	0	0	0
ENSPNYG00000021206	7	1	4
ENSPNYG00000021207	1	0	0
ENSPNYG00000021208	0	0	0
ENSPNYG00000021209	0	2	3
ENSPNYG00000021210	1	0	0
ENSPNYG00000021211	0	0	0
ENSPNYG00000021212	0	0	1
ENSPNYG00000021213	8	2	4
ENSPNYG00000021214	0	0	0
ENSPNYG00000021215	7	3	8
ENSPNYG00000021216	5	8	5
ENSPNYG00000021217	0	0	0
ENSPNYG00000021218	0	0	0
ENSPNYG00000021219	1	3	2
ENSPNYG00000021220	0	0	0
ENSPNYG00000021221	0	0	0
ENSPNYG00000021222	0	0	1
ENSPNYG00000021223	53	29	42
ENSPNYG00000021224	0	0	0
ENSPNYG00000021225	0	0	1
ENSPNYG00000021226	3	0	0
ENSPNYG00000021227	2	0	0
ENSPNYG00000021228	0	0	0
ENSPNYG00000021229	0	0	0
ENSPNYG00000021230	4	9	2
ENSPNYG00000021231	0	0	0
ENSPNYG00000021232	0	2	0
ENSPNYG00000021233	1	0	0
ENSPNYG00000021234	0	0	0
ENSPNYG00000021235	0	0	0
ENSPNYG00000021236	0	0	0
ENSPNYG00000021237	0	0	2
ENSPNYG00000021238	12	28	42
ENSPNYG00000021239	0	0	0
ENSPNYG00000021240	3	2	8
ENSPNYG00000021241	5	7	6
ENSPNYG00000021242	0	0	0
ENSPNYG00000021243	0	0	4
ENSPNYG00000021244	2	0	1
ENSPNYG00000021245	9	7	6
ENSPNYG00000021246	5	5	2
ENSPNYG00000021247	0	0	0
ENSPNYG00000021248	2	0	1
ENSPNYG00000021249	3	0	1
ENSPNYG00000021250	0	0	1
ENSPNYG00000021251	1	0	0
ENSPNYG00000021252	13	7	13
ENSPNYG00000021253	18	48	125
ENSPNYG00000021254	39	69	28
ENSPNYG00000021255	5	6	2
ENSPNYG00000021256	3	2	1
ENSPNYG00000021257	0	0	0
ENSPNYG00000021258	2	0	0
ENSPNYG00000021259	0	0	0
ENSPNYG00000021260	1	0	3
ENSPNYG00000021261	0	1	2
ENSPNYG00000021262	0	0	0
ENSPNYG00000021263	0	0	0
ENSPNYG00000021264	14	15	9
ENSPNYG00000021265	0	0	1
ENSPNYG00000021266	0	0	0
ENSPNYG00000021267	45	28	100
ENSPNYG00000021268	0	0	0
ENSPNYG00000021269	0	0	0
ENSPNYG00000021270	10	7	4
ENSPNYG00000021271	0	0	0
ENSPNYG00000021272	0	0	0
ENSPNYG00000021273	3	2	1
ENSPNYG00000021274	0	1	0
ENSPNYG00000021275	13	10	2
ENSPNYG00000021276	2	4	15
ENSPNYG00000021277	1	0	0
ENSPNYG00000021278	1	2	4
ENSPNYG00000021279	1	0	1
ENSPNYG00000021280	0	0	0
ENSPNYG00000021281	24	41	43
ENSPNYG00000021282	0	0	0
ENSPNYG00000021283	0	1	5
ENSPNYG00000021284	8	7	14
ENSPNYG00000021285	0	0	0
ENSPNYG00000021286	0	0	0
ENSPNYG00000021287	0	0	0
ENSPNYG00000021288	1	0	1
ENSPNYG00000021289	0	0	0
ENSPNYG00000021290	2	5	5
ENSPNYG00000021291	0	0	0
ENSPNYG00000021292	0	0	10
ENSPNYG00000021293	36	29	28
ENSPNYG00000021294	13	16	1
ENSPNYG00000021295	0	0	0
ENSPNYG00000021296	2	3	0
ENSPNYG00000021297	0	0	0
ENSPNYG00000021298	0	0	0
ENSPNYG00000021299	12	4	4
ENSPNYG00000021300	3	1	0
ENSPNYG00000021301	3	0	0
ENSPNYG00000021302	0	0	1
ENSPNYG00000021303	0	0	0
ENSPNYG00000021304	2	2	4
ENSPNYG00000021305	147	116	170
ENSPNYG00000021306	7	4	0
ENSPNYG00000021307	571	1005	982
ENSPNYG00000021308	0	0	0
ENSPNYG00000021309	0	0	0
ENSPNYG00000021310	0	0	0
ENSPNYG00000021311	1	1	0
ENSPNYG00000021312	0	0	0
ENSPNYG00000021313	0	0	0
ENSPNYG00000021314	0	3	3
ENSPNYG00000021315	0	1	1
ENSPNYG00000021316	16	10	18
ENSPNYG00000021317	0	0	0
ENSPNYG00000021318	1	5	2
ENSPNYG00000021319	3	4	8
ENSPNYG00000021320	0	0	0
ENSPNYG00000021321	2	1	2
ENSPNYG00000021322	0	0	0
ENSPNYG00000021323	4	1	1
ENSPNYG00000021324	1	2	0
ENSPNYG00000021325	0	0	0
ENSPNYG00000021326	0	0	0
ENSPNYG00000021327	1	2	0
ENSPNYG00000021328	1	0	0
ENSPNYG00000021329	0	1	3
ENSPNYG00000021330	0	0	0
ENSPNYG00000021331	1	0	0
ENSPNYG00000021332	0	1	0
ENSPNYG00000021333	0	0	0
ENSPNYG00000021334	5	0	3
ENSPNYG00000021335	2	0	0
ENSPNYG00000021336	3	0	1
ENSPNYG00000021337	5	0	2
ENSPNYG00000021338	0	0	0
ENSPNYG00000021339	3	17	6
ENSPNYG00000021340	0	0	0
ENSPNYG00000021341	3	0	0
ENSPNYG00000021342	4	2	13
ENSPNYG00000021343	0	0	0
ENSPNYG00000021344	0	0	0
ENSPNYG00000021345	22	6	30
ENSPNYG00000021346	0	0	0
ENSPNYG00000021347	0	0	0
ENSPNYG00000021348	45	44	78
ENSPNYG00000021349	16	23	9
ENSPNYG00000021350	23	16	4
ENSPNYG00000021351	0	0	0
ENSPNYG00000021352	3	6	3
ENSPNYG00000021353	1	3	5
ENSPNYG00000021354	13	6	16
ENSPNYG00000021355	0	1	1
ENSPNYG00000021356	6	0	3
ENSPNYG00000021357	2	10	2
ENSPNYG00000021358	0	0	2
ENSPNYG00000021359	157	106	81
ENSPNYG00000021360	1	1	1
ENSPNYG00000021361	0	1	0
ENSPNYG00000021362	23	22	23
ENSPNYG00000021363	122	96	78
ENSPNYG00000021364	0	0	1
ENSPNYG00000021365	0	0	0
ENSPNYG00000021366	7	6	8
ENSPNYG00000021367	2	1	14
ENSPNYG00000021368	18	17	34
ENSPNYG00000021369	0	0	1
ENSPNYG00000021370	0	0	0
ENSPNYG00000021371	0	0	0
ENSPNYG00000021372	179	314	366
ENSPNYG00000021373	0	0	0
ENSPNYG00000021374	0	0	1
ENSPNYG00000021375	0	0	0
ENSPNYG00000021376	80	51	37
ENSPNYG00000021377	0	2	0
ENSPNYG00000021378	0	0	0
ENSPNYG00000021379	0	1	2
ENSPNYG00000021380	0	1	1
ENSPNYG00000021381	5	3	4
ENSPNYG00000021382	3	0	0
ENSPNYG00000021383	0	0	0
ENSPNYG00000021384	0	2	0
ENSPNYG00000021385	0	4	8
ENSPNYG00000021386	0	0	0
ENSPNYG00000021387	2	2	3
ENSPNYG00000021388	1	1	1
ENSPNYG00000021389	2	1	1
ENSPNYG00000021390	0	2	0
ENSPNYG00000021391	0	0	0
ENSPNYG00000021392	4	0	1
ENSPNYG00000021393	0	0	0
ENSPNYG00000021394	0	0	0
ENSPNYG00000021395	0	0	0
ENSPNYG00000021396	1	0	0
ENSPNYG00000021397	6	6	7
ENSPNYG00000021398	0	0	0
ENSPNYG00000021399	1	0	1
ENSPNYG00000021400	22	2	14
ENSPNYG00000021401	10	1	1
ENSPNYG00000021402	15	13	9
ENSPNYG00000021403	0	0	0
ENSPNYG00000021404	0	1	1
ENSPNYG00000021405	3	1	3
ENSPNYG00000021406	1	1	1
ENSPNYG00000021407	1	1	1
ENSPNYG00000021408	0	0	1
ENSPNYG00000021409	0	0	0
ENSPNYG00000021410	0	2	8
ENSPNYG00000021411	0	0	0
ENSPNYG00000021412	0	0	0
ENSPNYG00000021413	3	2	3
ENSPNYG00000021414	0	0	1
ENSPNYG00000021415	680	536	746
ENSPNYG00000021416	0	1	1
ENSPNYG00000021417	2	6	8
ENSPNYG00000021418	0	0	0
