Gene	Pn_2_Eye	Pn_3_Eye	Pn_4_Eye
ENSPNYG00000002466	0	0	0
ENSPNYG00000002467	2	1	2
ENSPNYG00000002468	6	2	1
ENSPNYG00000002469	1	1	1
ENSPNYG00000002470	2	5	7
ENSPNYG00000002471	3	3	2
ENSPNYG00000002472	5	0	2
ENSPNYG00000002473	1	0	2
ENSPNYG00000002474	0	0	0
ENSPNYG00000002475	0	0	0
ENSPNYG00000002476	0	0	0
ENSPNYG00000002477	0	2	0
ENSPNYG00000002478	0	0	0
ENSPNYG00000002479	0	0	0
ENSPNYG00000002480	77	263	321
ENSPNYG00000002481	6	7	5
ENSPNYG00000002482	0	0	0
ENSPNYG00000002483	0	0	0
ENSPNYG00000002484	4	1	6
ENSPNYG00000002485	0	2	0
ENSPNYG00000002486	2	273	1
ENSPNYG00000002487	0	0	0
ENSPNYG00000002488	138	273	159
ENSPNYG00000002489	0	0	2
ENSPNYG00000002490	0	0	0
ENSPNYG00000002491	5	5	1
ENSPNYG00000002492	0	0	2
ENSPNYG00000002493	33	64	83
ENSPNYG00000002494	2	0	0
ENSPNYG00000002495	1	3	5
ENSPNYG00000002496	0	0	0
ENSPNYG00000002497	1	3	4
ENSPNYG00000002498	0	0	0
ENSPNYG00000002499	0	0	0
ENSPNYG00000002500	0	0	0
ENSPNYG00000002501	0	0	0
ENSPNYG00000002502	0	1	1
ENSPNYG00000002503	1	1	0
ENSPNYG00000002504	5	2	1
ENSPNYG00000002505	4	3	1
ENSPNYG00000002506	0	0	0
ENSPNYG00000002507	9	8	2
ENSPNYG00000002508	3	5	4
ENSPNYG00000002509	0	0	0
ENSPNYG00000002510	3	1	1
ENSPNYG00000002511	7	17	9
ENSPNYG00000002512	0	0	0
ENSPNYG00000002513	0	0	0
ENSPNYG00000002514	1	1	0
ENSPNYG00000002515	0	0	1
ENSPNYG00000002516	0	0	0
ENSPNYG00000002517	0	0	0
ENSPNYG00000002518	3	6	1
ENSPNYG00000002519	36	9	11
ENSPNYG00000002520	0	0	0
ENSPNYG00000002521	0	0	0
ENSPNYG00000002522	6	9	12
ENSPNYG00000002523	23	10	16
ENSPNYG00000002524	0	0	0
ENSPNYG00000002525	0	0	0
ENSPNYG00000002526	0	0	0
ENSPNYG00000002527	0	0	0
ENSPNYG00000002528	1	14	8
ENSPNYG00000002529	36	17	27
ENSPNYG00000002530	0	1	2
ENSPNYG00000002531	0	0	0
ENSPNYG00000002532	0	0	0
ENSPNYG00000002533	2	1	2
ENSPNYG00000002534	2	1	5
ENSPNYG00000002535	664	477	698
ENSPNYG00000002536	0	0	0
ENSPNYG00000002537	0	0	0
ENSPNYG00000002538	5	6	16
ENSPNYG00000002539	1	0	3
ENSPNYG00000002540	3	2	2
ENSPNYG00000002541	0	0	0
ENSPNYG00000002542	1	0	0
ENSPNYG00000002543	3353	2545	2598
ENSPNYG00000002544	0	0	0
ENSPNYG00000002545	1	6	3
ENSPNYG00000002546	0	0	0
ENSPNYG00000002547	0	0	0
ENSPNYG00000002548	0	0	0
ENSPNYG00000002549	90	120	132
ENSPNYG00000002550	4	2	0
ENSPNYG00000002551	0	0	0
ENSPNYG00000002552	3	1	18
ENSPNYG00000002553	3	4	1
ENSPNYG00000002554	1	2	14
ENSPNYG00000002555	1	0	0
ENSPNYG00000002556	8	1	3
ENSPNYG00000002557	19	37	50
ENSPNYG00000002558	0	0	0
ENSPNYG00000002559	1	1	0
ENSPNYG00000002560	0	0	0
ENSPNYG00000002561	0	0	0
ENSPNYG00000002562	2	8	5
ENSPNYG00000002563	0	0	0
ENSPNYG00000002564	6	1	0
ENSPNYG00000002565	1	0	0
ENSPNYG00000002566	0	2	1
ENSPNYG00000002567	5	34	21
ENSPNYG00000002568	7	3	1
ENSPNYG00000002569	0	0	0
ENSPNYG00000002570	32	32	36
ENSPNYG00000002571	0	1	0
ENSPNYG00000002572	5	7	4
ENSPNYG00000002573	0	0	0
ENSPNYG00000002574	0	0	0
ENSPNYG00000002575	360	336	339
ENSPNYG00000002576	27	43	40
ENSPNYG00000002577	0	1	0
ENSPNYG00000002578	0	0	0
ENSPNYG00000002579	0	0	0
ENSPNYG00000002580	0	0	1
ENSPNYG00000002581	0	1	0
ENSPNYG00000002582	4	0	6
ENSPNYG00000002583	0	0	0
ENSPNYG00000002584	5	3	1
ENSPNYG00000002585	5	1	2
ENSPNYG00000002586	5	9	6
ENSPNYG00000002587	431	343	506
ENSPNYG00000002588	4	7	11
ENSPNYG00000002589	2	3	1
ENSPNYG00000002590	0	0	0
ENSPNYG00000002591	1	0	6
ENSPNYG00000002592	0	0	0
ENSPNYG00000002593	0	0	0
ENSPNYG00000002594	15	4	28
ENSPNYG00000002595	0	0	0
ENSPNYG00000002596	30	9	9
ENSPNYG00000002597	0	0	0
ENSPNYG00000002598	9	2	16
ENSPNYG00000002599	0	0	0
ENSPNYG00000002600	11	3	1
ENSPNYG00000002601	0	0	0
ENSPNYG00000002602	0	0	0
ENSPNYG00000002603	0	0	0
ENSPNYG00000002604	1	0	0
ENSPNYG00000002605	2	3	3
ENSPNYG00000002606	2	4	2
ENSPNYG00000002607	14	8	20
ENSPNYG00000002608	1	1	0
ENSPNYG00000002609	56	32	36
ENSPNYG00000002610	0	1	0
ENSPNYG00000002611	4	1	4
ENSPNYG00000002612	3	0	1
ENSPNYG00000002613	0	0	0
ENSPNYG00000002614	0	2	0
ENSPNYG00000002615	1	0	0
ENSPNYG00000002616	0	0	0
ENSPNYG00000002617	0	0	1
ENSPNYG00000002618	0	0	0
ENSPNYG00000002619	24	14	34
ENSPNYG00000002620	6	6	3
ENSPNYG00000002621	5	0	0
ENSPNYG00000002622	0	0	0
ENSPNYG00000002623	5	1	12
ENSPNYG00000002624	1	2	0
ENSPNYG00000002625	0	5	3
ENSPNYG00000002626	0	0	1
ENSPNYG00000002627	0	2	0
ENSPNYG00000002628	0	0	0
ENSPNYG00000002629	2	0	4
ENSPNYG00000002630	0	0	0
ENSPNYG00000002631	6	34	31
ENSPNYG00000002632	0	1	0
ENSPNYG00000002633	5	4	5
ENSPNYG00000002634	6	10	9
ENSPNYG00000002635	92	152	149
ENSPNYG00000002636	10	2	2
ENSPNYG00000002637	11	8	7
ENSPNYG00000002638	5	4	2
ENSPNYG00000002639	4	17	16
ENSPNYG00000002640	3	1	7
ENSPNYG00000002641	0	0	0
ENSPNYG00000002642	0	0	0
ENSPNYG00000002643	1	1	0
ENSPNYG00000002644	1	0	0
ENSPNYG00000002645	0	0	2
ENSPNYG00000002646	1	2	4
ENSPNYG00000002647	0	0	0
ENSPNYG00000002648	0	0	0
ENSPNYG00000002649	26	7	6
ENSPNYG00000002650	2	1	0
ENSPNYG00000002651	66	28	51
ENSPNYG00000002652	0	0	0
ENSPNYG00000002653	1	16	1
ENSPNYG00000002654	1	2	1
ENSPNYG00000002655	0	0	0
ENSPNYG00000002656	0	0	0
ENSPNYG00000002657	0	0	0
ENSPNYG00000002658	0	1	0
ENSPNYG00000002659	5	8	10
ENSPNYG00000002660	16	7	8
ENSPNYG00000002661	242	112	159
ENSPNYG00000002662	1	2	0
ENSPNYG00000002663	14	6	13
ENSPNYG00000002664	3	9	17
ENSPNYG00000002665	0	2	0
ENSPNYG00000002666	0	1	0
ENSPNYG00000002667	0	0	0
ENSPNYG00000002668	3	3	2
ENSPNYG00000002669	4	0	3
ENSPNYG00000002670	0	1	0
ENSPNYG00000002671	0	0	0
ENSPNYG00000002672	0	0	1
ENSPNYG00000002673	0	0	0
ENSPNYG00000002674	6	2	14
ENSPNYG00000002675	17	10	30
ENSPNYG00000002676	2	0	0
ENSPNYG00000002677	0	0	0
ENSPNYG00000002678	2	2	1
ENSPNYG00000002679	9	4	0
ENSPNYG00000002680	23	8	12
ENSPNYG00000002681	0	0	0
ENSPNYG00000002682	1	0	2
ENSPNYG00000002683	0	0	1
ENSPNYG00000002684	0	0	0
ENSPNYG00000002685	2	2	0
ENSPNYG00000002686	10	1	29
ENSPNYG00000002687	824	1028	1464
ENSPNYG00000002688	7	5	10
ENSPNYG00000002689	2	1	0
ENSPNYG00000002690	1	3	3
ENSPNYG00000002691	0	5	1
ENSPNYG00000002692	61	44	63
ENSPNYG00000002693	0	0	0
ENSPNYG00000002694	0	0	0
ENSPNYG00000002695	4	2	5
ENSPNYG00000002696	0	0	0
ENSPNYG00000002697	8	14	9
ENSPNYG00000002698	1	5	13
ENSPNYG00000002699	7	6	7
ENSPNYG00000002700	0	0	0
ENSPNYG00000002701	0	0	1
ENSPNYG00000002702	14	4	3
ENSPNYG00000002703	0	0	0
ENSPNYG00000002704	13	6	11
ENSPNYG00000002705	13	5	11
ENSPNYG00000002706	0	6	2
ENSPNYG00000002707	0	0	3
ENSPNYG00000002708	8	0	3
ENSPNYG00000002709	0	0	0
ENSPNYG00000002710	1	11	14
ENSPNYG00000002711	34	63	29
ENSPNYG00000002712	0	0	0
ENSPNYG00000002713	1	0	0
ENSPNYG00000002714	0	0	0
ENSPNYG00000002715	0	0	0
ENSPNYG00000002716	1	1	4
ENSPNYG00000002717	0	3	0
ENSPNYG00000002718	54	12	23
ENSPNYG00000002719	0	0	0
ENSPNYG00000002720	94	56	57
ENSPNYG00000002721	4	5	9
ENSPNYG00000002722	0	0	1
ENSPNYG00000002723	4	11	3
ENSPNYG00000002724	0	0	0
ENSPNYG00000002725	0	0	0
ENSPNYG00000002726	4	2	1
ENSPNYG00000002727	5	1	0
ENSPNYG00000002728	1	2	7
ENSPNYG00000002729	0	0	0
ENSPNYG00000002730	33	19	16
ENSPNYG00000002731	1	1	0
ENSPNYG00000002732	7523	7517	10342
ENSPNYG00000002733	0	0	0
ENSPNYG00000002734	0	1	0
ENSPNYG00000002735	235	162	202
ENSPNYG00000002736	0	0	0
ENSPNYG00000002737	0	0	0
ENSPNYG00000002738	7	8	6
ENSPNYG00000002739	5	6	4
ENSPNYG00000002740	5	3	10
ENSPNYG00000002741	3	0	4
ENSPNYG00000002742	0	3	3
ENSPNYG00000002743	1	0	0
ENSPNYG00000002744	0	0	0
ENSPNYG00000002745	2	0	3
ENSPNYG00000002746	0	0	0
ENSPNYG00000002747	113	58	82
ENSPNYG00000002748	0	0	0
ENSPNYG00000002749	45	19	24
ENSPNYG00000002750	0	0	0
ENSPNYG00000002751	712	1298	1059
ENSPNYG00000002752	0	0	0
ENSPNYG00000002753	0	1	0
ENSPNYG00000002754	0	0	0
ENSPNYG00000002755	9	8	5
ENSPNYG00000002756	230	262	270
ENSPNYG00000002757	6	1	2
ENSPNYG00000002758	1	0	3
ENSPNYG00000002759	3	17	10
ENSPNYG00000002760	0	0	0
ENSPNYG00000002761	1	0	4
ENSPNYG00000002762	0	0	2
ENSPNYG00000002763	0	0	2
ENSPNYG00000002764	2	0	0
ENSPNYG00000002765	13	16	20
ENSPNYG00000002766	0	0	0
ENSPNYG00000002767	0	0	2
ENSPNYG00000002768	0	0	0
ENSPNYG00000002769	0	0	0
ENSPNYG00000002770	0	1	1
ENSPNYG00000002771	32	20	19
ENSPNYG00000002772	190	79	104
ENSPNYG00000002773	1	0	3
ENSPNYG00000002774	15	8	3
ENSPNYG00000002775	3	8	3
ENSPNYG00000002776	53	26	17
ENSPNYG00000002777	137	78	51
ENSPNYG00000002778	3	3	0
ENSPNYG00000002779	1	0	2
ENSPNYG00000002780	0	3	0
ENSPNYG00000002781	2	0	1
ENSPNYG00000002782	2	0	1
ENSPNYG00000002783	2	5	5
ENSPNYG00000002784	5	1	3
ENSPNYG00000002785	0	0	0
ENSPNYG00000002786	0	0	0
ENSPNYG00000002787	3	4	2
ENSPNYG00000002788	1	0	1
ENSPNYG00000002789	0	0	5
ENSPNYG00000002790	0	1	1
ENSPNYG00000002791	0	0	0
ENSPNYG00000002792	3	1	2
ENSPNYG00000002793	0	0	0
ENSPNYG00000002794	0	3	0
ENSPNYG00000002795	0	0	0
ENSPNYG00000002796	5	11	8
ENSPNYG00000002797	2	3	1
ENSPNYG00000002798	2	4	4
ENSPNYG00000002799	232	362	211
ENSPNYG00000002800	0	0	1
ENSPNYG00000002801	4	2	1
ENSPNYG00000002802	6	1	1
ENSPNYG00000002803	5	13	16
ENSPNYG00000002804	6	2	0
ENSPNYG00000002805	0	0	0
ENSPNYG00000002806	0	2	1
ENSPNYG00000002807	2	4	1
ENSPNYG00000002808	3074	4192	4777
ENSPNYG00000002809	6	2	8
ENSPNYG00000002810	1	0	0
ENSPNYG00000002811	0	0	0
ENSPNYG00000002812	0	0	0
ENSPNYG00000002813	0	0	0
ENSPNYG00000002814	0	0	0
ENSPNYG00000002815	0	0	0
ENSPNYG00000002816	1	0	1
ENSPNYG00000002817	0	1	1
ENSPNYG00000002818	0	1	5
ENSPNYG00000002819	10	5	6
ENSPNYG00000002820	2	1	3
ENSPNYG00000002821	0	0	0
ENSPNYG00000002822	0	0	0
ENSPNYG00000002823	0	0	0
ENSPNYG00000002824	0	0	0
ENSPNYG00000002825	2	1	1
ENSPNYG00000002826	0	0	0
ENSPNYG00000002827	0	0	4
ENSPNYG00000002828	0	1	0
ENSPNYG00000002829	0	0	0
ENSPNYG00000002830	0	0	0
ENSPNYG00000002831	11	7	6
ENSPNYG00000002832	0	0	3
ENSPNYG00000002833	22	25	45
ENSPNYG00000002834	0	0	0
ENSPNYG00000002835	3	2	1
ENSPNYG00000002836	0	0	0
ENSPNYG00000002837	433	399	354
ENSPNYG00000002838	15	5	5
ENSPNYG00000002839	2	6	4
ENSPNYG00000002840	1	0	0
ENSPNYG00000002841	3	4	2
ENSPNYG00000002842	5	0	0
ENSPNYG00000002843	3	0	0
ENSPNYG00000002844	0	0	4
ENSPNYG00000002845	0	0	0
ENSPNYG00000002846	0	0	0
ENSPNYG00000002847	24	9	20
ENSPNYG00000002848	0	0	0
ENSPNYG00000002849	13	9	8
ENSPNYG00000002850	0	5	1
ENSPNYG00000002851	0	0	0
ENSPNYG00000002852	0	0	0
ENSPNYG00000002853	1	3	5
ENSPNYG00000002854	1	0	1
ENSPNYG00000002855	0	1	4
ENSPNYG00000002856	1	10	4
ENSPNYG00000002857	1	0	0
ENSPNYG00000002858	2	0	5
ENSPNYG00000002859	0	2	2
ENSPNYG00000002860	0	0	0
ENSPNYG00000002861	0	0	0
ENSPNYG00000002862	0	2	0
ENSPNYG00000002863	1	7	2
ENSPNYG00000002864	1	1	2
ENSPNYG00000002865	1	1	4
ENSPNYG00000002866	0	0	0
ENSPNYG00000002867	0	0	0
ENSPNYG00000002868	0	1	6
ENSPNYG00000002869	1	0	1
ENSPNYG00000002870	0	0	0
ENSPNYG00000002871	0	0	0
ENSPNYG00000002872	0	0	0
ENSPNYG00000002873	6	0	4
ENSPNYG00000002874	0	0	0
ENSPNYG00000002875	3	2	1
ENSPNYG00000002876	311	143	166
ENSPNYG00000002877	2	1	0
ENSPNYG00000002878	3	1	2
ENSPNYG00000002879	5	1	0
ENSPNYG00000002880	10	5	8
ENSPNYG00000002881	5	15	11
ENSPNYG00000002882	0	1	0
ENSPNYG00000002883	4	3	4
ENSPNYG00000002884	0	0	0
ENSPNYG00000002885	0	2	3
ENSPNYG00000002886	0	1	1
ENSPNYG00000002887	0	0	0
ENSPNYG00000002888	6	3	2
ENSPNYG00000002889	6	0	1
ENSPNYG00000002890	0	0	0
ENSPNYG00000002891	0	0	1
ENSPNYG00000002892	0	6	12
ENSPNYG00000002893	7	5	3
ENSPNYG00000002894	5	3	1
ENSPNYG00000002895	5	1	3
ENSPNYG00000002896	2	4	7
ENSPNYG00000002897	0	0	1
ENSPNYG00000002898	14	24	37
ENSPNYG00000002899	0	0	0
ENSPNYG00000002900	5	2	6
ENSPNYG00000002901	0	0	0
ENSPNYG00000002902	3	0	1
ENSPNYG00000002903	6	8	15
ENSPNYG00000002904	1	1	2
ENSPNYG00000002905	0	1	4
ENSPNYG00000002906	51	14	39
ENSPNYG00000002907	0	0	0
ENSPNYG00000002908	33	36	54
ENSPNYG00000002909	48	40	58
ENSPNYG00000002910	0	0	0
ENSPNYG00000002911	0	0	0
ENSPNYG00000002912	4	4	3
ENSPNYG00000002913	1935	1059	1065
ENSPNYG00000002914	1	0	1
ENSPNYG00000002915	2	4	3
ENSPNYG00000002916	0	0	0
ENSPNYG00000002917	10	7	7
ENSPNYG00000002918	0	0	1
ENSPNYG00000002919	0	0	0
ENSPNYG00000002920	0	0	1
ENSPNYG00000002921	10	17	24
ENSPNYG00000002922	4	1	0
ENSPNYG00000002923	0	0	0
ENSPNYG00000002924	0	0	0
ENSPNYG00000002925	253	212	190
ENSPNYG00000002926	1	0	0
ENSPNYG00000002927	0	0	0
ENSPNYG00000002928	2	2	2
ENSPNYG00000002929	2	0	0
ENSPNYG00000002930	0	0	0
ENSPNYG00000002931	1	4	1
ENSPNYG00000002932	0	0	0
ENSPNYG00000002933	1	0	3
ENSPNYG00000002934	0	0	0
ENSPNYG00000002935	94	87	48
ENSPNYG00000002936	2	1	0
ENSPNYG00000002937	0	1	0
ENSPNYG00000002938	0	0	0
ENSPNYG00000002939	0	0	0
ENSPNYG00000002940	0	0	0
ENSPNYG00000002941	20	17	17
ENSPNYG00000002942	0	0	2
ENSPNYG00000002943	9	6	5
ENSPNYG00000002944	5	0	8
ENSPNYG00000002945	0	0	0
ENSPNYG00000002946	3	8	10
ENSPNYG00000002947	1	1	1
ENSPNYG00000002948	10	5	8
ENSPNYG00000002949	13	12	9
ENSPNYG00000002950	5	0	3
ENSPNYG00000002951	0	0	1
ENSPNYG00000002952	0	0	3
ENSPNYG00000002953	41	30	38
ENSPNYG00000002954	0	0	0
ENSPNYG00000002955	0	0	0
ENSPNYG00000002956	0	0	0
ENSPNYG00000002957	2	0	7
ENSPNYG00000002958	0	0	0
ENSPNYG00000002959	99	58	89
ENSPNYG00000002960	1	0	0
ENSPNYG00000002961	3	1	2
ENSPNYG00000002962	3	1	2
ENSPNYG00000002963	248	270	199
ENSPNYG00000002964	0	0	0
ENSPNYG00000002965	9	9	13
ENSPNYG00000002966	2	6	6
ENSPNYG00000002967	0	0	0
ENSPNYG00000002968	0	0	0
ENSPNYG00000002969	5	2	12
ENSPNYG00000002970	0	0	0
ENSPNYG00000002971	1	4	1
ENSPNYG00000002972	5	4	4
ENSPNYG00000002973	69	86	135
ENSPNYG00000002974	4	5	2
ENSPNYG00000002975	0	0	0
ENSPNYG00000002976	1	0	3
ENSPNYG00000002977	0	0	0
ENSPNYG00000002978	6	4	1
ENSPNYG00000002979	0	0	0
ENSPNYG00000002980	1	0	0
ENSPNYG00000002981	6	5	15
ENSPNYG00000002982	7	3	11
ENSPNYG00000002983	1	1	0
ENSPNYG00000002984	5	10	5
ENSPNYG00000002985	2	7	5
ENSPNYG00000002986	1	0	2
ENSPNYG00000002987	0	0	0
ENSPNYG00000002988	84	72	64
ENSPNYG00000002989	578	387	387
ENSPNYG00000002990	2	0	1
ENSPNYG00000002991	0	4	0
ENSPNYG00000002992	0	0	0
ENSPNYG00000002993	0	0	0
ENSPNYG00000002994	3	5	9
ENSPNYG00000002995	5	0	3
ENSPNYG00000002996	1	0	1
ENSPNYG00000002997	0	1	1
ENSPNYG00000002998	0	1	0
ENSPNYG00000002999	0	0	1
ENSPNYG00000003000	49	46	33
ENSPNYG00000003001	3	1	0
ENSPNYG00000003002	0	0	0
ENSPNYG00000003003	12	4	4
ENSPNYG00000003004	0	0	0
ENSPNYG00000003005	0	0	0
ENSPNYG00000003006	0	3	1
ENSPNYG00000003007	0	0	0
ENSPNYG00000003008	1	2	0
ENSPNYG00000003009	5	2	1
ENSPNYG00000003010	0	0	0
ENSPNYG00000003011	0	1	0
ENSPNYG00000003012	1	4	0
ENSPNYG00000003013	2	7	6
ENSPNYG00000003014	0	3	0
ENSPNYG00000003015	0	5	3
ENSPNYG00000003016	3	7	14
ENSPNYG00000003017	2	1	0
ENSPNYG00000003018	0	1	0
ENSPNYG00000003019	1	0	3
ENSPNYG00000003020	0	3	2
ENSPNYG00000003021	2	1	1
ENSPNYG00000003022	1	1	3
ENSPNYG00000003023	0	0	0
ENSPNYG00000003024	0	0	0
ENSPNYG00000003025	13	16	23
ENSPNYG00000003026	0	1	0
ENSPNYG00000003027	0	1	3
ENSPNYG00000003028	320	4	10
ENSPNYG00000003029	0	0	0
ENSPNYG00000003030	2	3	0
ENSPNYG00000003031	5	0	3
ENSPNYG00000003032	0	0	0
ENSPNYG00000003033	0	0	0
ENSPNYG00000003034	55	74	55
ENSPNYG00000003035	0	0	0
ENSPNYG00000003036	0	0	0
ENSPNYG00000003037	0	0	0
ENSPNYG00000003038	1	0	0
ENSPNYG00000003039	0	0	0
ENSPNYG00000003040	0	1	0
ENSPNYG00000003041	1	4	4
ENSPNYG00000003042	0	1	0
ENSPNYG00000003043	0	0	0
ENSPNYG00000003044	1	0	0
ENSPNYG00000003045	1	0	0
ENSPNYG00000003046	5	0	1
ENSPNYG00000003047	0	0	3
ENSPNYG00000003048	0	0	0
ENSPNYG00000003049	0	0	0
ENSPNYG00000003050	0	0	0
ENSPNYG00000003051	1	2	1
ENSPNYG00000003052	0	0	1
ENSPNYG00000003053	0	0	0
ENSPNYG00000003054	9	20	12
ENSPNYG00000003055	1	2	2
ENSPNYG00000003056	0	0	1
ENSPNYG00000003057	0	0	0
ENSPNYG00000003058	4	1	0
ENSPNYG00000003059	0	0	0
ENSPNYG00000003060	0	2	3
ENSPNYG00000003061	2	0	0
ENSPNYG00000003062	3	0	3
ENSPNYG00000003063	3	0	2
ENSPNYG00000003064	130	112	382
ENSPNYG00000003065	1	5	1
ENSPNYG00000003066	0	0	0
ENSPNYG00000003067	0	0	0
ENSPNYG00000003068	2	5	5
ENSPNYG00000003069	1	0	0
ENSPNYG00000003070	0	0	0
ENSPNYG00000003071	1	0	5
ENSPNYG00000003072	1	1	1
ENSPNYG00000003073	0	1	3
ENSPNYG00000003074	0	0	0
ENSPNYG00000003075	0	0	0
ENSPNYG00000003076	10	5	13
ENSPNYG00000003077	0	0	0
ENSPNYG00000003078	1	1	0
ENSPNYG00000003079	0	0	0
ENSPNYG00000003080	3	2	4
ENSPNYG00000003081	1	0	0
ENSPNYG00000003082	0	0	0
ENSPNYG00000003083	0	0	0
ENSPNYG00000003084	1	1	0
ENSPNYG00000003085	1	1	1
ENSPNYG00000003086	0	0	0
ENSPNYG00000003087	0	0	0
ENSPNYG00000003088	0	0	0
ENSPNYG00000003089	0	0	2
ENSPNYG00000003090	0	0	0
ENSPNYG00000003091	0	4	8
ENSPNYG00000003092	0	0	0
ENSPNYG00000003093	0	0	0
ENSPNYG00000003094	0	0	0
ENSPNYG00000003095	0	0	0
ENSPNYG00000003096	0	0	2
ENSPNYG00000003097	16	11	14
ENSPNYG00000003098	0	0	2
ENSPNYG00000003099	0	0	0
ENSPNYG00000003100	0	0	0
ENSPNYG00000003101	0	0	0
ENSPNYG00000003102	3	1	4
ENSPNYG00000003103	0	0	3
ENSPNYG00000003104	0	0	0
ENSPNYG00000003105	3	1	2
ENSPNYG00000003106	6	2	0
ENSPNYG00000003107	0	0	0
ENSPNYG00000003108	54	20	29
ENSPNYG00000003109	8	6	7
ENSPNYG00000003110	17	14	17
ENSPNYG00000003111	1	1	2
ENSPNYG00000003112	0	0	1
ENSPNYG00000003113	24280	49121	55498
ENSPNYG00000003114	0	0	0
ENSPNYG00000003115	0	0	0
ENSPNYG00000003116	0	0	0
ENSPNYG00000003117	5	4	8
ENSPNYG00000003118	0	0	0
ENSPNYG00000003119	0	0	0
ENSPNYG00000003120	0	0	1
ENSPNYG00000003121	0	0	0
ENSPNYG00000003122	3	4	0
ENSPNYG00000003123	0	0	0
ENSPNYG00000003124	2	0	0
ENSPNYG00000003125	0	0	0
ENSPNYG00000003126	0	0	0
ENSPNYG00000003127	7	2	5
ENSPNYG00000003128	0	0	0
ENSPNYG00000003129	0	0	0
ENSPNYG00000003130	0	2	0
ENSPNYG00000003131	15	3	9
ENSPNYG00000003132	0	0	0
ENSPNYG00000003133	80	68	54
ENSPNYG00000003134	0	2	3
ENSPNYG00000003135	3	1	5
ENSPNYG00000003136	8	3	3
ENSPNYG00000003137	41	81	95
ENSPNYG00000003138	0	7	3
ENSPNYG00000003139	0	0	0
ENSPNYG00000003140	0	0	0
ENSPNYG00000003141	1	0	1
ENSPNYG00000003142	13	19	17
ENSPNYG00000003143	11	1	2
ENSPNYG00000003144	0	0	0
ENSPNYG00000003145	2	13	12
ENSPNYG00000003146	0	0	0
ENSPNYG00000003147	4	0	0
ENSPNYG00000003148	0	0	0
ENSPNYG00000003149	1925	1229	2078
ENSPNYG00000003150	0	0	0
ENSPNYG00000003151	0	3	4
ENSPNYG00000003152	4	0	0
ENSPNYG00000003153	4	1	0
ENSPNYG00000003154	3	3	7
ENSPNYG00000003155	12	7	6
ENSPNYG00000003156	0	0	0
ENSPNYG00000003157	7	8	6
ENSPNYG00000003158	0	0	0
ENSPNYG00000003159	0	2	0
ENSPNYG00000003160	0	0	0
ENSPNYG00000003161	0	1	0
ENSPNYG00000003162	0	0	0
ENSPNYG00000003163	29	14	12
ENSPNYG00000003164	0	0	0
ENSPNYG00000003165	1	1	0
ENSPNYG00000003166	0	0	2
ENSPNYG00000003167	0	0	2
ENSPNYG00000003168	5	4	1
ENSPNYG00000003169	0	1	2
ENSPNYG00000003170	0	1	2
ENSPNYG00000003171	98	59	63
ENSPNYG00000003172	0	1	3
ENSPNYG00000003173	3	0	1
ENSPNYG00000003174	0	0	0
ENSPNYG00000003175	0	0	0
ENSPNYG00000003176	53	81	94
ENSPNYG00000003177	1	0	0
ENSPNYG00000003178	0	0	0
ENSPNYG00000003179	0	0	5
ENSPNYG00000003180	942	1842	1241
ENSPNYG00000003181	0	2	0
ENSPNYG00000003182	3	4	0
ENSPNYG00000003183	1	0	0
ENSPNYG00000003184	0	0	1
ENSPNYG00000003185	3	0	0
ENSPNYG00000003186	11	12	17
ENSPNYG00000003187	9	4	2
ENSPNYG00000003188	0	0	1
ENSPNYG00000003189	1	2	7
ENSPNYG00000003190	0	0	0
ENSPNYG00000003191	2	5	3
ENSPNYG00000003192	0	2	3
ENSPNYG00000003193	2	2	5
ENSPNYG00000003194	0	0	1
ENSPNYG00000003195	11	3	4
ENSPNYG00000003196	0	0	0
ENSPNYG00000003197	0	0	3
ENSPNYG00000003198	15	9	15
ENSPNYG00000003199	1	0	1
ENSPNYG00000003200	2	2	0
ENSPNYG00000003201	0	2	1
ENSPNYG00000003202	0	0	1
ENSPNYG00000003203	0	3	0
ENSPNYG00000003204	9	16	10
ENSPNYG00000003205	8	8	14
ENSPNYG00000003206	0	0	0
ENSPNYG00000003207	45	19	47
ENSPNYG00000003208	57	58	41
ENSPNYG00000003209	0	1	5
ENSPNYG00000003210	6	1	1
ENSPNYG00000003211	0	0	0
ENSPNYG00000003212	1	1	0
ENSPNYG00000003213	0	1	0
ENSPNYG00000003214	6	0	3
ENSPNYG00000003215	0	0	0
ENSPNYG00000003216	0	0	0
ENSPNYG00000003217	0	0	0
ENSPNYG00000003218	1	0	0
ENSPNYG00000003219	595	384	468
ENSPNYG00000003220	0	0	0
ENSPNYG00000003221	0	0	0
ENSPNYG00000003222	3	0	0
ENSPNYG00000003223	0	0	0
ENSPNYG00000003224	0	0	0
ENSPNYG00000003225	0	0	0
ENSPNYG00000003226	6	1	7
ENSPNYG00000003227	1	0	4
ENSPNYG00000003228	0	0	0
ENSPNYG00000003229	3	0	1
ENSPNYG00000003230	1	0	9
ENSPNYG00000003231	332	319	431
ENSPNYG00000003232	6	4	12
ENSPNYG00000003233	0	1	1
ENSPNYG00000003234	0	0	0
ENSPNYG00000003235	0	0	3
ENSPNYG00000003236	0	0	2
ENSPNYG00000003237	0	0	0
ENSPNYG00000003238	0	0	0
ENSPNYG00000003239	7	1	13
