Gene	Ab_5_Eye	Ab_6_Eye
ENSHBUG00000000864	6	18
ENSHBUG00000000865	68	75
ENSHBUG00000000866	2	41
ENSHBUG00000000867	0	0
ENSHBUG00000000868	15	17
ENSHBUG00000000869	0	0
ENSHBUG00000000870	0	0
ENSHBUG00000000871	5	13
ENSHBUG00000000872	7	34
ENSHBUG00000000873	0	0
ENSHBUG00000000874	0	0
ENSHBUG00000000875	119	120
ENSHBUG00000000876	4	29
ENSHBUG00000000877	0	0
ENSHBUG00000000878	0	0
ENSHBUG00000000879	0	0
ENSHBUG00000000880	0	0
ENSHBUG00000000881	0	0
ENSHBUG00000000882	85	97
ENSHBUG00000000883	3	9
ENSHBUG00000000884	1	5
ENSHBUG00000000885	2	22
ENSHBUG00000000886	2	31
ENSHBUG00000000887	3	50
ENSHBUG00000000888	0	0
ENSHBUG00000000889	6	27
ENSHBUG00000000890	0	0
ENSHBUG00000000891	1	17
ENSHBUG00000000892	1	30
ENSHBUG00000000893	1	41
ENSHBUG00000000894	0	0
ENSHBUG00000000895	1	37
ENSHBUG00000000896	1	12
ENSHBUG00000000897	0	0
ENSHBUG00000000898	1	27
ENSHBUG00000000899	1	47
ENSHBUG00000000900	1	9
ENSHBUG00000000901	0	0
ENSHBUG00000000902	0	0
ENSHBUG00000000903	0	0
ENSHBUG00000000904	2	5
ENSHBUG00000000905	0	0
ENSHBUG00000000906	2	25
ENSHBUG00000000907	141	170
ENSHBUG00000000908	9	55
ENSHBUG00000000909	1	4
ENSHBUG00000000910	0	0
ENSHBUG00000000911	2	14
ENSHBUG00000000912	9	49
ENSHBUG00000000913	4	7
ENSHBUG00000000914	0	0
ENSHBUG00000000915	2	40
ENSHBUG00000000916	0	0
ENSHBUG00000000917	0	0
ENSHBUG00000000918	137	145
ENSHBUG00000000919	0	0
ENSHBUG00000000920	372	404
ENSHBUG00000000921	0	0
ENSHBUG00000000922	1	34
ENSHBUG00000000923	0	0
ENSHBUG00000000924	0	0
ENSHBUG00000000925	1	31
ENSHBUG00000000926	0	0
ENSHBUG00000000927	0	0
ENSHBUG00000000928	0	0
ENSHBUG00000000929	0	0
ENSHBUG00000000930	10	24
ENSHBUG00000000931	9	41
ENSHBUG00000000932	16	53
ENSHBUG00000000933	0	0
ENSHBUG00000000934	4	51
ENSHBUG00000000935	0	0
ENSHBUG00000000936	0	0
ENSHBUG00000000937	1	9
ENSHBUG00000000938	4	40
ENSHBUG00000000939	7	44
ENSHBUG00000000940	0	0
ENSHBUG00000000941	0	0
ENSHBUG00000000942	1	48
ENSHBUG00000000943	0	0
ENSHBUG00000000944	0	0
ENSHBUG00000000945	0	0
ENSHBUG00000000946	0	0
ENSHBUG00000000947	1	26
ENSHBUG00000000948	7	19
ENSHBUG00000000949	0	0
ENSHBUG00000000950	0	0
ENSHBUG00000000951	2	40
ENSHBUG00000000952	0	0
ENSHBUG00000000953	0	0
ENSHBUG00000000954	2	37
ENSHBUG00000000955	22	55
ENSHBUG00000000956	13	19
ENSHBUG00000000957	5	33
ENSHBUG00000000958	0	0
ENSHBUG00000000959	3	21
ENSHBUG00000000960	0	0
ENSHBUG00000000961	0	0
ENSHBUG00000000962	0	0
ENSHBUG00000000963	10	40
ENSHBUG00000000964	329	375
ENSHBUG00000000965	0	0
ENSHBUG00000000966	0	0
ENSHBUG00000000967	0	0
ENSHBUG00000000968	0	0
ENSHBUG00000000969	0	0
ENSHBUG00000000970	0	0
ENSHBUG00000000971	0	0
ENSHBUG00000000972	0	0
ENSHBUG00000000973	0	0
ENSHBUG00000000974	20	52
ENSHBUG00000000975	3	36
ENSHBUG00000000976	2	3
ENSHBUG00000000977	0	0
ENSHBUG00000000978	0	0
ENSHBUG00000000979	2561	2594
ENSHBUG00000000980	1	38
ENSHBUG00000000981	6	8
ENSHBUG00000000982	0	0
ENSHBUG00000000983	39	79
ENSHBUG00000000984	776	816
ENSHBUG00000000985	0	0
ENSHBUG00000000986	2	47
ENSHBUG00000000987	10	49
ENSHBUG00000000988	1	31
ENSHBUG00000000989	17	29
ENSHBUG00000000990	2	32
ENSHBUG00000000991	0	0
ENSHBUG00000000992	7	44
ENSHBUG00000000993	2	33
ENSHBUG00000000994	0	0
ENSHBUG00000000995	0	0
ENSHBUG00000000996	4	12
ENSHBUG00000000997	0	0
ENSHBUG00000000998	0	0
ENSHBUG00000000999	0	0
ENSHBUG00000001000	0	0
ENSHBUG00000001001	1	22
ENSHBUG00000001002	1	45
ENSHBUG00000001003	6	12
ENSHBUG00000001004	1	5
ENSHBUG00000001005	0	0
ENSHBUG00000001006	2	20
ENSHBUG00000001007	0	0
ENSHBUG00000001008	0	0
ENSHBUG00000001009	0	0
ENSHBUG00000001010	11	19
ENSHBUG00000001011	0	0
ENSHBUG00000001012	0	0
ENSHBUG00000001013	0	0
ENSHBUG00000001014	0	0
ENSHBUG00000001015	0	0
ENSHBUG00000001016	0	0
ENSHBUG00000001017	2	5
ENSHBUG00000001018	4	43
ENSHBUG00000001019	2	46
ENSHBUG00000001020	0	0
ENSHBUG00000001021	0	0
ENSHBUG00000001022	0	0
ENSHBUG00000001023	0	0
ENSHBUG00000001024	67	92
ENSHBUG00000001025	0	0
ENSHBUG00000001026	40	57
ENSHBUG00000001027	0	0
ENSHBUG00000001028	423	432
ENSHBUG00000001029	2	22
ENSHBUG00000001030	5	47
ENSHBUG00000001031	92	96
ENSHBUG00000001032	0	0
ENSHBUG00000001033	7	16
ENSHBUG00000001034	1124	1148
ENSHBUG00000001035	0	0
ENSHBUG00000001036	1	48
ENSHBUG00000001037	0	0
ENSHBUG00000001038	1	35
ENSHBUG00000001039	0	0
ENSHBUG00000001040	0	0
ENSHBUG00000001041	1	40
ENSHBUG00000001042	11	45
ENSHBUG00000001043	156	182
ENSHBUG00000001044	5	45
ENSHBUG00000001045	14	58
ENSHBUG00000001046	0	0
ENSHBUG00000001047	0	0
ENSHBUG00000001048	0	0
ENSHBUG00000001049	4	25
ENSHBUG00000001050	0	0
ENSHBUG00000001051	3	20
ENSHBUG00000001052	0	0
ENSHBUG00000001053	0	0
ENSHBUG00000001054	0	0
ENSHBUG00000001055	0	0
ENSHBUG00000001056	0	0
ENSHBUG00000001057	0	0
ENSHBUG00000001058	0	0
ENSHBUG00000001059	0	0
ENSHBUG00000001060	2	44
ENSHBUG00000001061	0	0
ENSHBUG00000001062	0	0
ENSHBUG00000001063	75	118
ENSHBUG00000001064	0	0
ENSHBUG00000001065	157	164
ENSHBUG00000001066	1	6
ENSHBUG00000001067	30	56
ENSHBUG00000001068	0	0
ENSHBUG00000001069	15	23
ENSHBUG00000001070	0	0
ENSHBUG00000001071	74	108
ENSHBUG00000001072	0	0
ENSHBUG00000001073	225	254
ENSHBUG00000001074	0	0
ENSHBUG00000001075	0	0
ENSHBUG00000001076	0	0
ENSHBUG00000001077	11	23
ENSHBUG00000001078	0	0
ENSHBUG00000001079	0	0
ENSHBUG00000001080	0	0
ENSHBUG00000001081	2	26
ENSHBUG00000001082	0	0
ENSHBUG00000001083	0	0
ENSHBUG00000001084	0	0
ENSHBUG00000001085	0	0
ENSHBUG00000001086	1	34
ENSHBUG00000001087	0	0
ENSHBUG00000001088	1	41
ENSHBUG00000001089	252	276
ENSHBUG00000001090	3	43
ENSHBUG00000001091	0	0
ENSHBUG00000001092	7	48
ENSHBUG00000001093	0	0
ENSHBUG00000001094	0	0
ENSHBUG00000001095	0	0
ENSHBUG00000001096	0	0
ENSHBUG00000001097	0	0
ENSHBUG00000001098	3	26
ENSHBUG00000001099	0	0
ENSHBUG00000001100	1	45
ENSHBUG00000001101	0	0
ENSHBUG00000001102	3	16
ENSHBUG00000001103	234	237
ENSHBUG00000001104	0	0
ENSHBUG00000001105	0	0
ENSHBUG00000001106	0	0
ENSHBUG00000001107	2	4
ENSHBUG00000001108	0	0
ENSHBUG00000001109	0	0
ENSHBUG00000001110	0	0
ENSHBUG00000001111	0	0
ENSHBUG00000001112	0	0
ENSHBUG00000001113	8	32
ENSHBUG00000001114	1	17
ENSHBUG00000001115	0	0
ENSHBUG00000001116	398	422
ENSHBUG00000001117	1	42
ENSHBUG00000001118	1	48
ENSHBUG00000001119	0	0
ENSHBUG00000001120	0	0
ENSHBUG00000001121	1	16
ENSHBUG00000001122	0	0
ENSHBUG00000001123	4	43
ENSHBUG00000001124	1	42
ENSHBUG00000001125	764	771
ENSHBUG00000001126	0	0
ENSHBUG00000001127	0	0
ENSHBUG00000001128	0	0
ENSHBUG00000001129	2	35
ENSHBUG00000001130	0	0
ENSHBUG00000001131	0	0
ENSHBUG00000001132	1	31
ENSHBUG00000001133	0	0
ENSHBUG00000001134	0	0
ENSHBUG00000001135	55	91
ENSHBUG00000001136	0	0
ENSHBUG00000001137	1	46
ENSHBUG00000001138	0	0
ENSHBUG00000001139	0	0
ENSHBUG00000001140	91	107
ENSHBUG00000001141	0	0
ENSHBUG00000001142	0	0
ENSHBUG00000001143	2	17
ENSHBUG00000001144	0	0
ENSHBUG00000001145	4	28
ENSHBUG00000001146	0	0
ENSHBUG00000001147	0	0
ENSHBUG00000001148	1	15
ENSHBUG00000001149	58	95
ENSHBUG00000001150	0	0
ENSHBUG00000001151	0	0
ENSHBUG00000001152	0	0
ENSHBUG00000001153	0	0
ENSHBUG00000001154	0	0
ENSHBUG00000001155	370	372
ENSHBUG00000001156	0	0
ENSHBUG00000001157	0	0
ENSHBUG00000001158	0	0
ENSHBUG00000001159	1	20
ENSHBUG00000001160	0	0
ENSHBUG00000001161	0	0
ENSHBUG00000001162	1	38
ENSHBUG00000001163	0	0
ENSHBUG00000001164	2	24
ENSHBUG00000001165	28	30
ENSHBUG00000001166	0	0
ENSHBUG00000001167	2	37
ENSHBUG00000001168	4	9
ENSHBUG00000001169	0	0
ENSHBUG00000001170	0	0
ENSHBUG00000001171	1	26
ENSHBUG00000001172	2072	2075
ENSHBUG00000001173	0	0
ENSHBUG00000001174	0	0
ENSHBUG00000001175	47	58
ENSHBUG00000001176	0	0
ENSHBUG00000001177	0	0
ENSHBUG00000001178	214	237
ENSHBUG00000001179	24	33
ENSHBUG00000001180	0	0
ENSHBUG00000001181	0	0
ENSHBUG00000001182	1	43
ENSHBUG00000001183	2	45
ENSHBUG00000001184	0	0
ENSHBUG00000001185	65	93
ENSHBUG00000001186	0	0
ENSHBUG00000001187	0	0
ENSHBUG00000001188	505	524
ENSHBUG00000001189	0	0
ENSHBUG00000001190	0	0
ENSHBUG00000001191	0	0
ENSHBUG00000001192	17	19
ENSHBUG00000001193	0	0
ENSHBUG00000001194	0	0
ENSHBUG00000001195	0	0
ENSHBUG00000001196	11	43
ENSHBUG00000001197	0	0
ENSHBUG00000001198	0	0
ENSHBUG00000001199	0	0
ENSHBUG00000001200	6	9
ENSHBUG00000001201	1	48
ENSHBUG00000001202	0	0
ENSHBUG00000001203	0	0
ENSHBUG00000001204	1	16
ENSHBUG00000001205	0	0
ENSHBUG00000001206	0	0
ENSHBUG00000001207	0	0
ENSHBUG00000001208	0	0
ENSHBUG00000001209	0	0
ENSHBUG00000001210	276	310
ENSHBUG00000001211	6	31
ENSHBUG00000001212	1	44
ENSHBUG00000001213	0	0
ENSHBUG00000001214	0	0
ENSHBUG00000001215	0	0
ENSHBUG00000001216	0	0
ENSHBUG00000001217	1	46
ENSHBUG00000001218	2	34
ENSHBUG00000001219	0	0
ENSHBUG00000001220	0	0
ENSHBUG00000001221	2	17
ENSHBUG00000001222	0	0
ENSHBUG00000001223	2	8
ENSHBUG00000001224	0	0
ENSHBUG00000001225	3	12
ENSHBUG00000001226	0	0
ENSHBUG00000001227	705	707
ENSHBUG00000001228	0	0
ENSHBUG00000001229	0	0
ENSHBUG00000001230	0	0
ENSHBUG00000001231	0	0
ENSHBUG00000001232	46	66
ENSHBUG00000001233	150	165
ENSHBUG00000001234	1	41
ENSHBUG00000001235	121	146
ENSHBUG00000001236	2	18
ENSHBUG00000001237	0	0
ENSHBUG00000001238	9	37
ENSHBUG00000001239	6	28
ENSHBUG00000001240	4	15
ENSHBUG00000001241	0	0
ENSHBUG00000001242	0	0
ENSHBUG00000001243	0	0
ENSHBUG00000001244	0	0
ENSHBUG00000001245	1	24
ENSHBUG00000001246	0	0
ENSHBUG00000001247	1	26
ENSHBUG00000001248	3	24
ENSHBUG00000001249	1	17
ENSHBUG00000001250	0	0
ENSHBUG00000001251	8	28
ENSHBUG00000001252	0	0
ENSHBUG00000001253	0	0
ENSHBUG00000001254	2	31
ENSHBUG00000001255	0	0
ENSHBUG00000001256	0	0
ENSHBUG00000001257	1	4
ENSHBUG00000001258	0	0
ENSHBUG00000001259	4	12
ENSHBUG00000001260	0	0
ENSHBUG00000001261	0	0
ENSHBUG00000001262	2	33
ENSHBUG00000001263	0	0
ENSHBUG00000001264	0	0
ENSHBUG00000001265	2	29
ENSHBUG00000001266	0	0
ENSHBUG00000001267	362	407
ENSHBUG00000001268	0	0
ENSHBUG00000001269	0	0
ENSHBUG00000001270	0	0
ENSHBUG00000001271	1	49
ENSHBUG00000001272	0	0
ENSHBUG00000001273	0	0
ENSHBUG00000001274	8	13
ENSHBUG00000001275	0	0
ENSHBUG00000001276	636	643
ENSHBUG00000001277	0	0
ENSHBUG00000001278	0	0
ENSHBUG00000001279	0	0
ENSHBUG00000001280	0	0
ENSHBUG00000001281	0	0
ENSHBUG00000001282	0	0
ENSHBUG00000001283	0	0
ENSHBUG00000001284	5	38
ENSHBUG00000001285	0	0
ENSHBUG00000001286	0	0
ENSHBUG00000001287	0	0
ENSHBUG00000001288	0	0
ENSHBUG00000001289	0	0
ENSHBUG00000001290	1	26
ENSHBUG00000001291	3	24
ENSHBUG00000001292	0	0
ENSHBUG00000001293	1	45
ENSHBUG00000001294	2	34
ENSHBUG00000001295	1	6
ENSHBUG00000001296	0	0
ENSHBUG00000001297	1	26
ENSHBUG00000001298	3	38
ENSHBUG00000001299	0	0
ENSHBUG00000001300	0	0
ENSHBUG00000001301	0	0
ENSHBUG00000001302	1	29
ENSHBUG00000001303	0	0
ENSHBUG00000001304	0	0
ENSHBUG00000001305	1	46
ENSHBUG00000001306	2	49
ENSHBUG00000001307	0	0
ENSHBUG00000001308	0	0
ENSHBUG00000001309	0	0
ENSHBUG00000001310	1	19
ENSHBUG00000001311	0	0
ENSHBUG00000001312	0	0
ENSHBUG00000001313	0	0
ENSHBUG00000001314	0	0
ENSHBUG00000001315	1	24
ENSHBUG00000001316	0	0
ENSHBUG00000001317	0	0
ENSHBUG00000001318	0	0
ENSHBUG00000001319	0	0
ENSHBUG00000001320	1	40
ENSHBUG00000001321	0	0
ENSHBUG00000001322	25	63
ENSHBUG00000001323	1	31
ENSHBUG00000001324	3	15
ENSHBUG00000001325	0	0
ENSHBUG00000001326	529	570
ENSHBUG00000001327	0	0
ENSHBUG00000001328	0	0
ENSHBUG00000001329	1	48
ENSHBUG00000001330	5	8
ENSHBUG00000001331	0	0
ENSHBUG00000001332	0	0
ENSHBUG00000001333	0	0
ENSHBUG00000001334	1	22
ENSHBUG00000001335	2	5
ENSHBUG00000001336	1	43
ENSHBUG00000001337	0	0
ENSHBUG00000001338	0	0
ENSHBUG00000001339	5	10
ENSHBUG00000001340	0	0
ENSHBUG00000001341	5	9
ENSHBUG00000001342	2	18
ENSHBUG00000001343	2	18
ENSHBUG00000001344	0	0
ENSHBUG00000001345	4	43
ENSHBUG00000001346	0	0
ENSHBUG00000001347	126	147
ENSHBUG00000001348	0	0
ENSHBUG00000001349	0	0
ENSHBUG00000001350	3	27
ENSHBUG00000001351	0	0
ENSHBUG00000001352	6	22
ENSHBUG00000001353	1212	1221
ENSHBUG00000001354	43	66
ENSHBUG00000001355	0	0
ENSHBUG00000001356	0	0
ENSHBUG00000001357	38	40
ENSHBUG00000001358	0	0
ENSHBUG00000001359	3	14
ENSHBUG00000001360	9	17
ENSHBUG00000001361	0	0
ENSHBUG00000001362	0	0
ENSHBUG00000001363	0	0
ENSHBUG00000001364	5	35
ENSHBUG00000001365	0	0
ENSHBUG00000001366	6	51
ENSHBUG00000001367	0	0
ENSHBUG00000001368	1	24
ENSHBUG00000001369	0	0
ENSHBUG00000001370	2	6
ENSHBUG00000001371	8	48
ENSHBUG00000001372	1	32
ENSHBUG00000001373	0	0
ENSHBUG00000001374	4	50
ENSHBUG00000001375	22	69
ENSHBUG00000001376	0	0
ENSHBUG00000001377	10	18
ENSHBUG00000001378	0	0
ENSHBUG00000001379	0	0
ENSHBUG00000001380	5	7
ENSHBUG00000001381	4	28
ENSHBUG00000001382	2	49
ENSHBUG00000001383	1	26
ENSHBUG00000001384	0	0
ENSHBUG00000001385	0	0
ENSHBUG00000001386	1	10
ENSHBUG00000001387	0	0
ENSHBUG00000001388	174	203
ENSHBUG00000001389	0	0
ENSHBUG00000001390	25	72
ENSHBUG00000001391	0	0
ENSHBUG00000001392	0	0
ENSHBUG00000001393	156	169
ENSHBUG00000001394	53	93
ENSHBUG00000001395	0	0
ENSHBUG00000001396	0	0
ENSHBUG00000001397	0	0
ENSHBUG00000001398	0	0
ENSHBUG00000001399	4	16
ENSHBUG00000001400	1	41
ENSHBUG00000001401	0	0
ENSHBUG00000001402	0	0
ENSHBUG00000001403	0	0
ENSHBUG00000001404	4	16
ENSHBUG00000001405	3	42
ENSHBUG00000001406	0	0
ENSHBUG00000001407	0	0
ENSHBUG00000001408	0	0
ENSHBUG00000001409	0	0
ENSHBUG00000001410	4	19
ENSHBUG00000001411	0	0
ENSHBUG00000001412	0	0
ENSHBUG00000001413	3	41
ENSHBUG00000001414	1	31
ENSHBUG00000001415	3	17
ENSHBUG00000001416	1164	1207
ENSHBUG00000001417	0	0
ENSHBUG00000001418	31	40
ENSHBUG00000001419	1	7
ENSHBUG00000001420	8	34
ENSHBUG00000001421	7	12
ENSHBUG00000001422	5	17
ENSHBUG00000001423	56	86
ENSHBUG00000001424	1	6
ENSHBUG00000001425	13	55
ENSHBUG00000001426	0	0
ENSHBUG00000001427	0	0
ENSHBUG00000001428	0	0
ENSHBUG00000001429	1	24
ENSHBUG00000001430	0	0
ENSHBUG00000001431	2	7
ENSHBUG00000001432	3	23
ENSHBUG00000001433	10	23
ENSHBUG00000001434	69	113
ENSHBUG00000001435	0	0
ENSHBUG00000001436	3	9
ENSHBUG00000001437	5	23
ENSHBUG00000001438	0	0
ENSHBUG00000001439	0	0
ENSHBUG00000001440	1	35
ENSHBUG00000001441	0	0
ENSHBUG00000001442	0	0
ENSHBUG00000001443	4	10
ENSHBUG00000001444	0	0
ENSHBUG00000001445	1	42
ENSHBUG00000001446	0	0
ENSHBUG00000001447	0	0
ENSHBUG00000001448	1	34
ENSHBUG00000001449	0	0
ENSHBUG00000001450	3	39
ENSHBUG00000001451	115	138
ENSHBUG00000001452	0	0
ENSHBUG00000001453	2	9
ENSHBUG00000001454	0	0
ENSHBUG00000001455	0	0
ENSHBUG00000001456	13	60
ENSHBUG00000001457	12	47
ENSHBUG00000001458	0	0
ENSHBUG00000001459	0	0
ENSHBUG00000001460	2	43
ENSHBUG00000001461	0	0
ENSHBUG00000001462	0	0
ENSHBUG00000001463	0	0
ENSHBUG00000001464	0	0
ENSHBUG00000001465	0	0
ENSHBUG00000001466	0	0
ENSHBUG00000001467	0	0
ENSHBUG00000001468	0	0
ENSHBUG00000001469	0	0
ENSHBUG00000001470	0	0
ENSHBUG00000001471	0	0
ENSHBUG00000001472	0	0
ENSHBUG00000001473	1	17
ENSHBUG00000001474	16	57
ENSHBUG00000001475	1	44
ENSHBUG00000001476	0	0
ENSHBUG00000001477	1	13
ENSHBUG00000001478	0	0
ENSHBUG00000001479	8	13
ENSHBUG00000001480	0	0
ENSHBUG00000001481	9	32
ENSHBUG00000001482	0	0
ENSHBUG00000001483	0	0
ENSHBUG00000001484	0	0
ENSHBUG00000001485	0	0
ENSHBUG00000001486	0	0
ENSHBUG00000001487	0	0
ENSHBUG00000001488	0	0
ENSHBUG00000001489	0	0
ENSHBUG00000001490	1	24
ENSHBUG00000001491	5	18
ENSHBUG00000001492	1	7
ENSHBUG00000001493	0	0
ENSHBUG00000001494	0	0
ENSHBUG00000001495	0	0
ENSHBUG00000001496	0	0
ENSHBUG00000001497	0	0
ENSHBUG00000001498	0	0
ENSHBUG00000001499	0	0
ENSHBUG00000001500	0	0
ENSHBUG00000001501	2	12
ENSHBUG00000001502	2	8
ENSHBUG00000001503	45	90
ENSHBUG00000001504	0	0
ENSHBUG00000001505	1	16
ENSHBUG00000001506	18	23
ENSHBUG00000001507	0	0
ENSHBUG00000001508	0	0
ENSHBUG00000001509	8	34
ENSHBUG00000001510	0	0
ENSHBUG00000001511	8	47
ENSHBUG00000001512	0	0
ENSHBUG00000001513	3	40
ENSHBUG00000001514	0	0
ENSHBUG00000001515	0	0
ENSHBUG00000001516	0	0
ENSHBUG00000001517	4	5
ENSHBUG00000001518	0	0
ENSHBUG00000001519	0	0
ENSHBUG00000001520	2	31
ENSHBUG00000001521	0	0
ENSHBUG00000001522	0	0
ENSHBUG00000001523	33	77
ENSHBUG00000001524	4	49
ENSHBUG00000001525	1	15
ENSHBUG00000001526	3	39
ENSHBUG00000001527	0	0
ENSHBUG00000001528	2	21
ENSHBUG00000001529	3	47
ENSHBUG00000001530	1	7
ENSHBUG00000001531	0	0
ENSHBUG00000001532	0	0
ENSHBUG00000001533	0	0
ENSHBUG00000001534	7	48
ENSHBUG00000001535	5	19
ENSHBUG00000001536	0	0
ENSHBUG00000001537	0	0
ENSHBUG00000001538	2	19
ENSHBUG00000001539	0	0
ENSHBUG00000001540	2	8
ENSHBUG00000001541	1	5
ENSHBUG00000001542	0	0
ENSHBUG00000001543	1	39
ENSHBUG00000001544	6	26
ENSHBUG00000001545	1	18
ENSHBUG00000001546	0	0
ENSHBUG00000001547	0	0
ENSHBUG00000001548	6	7
ENSHBUG00000001549	0	0
ENSHBUG00000001550	1	32
ENSHBUG00000001551	0	0
ENSHBUG00000001552	0	0
ENSHBUG00000001553	0	0
ENSHBUG00000001554	0	0
ENSHBUG00000001555	0	0
ENSHBUG00000001556	6	44
ENSHBUG00000001557	0	0
ENSHBUG00000001558	886	917
ENSHBUG00000001559	0	0
ENSHBUG00000001560	0	0
ENSHBUG00000001561	0	0
ENSHBUG00000001562	2	12
ENSHBUG00000001563	0	0
ENSHBUG00000001564	0	0
ENSHBUG00000001565	0	0
ENSHBUG00000001566	0	0
ENSHBUG00000001567	0	0
ENSHBUG00000001568	0	0
ENSHBUG00000001569	0	0
ENSHBUG00000001570	0	0
ENSHBUG00000001571	1	29
ENSHBUG00000001572	0	0
ENSHBUG00000001573	0	0
ENSHBUG00000001574	0	0
ENSHBUG00000001575	4	37
ENSHBUG00000001576	0	0
ENSHBUG00000001577	7	41
ENSHBUG00000001578	0	0
ENSHBUG00000001579	0	0
ENSHBUG00000001580	0	0
ENSHBUG00000001581	0	0
ENSHBUG00000001582	0	0
ENSHBUG00000001583	0	0
ENSHBUG00000001584	0	0
ENSHBUG00000001585	1	18
ENSHBUG00000001586	34	41
ENSHBUG00000001587	1	16
ENSHBUG00000001588	4	25
ENSHBUG00000001589	1	4
ENSHBUG00000001590	0	0
ENSHBUG00000001591	2	11
ENSHBUG00000001592	187	215
ENSHBUG00000001593	4	29
ENSHBUG00000001594	0	0
ENSHBUG00000001595	5	28
ENSHBUG00000001596	1	5
ENSHBUG00000001597	1	25
ENSHBUG00000001598	4847	4853
ENSHBUG00000001599	0	0
ENSHBUG00000001600	34	45
ENSHBUG00000001601	205	214
ENSHBUG00000001602	0	0
ENSHBUG00000001603	0	0
ENSHBUG00000001604	6	26
ENSHBUG00000001605	0	0
ENSHBUG00000001606	156	164
ENSHBUG00000001607	4	24
ENSHBUG00000001608	0	0
ENSHBUG00000001609	3	32
ENSHBUG00000001610	0	0
ENSHBUG00000001611	1	46
ENSHBUG00000001612	0	0
ENSHBUG00000001613	6	8
ENSHBUG00000001614	5	45
ENSHBUG00000001615	3	42
ENSHBUG00000001616	0	0
ENSHBUG00000001617	0	0
ENSHBUG00000001618	0	0
ENSHBUG00000001619	0	0
ENSHBUG00000001620	1	42
ENSHBUG00000001621	2	41
ENSHBUG00000001622	0	0
ENSHBUG00000001623	1	37
ENSHBUG00000001624	0	0
ENSHBUG00000001625	3	17
ENSHBUG00000001626	0	0
ENSHBUG00000001627	0	0
ENSHBUG00000001628	437	458
ENSHBUG00000001629	0	0
ENSHBUG00000001630	0	0
ENSHBUG00000001631	0	0
ENSHBUG00000001632	15	21
ENSHBUG00000001633	0	0
ENSHBUG00000001634	2	7
ENSHBUG00000001635	0	0
ENSHBUG00000001636	0	0
ENSHBUG00000001637	1	46
ENSHBUG00000001638	0	0
ENSHBUG00000001639	1	33
ENSHBUG00000001640	0	0
ENSHBUG00000001641	0	0
ENSHBUG00000001642	0	0
ENSHBUG00000001643	0	0
ENSHBUG00000001644	0	0
ENSHBUG00000001645	2	50
ENSHBUG00000001646	0	0
ENSHBUG00000001647	16	45
ENSHBUG00000001648	7	19
ENSHBUG00000001649	0	0
ENSHBUG00000001650	5	23
ENSHBUG00000001651	1	43
ENSHBUG00000001652	0	0
ENSHBUG00000001653	151	193
ENSHBUG00000001654	0	0
ENSHBUG00000001655	1	14
ENSHBUG00000001656	0	0
ENSHBUG00000001657	0	0
ENSHBUG00000001658	1	49
ENSHBUG00000001659	3	22
ENSHBUG00000001660	0	0
ENSHBUG00000001661	1	21
ENSHBUG00000001662	0	0
ENSHBUG00000001663	1	7
ENSHBUG00000001664	0	0
ENSHBUG00000001665	0	0
ENSHBUG00000001666	0	0
ENSHBUG00000001667	0	0
ENSHBUG00000001668	0	0
ENSHBUG00000001669	2	11
ENSHBUG00000001670	5	17
ENSHBUG00000001671	0	0
ENSHBUG00000001672	0	0
ENSHBUG00000001673	9	28
ENSHBUG00000001674	0	0
ENSHBUG00000001675	638	650
ENSHBUG00000001676	3	15
ENSHBUG00000001677	1	44
ENSHBUG00000001678	0	0
ENSHBUG00000001679	0	0
ENSHBUG00000001680	1	11
ENSHBUG00000001681	0	0
ENSHBUG00000001682	0	0
ENSHBUG00000001683	1	38
ENSHBUG00000001684	137	172
ENSHBUG00000001685	18	56
ENSHBUG00000001686	0	0
ENSHBUG00000001687	0	0
ENSHBUG00000001688	1	31
ENSHBUG00000001689	0	0
ENSHBUG00000001690	2	8
ENSHBUG00000001691	11	35
ENSHBUG00000001692	0	0
ENSHBUG00000001693	0	0
ENSHBUG00000001694	2	31
ENSHBUG00000001695	2	28
ENSHBUG00000001696	14	51
ENSHBUG00000001697	241	264
ENSHBUG00000001698	0	0
ENSHBUG00000001699	0	0
ENSHBUG00000001700	5	12
ENSHBUG00000001701	0	0
ENSHBUG00000001702	0	0
ENSHBUG00000001703	0	0
ENSHBUG00000001704	1	5
ENSHBUG00000001705	3	36
ENSHBUG00000001706	1	43
ENSHBUG00000001707	0	0
ENSHBUG00000001708	1	38
ENSHBUG00000001709	4	23
ENSHBUG00000001710	0	0
ENSHBUG00000001711	0	0
ENSHBUG00000001712	0	0
ENSHBUG00000001713	0	0
ENSHBUG00000001714	0	0
ENSHBUG00000001715	0	0
ENSHBUG00000001716	0	0
ENSHBUG00000001717	0	0
ENSHBUG00000001718	0	0
ENSHBUG00000001719	0	0
ENSHBUG00000001720	6	35
ENSHBUG00000001721	0	0
ENSHBUG00000001722	0	0
ENSHBUG00000001723	1	35
ENSHBUG00000001724	4	25
ENSHBUG00000001725	3	27
ENSHBUG00000001726	2	30
ENSHBUG00000001727	0	0
ENSHBUG00000001728	0	0
ENSHBUG00000001729	2	43
ENSHBUG00000001730	31	60
ENSHBUG00000001731	0	0
ENSHBUG00000001732	0	0
ENSHBUG00000001733	0	0
ENSHBUG00000001734	1	46
ENSHBUG00000001735	0	0
