Gene	Mz_1_Eye	Mz_2_Eye
ENSMZEG00005003576	0	0
ENSMZEG00005003577	4	0
ENSMZEG00005003578	0	4
ENSMZEG00005003579	0	0
ENSMZEG00005003580	7	12
ENSMZEG00005003581	4	3
ENSMZEG00005003582	6	46
ENSMZEG00005003583	0	2
ENSMZEG00005003584	0	0
ENSMZEG00005003585	0	0
ENSMZEG00005003586	3	0
ENSMZEG00005003587	0	4
ENSMZEG00005003588	0	0
ENSMZEG00005003589	1	0
ENSMZEG00005003590	0	0
ENSMZEG00005003591	0	0
ENSMZEG00005003592	0	6
ENSMZEG00005003593	0	0
ENSMZEG00005003594	747	421
ENSMZEG00005003595	0	0
ENSMZEG00005003596	4	6
ENSMZEG00005003597	0	0
ENSMZEG00005003598	2	5
ENSMZEG00005003599	0	1
ENSMZEG00005003600	1	5
ENSMZEG00005003601	6	3
ENSMZEG00005003602	1	0
ENSMZEG00005003603	1	6
ENSMZEG00005003604	0	0
ENSMZEG00005003605	6	4
ENSMZEG00005003606	1	1
ENSMZEG00005003607	0	5
ENSMZEG00005003608	0	0
ENSMZEG00005003609	0	0
ENSMZEG00005003610	32	29
ENSMZEG00005003611	0	0
ENSMZEG00005003612	1	0
ENSMZEG00005003613	0	0
ENSMZEG00005003614	0	0
ENSMZEG00005003615	0	0
ENSMZEG00005003616	0	0
ENSMZEG00005003617	5	47
ENSMZEG00005003618	1	0
ENSMZEG00005003619	0	0
ENSMZEG00005003620	0	0
ENSMZEG00005003621	0	0
ENSMZEG00005003622	3	0
ENSMZEG00005003623	0	0
ENSMZEG00005003624	4	4
ENSMZEG00005003625	0	0
ENSMZEG00005003626	0	0
ENSMZEG00005003627	4	12
ENSMZEG00005003628	1	0
ENSMZEG00005003629	8	15
ENSMZEG00005003630	0	0
ENSMZEG00005003631	1	4
ENSMZEG00005003632	8	10
ENSMZEG00005003633	222	25
ENSMZEG00005003634	0	0
ENSMZEG00005003635	0	0
ENSMZEG00005003636	5	3
ENSMZEG00005003637	26	1
ENSMZEG00005003638	1	12
ENSMZEG00005003639	2	3
ENSMZEG00005003640	1	1
ENSMZEG00005003641	0	0
ENSMZEG00005003642	0	0
ENSMZEG00005003643	2	0
ENSMZEG00005003644	0	0
ENSMZEG00005003645	0	0
ENSMZEG00005003646	4	3
ENSMZEG00005003647	6	5
ENSMZEG00005003648	0	0
ENSMZEG00005003649	0	0
ENSMZEG00005003650	0	0
ENSMZEG00005003651	268	169
ENSMZEG00005003652	7	8
ENSMZEG00005003653	0	0
ENSMZEG00005003654	30	17
ENSMZEG00005003655	0	0
ENSMZEG00005003656	2	8
ENSMZEG00005003657	0	0
ENSMZEG00005003658	6	3
ENSMZEG00005003659	0	0
ENSMZEG00005003660	0	0
ENSMZEG00005003661	0	0
ENSMZEG00005003662	87	1124
ENSMZEG00005003663	0	0
ENSMZEG00005003664	16	4
ENSMZEG00005003665	3	2
ENSMZEG00005003666	0	0
ENSMZEG00005003667	186	17
ENSMZEG00005003668	20	22
ENSMZEG00005003669	0	0
ENSMZEG00005003670	1	3
ENSMZEG00005003671	9	0
ENSMZEG00005003672	0	0
ENSMZEG00005003673	3	7
ENSMZEG00005003674	0	0
ENSMZEG00005003675	0	5
ENSMZEG00005003676	0	0
ENSMZEG00005003677	3	0
ENSMZEG00005003678	0	0
ENSMZEG00005003679	74	270
ENSMZEG00005003680	5	6
ENSMZEG00005003681	0	1
ENSMZEG00005003682	0	0
ENSMZEG00005003683	6	20
ENSMZEG00005003684	0	0
ENSMZEG00005003685	0	0
ENSMZEG00005003686	0	0
ENSMZEG00005003687	0	0
ENSMZEG00005003688	0	0
ENSMZEG00005003689	0	1
ENSMZEG00005003690	3	0
ENSMZEG00005003691	0	0
ENSMZEG00005003692	294	40
ENSMZEG00005003693	0	0
ENSMZEG00005003694	0	0
ENSMZEG00005003695	0	0
ENSMZEG00005003696	0	0
ENSMZEG00005003697	0	0
ENSMZEG00005003698	1	1
ENSMZEG00005003699	39	28
ENSMZEG00005003700	38	32
ENSMZEG00005003701	1	0
ENSMZEG00005003702	1	1
ENSMZEG00005003703	0	1
ENSMZEG00005003704	0	1
ENSMZEG00005003705	1	0
ENSMZEG00005003706	5	8
ENSMZEG00005003707	0	0
ENSMZEG00005003708	0	7
ENSMZEG00005003709	0	4
ENSMZEG00005003710	14	6
ENSMZEG00005003711	123	161
ENSMZEG00005003712	0	0
ENSMZEG00005003713	0	0
ENSMZEG00005003714	530	460
ENSMZEG00005003715	10	4
ENSMZEG00005003716	4	2
ENSMZEG00005003717	2	0
ENSMZEG00005003718	0	0
ENSMZEG00005003719	154	294
ENSMZEG00005003720	0	0
ENSMZEG00005003721	0	0
ENSMZEG00005003722	2	25
ENSMZEG00005003723	0	1
ENSMZEG00005003724	4	10
ENSMZEG00005003725	0	0
ENSMZEG00005003726	0	0
ENSMZEG00005003727	0	4
ENSMZEG00005003728	1	5
ENSMZEG00005003729	4	10
ENSMZEG00005003730	30	0
ENSMZEG00005003731	12	3
ENSMZEG00005003732	4	7
ENSMZEG00005003733	1	8
ENSMZEG00005003734	60	3
ENSMZEG00005003735	0	0
ENSMZEG00005003736	1	0
ENSMZEG00005003737	367	405
ENSMZEG00005003738	0	0
ENSMZEG00005003739	0	0
ENSMZEG00005003740	116	122
ENSMZEG00005003741	9	1
ENSMZEG00005003742	0	0
ENSMZEG00005003743	0	3
ENSMZEG00005003744	1	2
ENSMZEG00005003745	1	12
ENSMZEG00005003746	0	0
ENSMZEG00005003747	1	2
ENSMZEG00005003748	0	8
ENSMZEG00005003749	0	0
ENSMZEG00005003750	0	0
ENSMZEG00005003751	0	0
ENSMZEG00005003752	7592	38620
ENSMZEG00005003753	13	8
ENSMZEG00005003754	0	0
ENSMZEG00005003755	0	0
ENSMZEG00005003756	2	3
ENSMZEG00005003757	0	0
ENSMZEG00005003758	2	2
ENSMZEG00005003759	0	0
ENSMZEG00005003760	0	0
ENSMZEG00005003761	1	0
ENSMZEG00005003762	0	0
ENSMZEG00005003763	73	10
ENSMZEG00005003764	14	3
ENSMZEG00005003765	1	0
ENSMZEG00005003766	9	4
ENSMZEG00005003767	0	0
ENSMZEG00005003768	0	0
ENSMZEG00005003769	5	0
ENSMZEG00005003770	1	14
ENSMZEG00005003771	1	1
ENSMZEG00005003772	12	48
ENSMZEG00005003773	234	275
ENSMZEG00005003774	0	0
ENSMZEG00005003775	0	0
ENSMZEG00005003776	8	0
ENSMZEG00005003777	0	0
ENSMZEG00005003778	0	0
ENSMZEG00005003779	1	22
ENSMZEG00005003780	1	3
ENSMZEG00005003781	0	0
ENSMZEG00005003782	0	3
ENSMZEG00005003783	0	0
ENSMZEG00005003784	6	11
ENSMZEG00005003785	2	18
ENSMZEG00005003786	0	0
ENSMZEG00005003787	0	0
ENSMZEG00005003788	39	8
ENSMZEG00005003789	0	0
ENSMZEG00005003790	3	28
ENSMZEG00005003791	1	1
ENSMZEG00005003792	0	0
ENSMZEG00005003793	1	2
ENSMZEG00005003794	3	0
ENSMZEG00005003795	13	13
ENSMZEG00005003796	874	1421
ENSMZEG00005003797	0	0
ENSMZEG00005003798	0	3
ENSMZEG00005003799	2	1
ENSMZEG00005003800	0	0
ENSMZEG00005003801	0	0
ENSMZEG00005003802	0	0
ENSMZEG00005003803	1	17
ENSMZEG00005003804	0	0
ENSMZEG00005003805	0	7
ENSMZEG00005003806	0	1
ENSMZEG00005003807	31	5
ENSMZEG00005003808	0	0
ENSMZEG00005003809	0	0
ENSMZEG00005003810	1	1
ENSMZEG00005003811	71645	11322
ENSMZEG00005003812	1	2
ENSMZEG00005003813	0	0
ENSMZEG00005003814	0	0
ENSMZEG00005003815	12	11
ENSMZEG00005003816	2	4
ENSMZEG00005003817	0	0
ENSMZEG00005003818	0	2
ENSMZEG00005003819	4	25
ENSMZEG00005003820	4	9
ENSMZEG00005003821	0	2
ENSMZEG00005003822	0	1
ENSMZEG00005003823	0	0
ENSMZEG00005003824	0	0
ENSMZEG00005003825	0	0
ENSMZEG00005003826	4	1
ENSMZEG00005003827	0	7
ENSMZEG00005003828	7	3
ENSMZEG00005003829	0	1
ENSMZEG00005003830	0	0
ENSMZEG00005003831	3	0
ENSMZEG00005003832	0	0
ENSMZEG00005003833	0	0
ENSMZEG00005003834	0	1
ENSMZEG00005003835	4	4
ENSMZEG00005003836	0	0
ENSMZEG00005003837	0	0
ENSMZEG00005003838	0	2
ENSMZEG00005003839	3	0
ENSMZEG00005003840	0	0
ENSMZEG00005003841	1524	1495
ENSMZEG00005003842	0	0
ENSMZEG00005003843	0	1
ENSMZEG00005003844	3	49
ENSMZEG00005003845	2	3
ENSMZEG00005003846	0	0
ENSMZEG00005003847	6	1
ENSMZEG00005003848	0	0
ENSMZEG00005003849	5	1
ENSMZEG00005003850	0	0
ENSMZEG00005003851	0	0
ENSMZEG00005003852	0	0
ENSMZEG00005003853	0	0
ENSMZEG00005003854	0	0
ENSMZEG00005003855	9	2
ENSMZEG00005003856	0	0
ENSMZEG00005003857	0	2
ENSMZEG00005003858	0	0
ENSMZEG00005003859	0	0
ENSMZEG00005003860	0	0
ENSMZEG00005003861	0	0
ENSMZEG00005003862	1	1
ENSMZEG00005003863	0	0
ENSMZEG00005003864	6	1
ENSMZEG00005003865	2	0
ENSMZEG00005003866	4	0
ENSMZEG00005003867	0	0
ENSMZEG00005003868	13	3
ENSMZEG00005003869	6	0
ENSMZEG00005003870	0	0
ENSMZEG00005003871	4	1
ENSMZEG00005003872	0	0
ENSMZEG00005003873	0	0
ENSMZEG00005003874	0	0
ENSMZEG00005003875	4	1
ENSMZEG00005003876	1	0
ENSMZEG00005003877	0	1
ENSMZEG00005003878	0	0
ENSMZEG00005003879	0	0
ENSMZEG00005003880	0	1
ENSMZEG00005003881	2	0
ENSMZEG00005003882	0	0
ENSMZEG00005003883	7	14
ENSMZEG00005003884	7	3
ENSMZEG00005003885	0	0
ENSMZEG00005003886	0	0
ENSMZEG00005003887	8	2
ENSMZEG00005003888	1	0
ENSMZEG00005003889	11	8
ENSMZEG00005003890	0	0
ENSMZEG00005003891	1	5
ENSMZEG00005003892	8	2
ENSMZEG00005003893	0	0
ENSMZEG00005003894	3	0
ENSMZEG00005003895	1	0
ENSMZEG00005003896	1	0
ENSMZEG00005003897	8	1
ENSMZEG00005003898	0	0
ENSMZEG00005003899	10	0
ENSMZEG00005003900	7	1
ENSMZEG00005003901	1	1
ENSMZEG00005003902	244	32
ENSMZEG00005003903	46	2
ENSMZEG00005003904	0	0
ENSMZEG00005003905	14	10
ENSMZEG00005003906	0	0
ENSMZEG00005003907	11	0
ENSMZEG00005003908	5	5
ENSMZEG00005003909	0	2
ENSMZEG00005003910	0	0
ENSMZEG00005003911	77	1
ENSMZEG00005003912	0	0
ENSMZEG00005003913	5	37
ENSMZEG00005003914	0	0
ENSMZEG00005003915	0	0
ENSMZEG00005003916	3	2
ENSMZEG00005003917	51	4
ENSMZEG00005003918	1	0
ENSMZEG00005003919	5	11
ENSMZEG00005003920	386	643
ENSMZEG00005003921	0	0
ENSMZEG00005003922	3	1
ENSMZEG00005003923	7	1
ENSMZEG00005003924	728	3004
ENSMZEG00005003925	1	0
ENSMZEG00005003926	3	0
ENSMZEG00005003927	4	2
ENSMZEG00005003928	0	0
ENSMZEG00005003929	0	2
ENSMZEG00005003930	21	53
ENSMZEG00005003931	0	0
ENSMZEG00005003932	0	0
ENSMZEG00005003933	0	0
ENSMZEG00005003934	0	4
ENSMZEG00005003935	0	2
ENSMZEG00005003936	11	3
ENSMZEG00005003937	5	5
ENSMZEG00005003938	0	0
ENSMZEG00005003939	0	0
ENSMZEG00005003940	0	0
ENSMZEG00005003941	1	11
ENSMZEG00005003942	1	1
ENSMZEG00005003943	1	1
ENSMZEG00005003944	0	0
ENSMZEG00005003945	0	0
ENSMZEG00005003946	6	3
ENSMZEG00005003947	0	0
ENSMZEG00005003948	0	0
ENSMZEG00005003949	0	0
ENSMZEG00005003950	1	2
ENSMZEG00005003951	0	0
ENSMZEG00005003952	55	2
ENSMZEG00005003953	0	0
ENSMZEG00005003954	0	0
ENSMZEG00005003955	31	5
ENSMZEG00005003956	2	0
ENSMZEG00005003957	9	0
ENSMZEG00005003958	0	0
ENSMZEG00005003959	15	0
ENSMZEG00005003960	0	0
ENSMZEG00005003961	0	0
ENSMZEG00005003962	0	0
ENSMZEG00005003963	0	0
ENSMZEG00005003964	1	3
ENSMZEG00005003965	0	0
ENSMZEG00005003966	1	0
ENSMZEG00005003967	2	2
ENSMZEG00005003968	3	0
ENSMZEG00005003969	0	0
ENSMZEG00005003970	6	5
ENSMZEG00005003971	3	4
ENSMZEG00005003972	0	1
ENSMZEG00005003973	0	0
ENSMZEG00005003974	3	1
ENSMZEG00005003975	0	0
ENSMZEG00005003976	1	0
ENSMZEG00005003977	0	0
ENSMZEG00005003978	7	4
ENSMZEG00005003979	0	0
ENSMZEG00005003980	0	0
ENSMZEG00005003981	9	0
ENSMZEG00005003982	0	0
ENSMZEG00005003983	0	0
ENSMZEG00005003984	0	0
ENSMZEG00005003985	6	0
ENSMZEG00005003986	0	0
ENSMZEG00005003987	0	1
ENSMZEG00005003988	0	0
ENSMZEG00005003989	1	2
ENSMZEG00005003990	1	0
ENSMZEG00005003991	0	1
ENSMZEG00005003992	0	0
ENSMZEG00005003993	16	1
ENSMZEG00005003994	2	1
ENSMZEG00005003995	0	0
ENSMZEG00005003996	13	3
ENSMZEG00005003997	189	29
ENSMZEG00005003998	0	0
ENSMZEG00005003999	2	1
ENSMZEG00005004000	6	16
ENSMZEG00005004001	1	1
ENSMZEG00005004002	0	0
ENSMZEG00005004003	0	0
ENSMZEG00005004004	0	0
ENSMZEG00005004005	0	0
ENSMZEG00005004006	1	8
ENSMZEG00005004007	2	0
ENSMZEG00005004008	8	11
ENSMZEG00005004009	0	0
ENSMZEG00005004010	0	0
ENSMZEG00005004011	0	0
ENSMZEG00005004012	9	14
ENSMZEG00005004013	4	1
ENSMZEG00005004014	0	0
ENSMZEG00005004015	210	223
ENSMZEG00005004016	0	0
ENSMZEG00005004017	8	0
ENSMZEG00005004018	1	0
ENSMZEG00005004019	28	9
ENSMZEG00005004020	6	4
ENSMZEG00005004021	0	1
ENSMZEG00005004022	0	0
ENSMZEG00005004023	0	0
ENSMZEG00005004024	75	55
ENSMZEG00005004025	0	0
ENSMZEG00005004026	561	181
ENSMZEG00005004027	0	1
ENSMZEG00005004028	0	0
ENSMZEG00005004029	4	12
ENSMZEG00005004030	0	0
ENSMZEG00005004031	1	0
ENSMZEG00005004032	0	0
ENSMZEG00005004033	0	0
ENSMZEG00005004034	2	1
ENSMZEG00005004035	11	8
ENSMZEG00005004036	0	0
ENSMZEG00005004037	0	0
ENSMZEG00005004038	2	1
ENSMZEG00005004039	0	0
ENSMZEG00005004040	0	0
ENSMZEG00005004041	0	3
ENSMZEG00005004042	3	0
ENSMZEG00005004043	0	0
ENSMZEG00005004044	0	0
ENSMZEG00005004045	3	0
ENSMZEG00005004046	0	0
ENSMZEG00005004047	1	7
ENSMZEG00005004048	37	27
ENSMZEG00005004049	8	36
ENSMZEG00005004050	109	1616
ENSMZEG00005004051	21	9
ENSMZEG00005004052	0	1
ENSMZEG00005004053	0	1
ENSMZEG00005004054	7	0
ENSMZEG00005004055	0	0
ENSMZEG00005004056	8	28
ENSMZEG00005004057	40	18
ENSMZEG00005004058	0	0
ENSMZEG00005004059	0	1
ENSMZEG00005004060	0	0
ENSMZEG00005004061	0	12
ENSMZEG00005004062	3	0
ENSMZEG00005004063	1	1
ENSMZEG00005004064	0	0
ENSMZEG00005004065	1	4
ENSMZEG00005004066	2	2
ENSMZEG00005004067	6	23
ENSMZEG00005004068	0	0
ENSMZEG00005004069	0	0
ENSMZEG00005004070	52	19
ENSMZEG00005004071	3	2
ENSMZEG00005004072	0	0
ENSMZEG00005004073	3	2
ENSMZEG00005004074	0	0
ENSMZEG00005004075	4	1
ENSMZEG00005004076	88	316
ENSMZEG00005004077	0	0
ENSMZEG00005004078	0	0
ENSMZEG00005004079	6	11
ENSMZEG00005004080	0	0
ENSMZEG00005004081	2	0
ENSMZEG00005004082	0	0
ENSMZEG00005004083	7	9
ENSMZEG00005004084	5	9
ENSMZEG00005004085	0	0
ENSMZEG00005004086	13	46
ENSMZEG00005004087	18	4
ENSMZEG00005004088	1	0
ENSMZEG00005004089	0	0
ENSMZEG00005004090	0	0
ENSMZEG00005004091	4	3
ENSMZEG00005004092	951	1405
ENSMZEG00005004093	2	1
ENSMZEG00005004094	1	4
ENSMZEG00005004095	0	0
ENSMZEG00005004096	2	0
ENSMZEG00005004097	6	9
ENSMZEG00005004098	0	0
ENSMZEG00005004099	47	69
ENSMZEG00005004100	5	9
ENSMZEG00005004101	6	19
ENSMZEG00005004102	3	0
ENSMZEG00005004103	0	0
ENSMZEG00005004104	0	0
ENSMZEG00005004105	0	0
ENSMZEG00005004106	0	0
ENSMZEG00005004107	9	4
ENSMZEG00005004108	3	0
ENSMZEG00005004109	0	2
ENSMZEG00005004110	18	17
ENSMZEG00005004111	1	0
ENSMZEG00005004112	382	872
ENSMZEG00005004113	6	5
ENSMZEG00005004114	0	0
ENSMZEG00005004115	17	11
ENSMZEG00005004116	7	0
ENSMZEG00005004117	0	0
ENSMZEG00005004118	0	1
ENSMZEG00005004119	0	0
ENSMZEG00005004120	2	9
ENSMZEG00005004121	0	0
ENSMZEG00005004122	0	3
ENSMZEG00005004123	0	0
ENSMZEG00005004124	0	0
ENSMZEG00005004125	0	0
ENSMZEG00005004126	0	0
ENSMZEG00005004127	2	0
ENSMZEG00005004128	0	2
ENSMZEG00005004129	108	4
ENSMZEG00005004130	4	0
ENSMZEG00005004131	5	3
ENSMZEG00005004132	1	11
ENSMZEG00005004133	0	0
ENSMZEG00005004134	1	0
ENSMZEG00005004135	0	0
ENSMZEG00005004136	500	773
ENSMZEG00005004137	1	0
ENSMZEG00005004138	12	17
ENSMZEG00005004139	1	1
ENSMZEG00005004140	1	15
ENSMZEG00005004141	0	0
ENSMZEG00005004142	0	0
ENSMZEG00005004143	468	132
ENSMZEG00005004144	0	0
ENSMZEG00005004145	199	212
ENSMZEG00005004146	1	0
ENSMZEG00005004147	0	0
ENSMZEG00005004148	4	3
ENSMZEG00005004149	6	1
ENSMZEG00005004150	0	0
ENSMZEG00005004151	6	15
ENSMZEG00005004152	2	3
ENSMZEG00005004153	0	0
ENSMZEG00005004154	1	2
ENSMZEG00005004155	0	1
ENSMZEG00005004156	0	0
ENSMZEG00005004157	0	0
ENSMZEG00005004158	0	0
ENSMZEG00005004159	86	142
ENSMZEG00005004160	0	6
ENSMZEG00005004161	2	0
ENSMZEG00005004162	9	6
ENSMZEG00005004163	10	3
ENSMZEG00005004164	2	6
ENSMZEG00005004165	7	14
ENSMZEG00005004166	0	1
ENSMZEG00005004167	373	478
ENSMZEG00005004168	0	0
ENSMZEG00005004169	0	1
ENSMZEG00005004170	0	0
ENSMZEG00005004171	0	0
ENSMZEG00005004172	0	0
ENSMZEG00005004173	2	2
ENSMZEG00005004174	0	0
ENSMZEG00005004175	0	0
ENSMZEG00005004176	0	0
ENSMZEG00005004177	2	1
ENSMZEG00005004178	0	0
ENSMZEG00005004179	3	0
ENSMZEG00005004180	1273	836
ENSMZEG00005004181	0	0
ENSMZEG00005004182	3	0
ENSMZEG00005004183	0	2
ENSMZEG00005004184	8	1
ENSMZEG00005004185	0	0
ENSMZEG00005004186	0	12
ENSMZEG00005004187	1	1
ENSMZEG00005004188	0	1
ENSMZEG00005004189	533	162
ENSMZEG00005004190	0	0
ENSMZEG00005004191	0	6
ENSMZEG00005004192	0	0
ENSMZEG00005004193	0	0
ENSMZEG00005004194	2	3
ENSMZEG00005004195	0	0
ENSMZEG00005004196	3	0
ENSMZEG00005004197	1	2
ENSMZEG00005004198	5	6
ENSMZEG00005004199	0	0
ENSMZEG00005004200	0	0
ENSMZEG00005004201	6	5
ENSMZEG00005004202	3	1
ENSMZEG00005004203	0	0
ENSMZEG00005004204	0	0
ENSMZEG00005004205	1	2
ENSMZEG00005004206	2	0
ENSMZEG00005004207	7	6
ENSMZEG00005004208	2	0
ENSMZEG00005004209	11	1
ENSMZEG00005004210	0	0
ENSMZEG00005004211	0	4
ENSMZEG00005004212	0	0
ENSMZEG00005004213	0	0
ENSMZEG00005004214	1	2
ENSMZEG00005004215	0	0
ENSMZEG00005004216	0	5
ENSMZEG00005004217	0	1
ENSMZEG00005004218	1	5
ENSMZEG00005004219	0	4
ENSMZEG00005004220	1	0
ENSMZEG00005004221	0	0
ENSMZEG00005004222	0	0
ENSMZEG00005004223	3	14
ENSMZEG00005004224	7	10
ENSMZEG00005004225	0	0
ENSMZEG00005004226	3	1
ENSMZEG00005004227	7	6
ENSMZEG00005004228	0	0
ENSMZEG00005004229	2	2
ENSMZEG00005004230	5	2
ENSMZEG00005004231	3	3
ENSMZEG00005004232	233	407
ENSMZEG00005004233	0	0
ENSMZEG00005004234	0	0
ENSMZEG00005004235	0	0
ENSMZEG00005004236	1	4
ENSMZEG00005004237	0	0
ENSMZEG00005004238	1	2
ENSMZEG00005004239	692	92
ENSMZEG00005004240	11	7
ENSMZEG00005004241	0	5
ENSMZEG00005004242	0	0
ENSMZEG00005004243	0	0
ENSMZEG00005004244	0	0
ENSMZEG00005004245	0	0
ENSMZEG00005004246	4	3
ENSMZEG00005004247	0	0
ENSMZEG00005004248	69	48
ENSMZEG00005004249	0	0
ENSMZEG00005004250	0	0
ENSMZEG00005004251	0	1
ENSMZEG00005004252	1	2
ENSMZEG00005004253	0	0
ENSMZEG00005004254	0	2
ENSMZEG00005004255	0	0
ENSMZEG00005004256	1	2
ENSMZEG00005004257	1	0
ENSMZEG00005004258	60	66
ENSMZEG00005004259	0	0
ENSMZEG00005004260	0	0
ENSMZEG00005004261	3	0
ENSMZEG00005004262	0	0
ENSMZEG00005004263	2499	3652
ENSMZEG00005004264	48	245
ENSMZEG00005004265	0	0
ENSMZEG00005004266	0	0
ENSMZEG00005004267	8	8
ENSMZEG00005004268	0	0
ENSMZEG00005004269	0	0
ENSMZEG00005004270	2	0
ENSMZEG00005004271	0	1
ENSMZEG00005004272	2	1
ENSMZEG00005004273	1	8
ENSMZEG00005004274	33	17
ENSMZEG00005004275	306	309
ENSMZEG00005004276	2	0
ENSMZEG00005004277	0	0
ENSMZEG00005004278	1	4
ENSMZEG00005004279	716	421
ENSMZEG00005004280	0	0
ENSMZEG00005004281	3	13
ENSMZEG00005004282	0	0
ENSMZEG00005004283	0	0
ENSMZEG00005004284	0	0
ENSMZEG00005004285	0	0
ENSMZEG00005004286	0	0
ENSMZEG00005004287	0	0
ENSMZEG00005004288	0	0
ENSMZEG00005004289	2	15
ENSMZEG00005004290	1393	495
ENSMZEG00005004291	0	0
ENSMZEG00005004292	2	8
ENSMZEG00005004293	5	14
ENSMZEG00005004294	1	1
ENSMZEG00005004295	0	0
ENSMZEG00005004296	5	25
ENSMZEG00005004297	0	0
ENSMZEG00005004298	1934	3704
ENSMZEG00005004299	0	0
ENSMZEG00005004300	13	12
ENSMZEG00005004301	0	0
ENSMZEG00005004302	5	3
ENSMZEG00005004303	2	5
ENSMZEG00005004304	0	1
ENSMZEG00005004305	9	3
ENSMZEG00005004306	4	4
ENSMZEG00005004307	4	1
ENSMZEG00005004308	3	0
ENSMZEG00005004309	0	0
ENSMZEG00005004310	0	0
ENSMZEG00005004311	0	0
ENSMZEG00005004312	17	16
ENSMZEG00005004313	216	291
ENSMZEG00005004314	19	3
ENSMZEG00005004315	5	3
ENSMZEG00005004316	515	91
ENSMZEG00005004317	0	1
ENSMZEG00005004318	0	0
ENSMZEG00005004319	0	1
ENSMZEG00005004320	0	0
ENSMZEG00005004321	0	0
ENSMZEG00005004322	0	0
ENSMZEG00005004323	0	0
ENSMZEG00005004324	0	0
ENSMZEG00005004325	0	0
ENSMZEG00005004326	0	1
ENSMZEG00005004327	0	0
ENSMZEG00005004328	13	24
ENSMZEG00005004329	1	4
ENSMZEG00005004330	5	1
ENSMZEG00005004331	0	0
ENSMZEG00005004332	3	0
ENSMZEG00005004333	0	0
ENSMZEG00005004334	23	17
ENSMZEG00005004335	2	0
ENSMZEG00005004336	1	5
ENSMZEG00005004337	1	1
ENSMZEG00005004338	0	0
ENSMZEG00005004339	0	0
ENSMZEG00005004340	0	0
ENSMZEG00005004341	32	13
ENSMZEG00005004342	0	0
ENSMZEG00005004343	0	0
ENSMZEG00005004344	4	2
ENSMZEG00005004345	0	3
ENSMZEG00005004346	6	15
ENSMZEG00005004347	18	53
ENSMZEG00005004348	1	0
ENSMZEG00005004349	0	1
ENSMZEG00005004350	0	0
ENSMZEG00005004351	1	1
ENSMZEG00005004352	2	0
ENSMZEG00005004353	50	125
ENSMZEG00005004354	0	0
ENSMZEG00005004355	0	0
ENSMZEG00005004356	0	0
ENSMZEG00005004357	0	0
ENSMZEG00005004358	1	1
ENSMZEG00005004359	35	7
ENSMZEG00005004360	0	2
ENSMZEG00005004361	2	3
ENSMZEG00005004362	0	0
ENSMZEG00005004363	0	0
ENSMZEG00005004364	9	2
ENSMZEG00005004365	0	0
ENSMZEG00005004366	0	0
ENSMZEG00005004367	3	2
ENSMZEG00005004368	0	0
ENSMZEG00005004369	20	6
ENSMZEG00005004370	0	0
ENSMZEG00005004371	2	3
ENSMZEG00005004372	1169	2187
ENSMZEG00005004373	0	0
ENSMZEG00005004374	0	0
ENSMZEG00005004375	0	0
ENSMZEG00005004376	0	0
ENSMZEG00005004377	0	0
ENSMZEG00005004378	0	0
ENSMZEG00005004379	0	1
ENSMZEG00005004380	1700	712
ENSMZEG00005004381	0	0
ENSMZEG00005004382	2	9
ENSMZEG00005004383	0	0
ENSMZEG00005004384	13	0
ENSMZEG00005004385	0	0
ENSMZEG00005004386	10	13
ENSMZEG00005004387	0	0
ENSMZEG00005004388	1	3
ENSMZEG00005004389	0	0
ENSMZEG00005004390	0	0
ENSMZEG00005004391	24	18
ENSMZEG00005004392	0	0
ENSMZEG00005004393	0	0
ENSMZEG00005004394	0	0
ENSMZEG00005004395	3	0
ENSMZEG00005004396	17	22
ENSMZEG00005004397	14	0
ENSMZEG00005004398	2	0
ENSMZEG00005004399	6	5
ENSMZEG00005004400	0	1
ENSMZEG00005004401	3	0
ENSMZEG00005004402	13	7
ENSMZEG00005004403	0	0
ENSMZEG00005004404	2	6
ENSMZEG00005004405	8	5
ENSMZEG00005004406	2	4
ENSMZEG00005004407	1	2
ENSMZEG00005004408	0	0
ENSMZEG00005004409	0	0
ENSMZEG00005004410	0	1
ENSMZEG00005004411	0	0
ENSMZEG00005004412	14	6
ENSMZEG00005004413	3	0
ENSMZEG00005004414	0	0
ENSMZEG00005004415	3	0
ENSMZEG00005004416	7	4
ENSMZEG00005004417	0	0
ENSMZEG00005004418	0	0
ENSMZEG00005004419	1	0
ENSMZEG00005004420	176	108
ENSMZEG00005004421	0	11
ENSMZEG00005004422	400	924
ENSMZEG00005004423	2	7
ENSMZEG00005004424	0	0
ENSMZEG00005004425	2	5
ENSMZEG00005004426	4	0
ENSMZEG00005004427	6	6
ENSMZEG00005004428	0	6
ENSMZEG00005004429	4	8
ENSMZEG00005004430	1	0
ENSMZEG00005004431	1	3
ENSMZEG00005004432	6	17
ENSMZEG00005004433	0	0
ENSMZEG00005004434	4	4
ENSMZEG00005004435	0	4
ENSMZEG00005004436	0	0
ENSMZEG00005004437	0	0
ENSMZEG00005004438	285	278
ENSMZEG00005004439	0	0
ENSMZEG00005004440	17	1
ENSMZEG00005004441	0	0
ENSMZEG00005004442	1	2
ENSMZEG00005004443	0	0
ENSMZEG00005004444	116	143
ENSMZEG00005004445	20271	4311
ENSMZEG00005004446	11	10
ENSMZEG00005004447	12	9
