Gene	Mz_1_Eye	Mz_2_Eye
ENSMZEG00005025904	0	0
ENSMZEG00005025905	0	0
ENSMZEG00005025906	1	0
ENSMZEG00005025907	0	0
ENSMZEG00005025908	0	1
ENSMZEG00005025909	3	5
ENSMZEG00005025910	0	0
ENSMZEG00005025911	0	0
ENSMZEG00005025912	0	0
ENSMZEG00005025913	79	52
ENSMZEG00005025914	2	0
ENSMZEG00005025915	0	0
ENSMZEG00005025916	0	0
ENSMZEG00005025917	0	0
ENSMZEG00005025918	0	0
ENSMZEG00005025919	5	1
ENSMZEG00005025920	0	0
ENSMZEG00005025921	0	0
ENSMZEG00005025922	3	2
ENSMZEG00005025923	0	0
ENSMZEG00005025924	95	351
ENSMZEG00005025925	7	6
ENSMZEG00005025926	0	0
ENSMZEG00005025927	0	23
ENSMZEG00005025928	0	0
ENSMZEG00005025929	0	0
ENSMZEG00005025930	0	0
ENSMZEG00005025931	6	2
ENSMZEG00005025932	0	0
ENSMZEG00005025933	0	1
ENSMZEG00005025934	0	0
ENSMZEG00005025935	0	0
ENSMZEG00005025936	0	0
ENSMZEG00005025937	0	0
ENSMZEG00005025938	0	0
ENSMZEG00005025939	1	0
ENSMZEG00005025940	0	0
ENSMZEG00005025941	5	1
ENSMZEG00005025942	0	0
ENSMZEG00005025943	0	3
ENSMZEG00005025944	2	0
ENSMZEG00005025945	5	7
ENSMZEG00005025946	0	3
ENSMZEG00005025947	1	0
ENSMZEG00005025948	0	0
ENSMZEG00005025949	0	0
ENSMZEG00005025950	0	0
ENSMZEG00005025951	0	0
ENSMZEG00005025952	0	0
ENSMZEG00005025953	0	0
ENSMZEG00005025954	0	0
ENSMZEG00005025955	1	0
ENSMZEG00005025956	1	0
ENSMZEG00005025957	0	0
ENSMZEG00005025958	0	0
ENSMZEG00005025959	0	15
ENSMZEG00005025960	4	0
ENSMZEG00005025961	9	0
ENSMZEG00005025962	11	1
ENSMZEG00005025963	67	146
ENSMZEG00005025964	0	0
ENSMZEG00005025965	88	166
ENSMZEG00005025966	0	0
ENSMZEG00005025967	0	0
ENSMZEG00005025968	0	0
ENSMZEG00005025969	0	0
ENSMZEG00005025970	0	0
ENSMZEG00005025971	0	0
ENSMZEG00005025972	0	0
ENSMZEG00005025973	0	0
ENSMZEG00005025974	5	4
ENSMZEG00005025975	0	0
ENSMZEG00005025976	0	2
ENSMZEG00005025977	4	3
ENSMZEG00005025978	0	0
ENSMZEG00005025979	0	0
ENSMZEG00005025980	0	0
ENSMZEG00005025981	32	19
ENSMZEG00005025982	0	0
ENSMZEG00005025983	0	0
ENSMZEG00005025984	0	3
ENSMZEG00005025985	6	1
ENSMZEG00005025986	138	374
ENSMZEG00005025987	0	0
ENSMZEG00005025988	4	27
ENSMZEG00005025989	0	0
ENSMZEG00005025990	457	139
ENSMZEG00005025991	0	0
ENSMZEG00005025992	2	8
ENSMZEG00005025993	0	0
ENSMZEG00005025994	1	15
ENSMZEG00005025995	0	0
ENSMZEG00005025996	0	0
ENSMZEG00005025997	0	0
ENSMZEG00005025998	0	0
ENSMZEG00005025999	0	0
ENSMZEG00005026000	0	1
ENSMZEG00005026001	0	0
ENSMZEG00005026002	4	2
ENSMZEG00005026003	0	0
ENSMZEG00005026004	9	5
ENSMZEG00005026005	7	6
ENSMZEG00005026006	1	1
ENSMZEG00005026007	27	8
ENSMZEG00005026008	0	0
ENSMZEG00005026009	0	0
ENSMZEG00005026010	2	2
ENSMZEG00005026011	0	0
ENSMZEG00005026012	0	0
ENSMZEG00005026013	55	22
ENSMZEG00005026014	0	2
ENSMZEG00005026015	0	0
ENSMZEG00005026016	11	23
ENSMZEG00005026017	0	0
ENSMZEG00005026018	1116	337
ENSMZEG00005026019	0	0
ENSMZEG00005026020	1	9
ENSMZEG00005026021	0	0
ENSMZEG00005026022	0	0
ENSMZEG00005026023	0	0
ENSMZEG00005026024	2	0
ENSMZEG00005026025	0	0
ENSMZEG00005026026	0	0
ENSMZEG00005026027	2	3
ENSMZEG00005026028	0	0
ENSMZEG00005026029	6	5
ENSMZEG00005026030	3	5
ENSMZEG00005026031	1	18
ENSMZEG00005026032	3	0
ENSMZEG00005026033	0	0
ENSMZEG00005026034	0	0
ENSMZEG00005026035	0	0
ENSMZEG00005026036	2	0
ENSMZEG00005026037	0	0
ENSMZEG00005026038	0	0
ENSMZEG00005026039	0	0
ENSMZEG00005026040	0	0
ENSMZEG00005026041	0	0
ENSMZEG00005026042	0	0
ENSMZEG00005026043	1	0
ENSMZEG00005026044	1	0
ENSMZEG00005026045	0	0
ENSMZEG00005026046	0	0
ENSMZEG00005026047	0	0
ENSMZEG00005026048	0	0
ENSMZEG00005026049	6	7
ENSMZEG00005026050	0	0
ENSMZEG00005026051	0	0
ENSMZEG00005026052	0	0
ENSMZEG00005026053	0	0
ENSMZEG00005026054	0	0
ENSMZEG00005026055	0	0
ENSMZEG00005026056	0	0
ENSMZEG00005026057	19	27
ENSMZEG00005026058	26	36
ENSMZEG00005026059	0	0
ENSMZEG00005026060	294	71
ENSMZEG00005026061	1	0
ENSMZEG00005026062	0	2
ENSMZEG00005026063	0	0
ENSMZEG00005026064	0	0
ENSMZEG00005026065	0	1
ENSMZEG00005026066	0	0
ENSMZEG00005026067	7	0
ENSMZEG00005026068	0	0
ENSMZEG00005026069	0	0
ENSMZEG00005026070	0	0
ENSMZEG00005026071	2	1
ENSMZEG00005026072	3	1
ENSMZEG00005026073	0	0
ENSMZEG00005026074	0	0
ENSMZEG00005026075	1	0
ENSMZEG00005026076	0	0
ENSMZEG00005026077	0	0
ENSMZEG00005026078	0	1
ENSMZEG00005026079	0	0
ENSMZEG00005026080	0	0
ENSMZEG00005026081	2	0
ENSMZEG00005026082	0	0
ENSMZEG00005026083	14	3
ENSMZEG00005026084	0	0
ENSMZEG00005026085	0	0
ENSMZEG00005026086	6	11
ENSMZEG00005026087	0	0
ENSMZEG00005026088	0	0
ENSMZEG00005026089	0	1
ENSMZEG00005026090	0	0
ENSMZEG00005026091	3	6
ENSMZEG00005026092	0	2
ENSMZEG00005026093	0	0
ENSMZEG00005026094	0	0
ENSMZEG00005026095	1	0
ENSMZEG00005026096	1	1
ENSMZEG00005026097	0	1
ENSMZEG00005026098	6	5
ENSMZEG00005026099	0	0
ENSMZEG00005026100	0	1
ENSMZEG00005026101	6	4
ENSMZEG00005026102	0	0
ENSMZEG00005026103	0	1
ENSMZEG00005026104	0	0
ENSMZEG00005026105	6	7
ENSMZEG00005026106	0	0
ENSMZEG00005026107	0	0
ENSMZEG00005026108	16	5
ENSMZEG00005026109	956	82
ENSMZEG00005026110	0	0
ENSMZEG00005026111	9	65
ENSMZEG00005026112	337	58
ENSMZEG00005026113	1	1
ENSMZEG00005026114	15	41
ENSMZEG00005026115	0	0
ENSMZEG00005026116	0	4
ENSMZEG00005026117	22	805
ENSMZEG00005026118	0	0
ENSMZEG00005026119	0	0
ENSMZEG00005026120	2	240
ENSMZEG00005026121	0	0
ENSMZEG00005026122	5	0
ENSMZEG00005026123	0	0
ENSMZEG00005026124	0	0
ENSMZEG00005026125	0	0
ENSMZEG00005026126	10	2
ENSMZEG00005026127	0	0
ENSMZEG00005026128	0	0
ENSMZEG00005026129	0	0
ENSMZEG00005026130	0	0
ENSMZEG00005026131	0	3
ENSMZEG00005026132	0	0
ENSMZEG00005026133	1	0
ENSMZEG00005026134	0	0
ENSMZEG00005026135	6	5
ENSMZEG00005026136	4	2
ENSMZEG00005026137	0	0
ENSMZEG00005026138	0	0
ENSMZEG00005026139	0	3
ENSMZEG00005026140	0	2
ENSMZEG00005026141	0	0
ENSMZEG00005026142	0	0
ENSMZEG00005026143	0	0
ENSMZEG00005026144	1	5
ENSMZEG00005026145	0	2
ENSMZEG00005026146	0	0
ENSMZEG00005026147	0	0
ENSMZEG00005026148	0	0
ENSMZEG00005026149	0	0
ENSMZEG00005026150	69	167
ENSMZEG00005026151	0	1
ENSMZEG00005026152	0	0
ENSMZEG00005026153	38	8
ENSMZEG00005026154	0	0
ENSMZEG00005026155	0	0
ENSMZEG00005026156	0	0
ENSMZEG00005026157	0	0
ENSMZEG00005026158	32	65
ENSMZEG00005026159	0	0
ENSMZEG00005026160	0	0
ENSMZEG00005026161	11	0
ENSMZEG00005026162	5	0
ENSMZEG00005026163	1	0
ENSMZEG00005026164	0	0
ENSMZEG00005026165	0	0
ENSMZEG00005026166	3	0
ENSMZEG00005026167	0	0
ENSMZEG00005026168	4	7
ENSMZEG00005026169	0	0
ENSMZEG00005026170	0	0
ENSMZEG00005026171	0	0
ENSMZEG00005026172	0	0
ENSMZEG00005026173	0	1
ENSMZEG00005026174	1	3
ENSMZEG00005026175	116	47
ENSMZEG00005026176	0	0
ENSMZEG00005026177	0	0
ENSMZEG00005026178	0	0
ENSMZEG00005026179	0	0
ENSMZEG00005026180	0	1
ENSMZEG00005026181	6	1
ENSMZEG00005026182	0	0
ENSMZEG00005026183	0	0
ENSMZEG00005026184	0	0
ENSMZEG00005026185	95	59
ENSMZEG00005026186	12	18
ENSMZEG00005026187	0	0
ENSMZEG00005026188	0	0
ENSMZEG00005026189	0	1
ENSMZEG00005026190	9	12
ENSMZEG00005026191	1	0
ENSMZEG00005026192	2	0
ENSMZEG00005026193	0	0
ENSMZEG00005026194	1	0
ENSMZEG00005026195	0	1
ENSMZEG00005026196	2595	730
ENSMZEG00005026197	4	1
ENSMZEG00005026198	0	0
ENSMZEG00005026199	0	0
ENSMZEG00005026200	9	15
ENSMZEG00005026201	0	0
ENSMZEG00005026202	1617	325
ENSMZEG00005026203	4	4
ENSMZEG00005026204	5	2
ENSMZEG00005026205	0	0
ENSMZEG00005026206	3	3
ENSMZEG00005026207	0	0
ENSMZEG00005026208	1	0
ENSMZEG00005026209	0	0
ENSMZEG00005026210	0	2
ENSMZEG00005026211	0	0
ENSMZEG00005026212	0	0
ENSMZEG00005026213	0	6
ENSMZEG00005026214	180	556
ENSMZEG00005026215	0	0
ENSMZEG00005026216	988	849
ENSMZEG00005026217	0	0
ENSMZEG00005026218	2	0
ENSMZEG00005026219	0	0
ENSMZEG00005026220	4	10
ENSMZEG00005026221	4	82
ENSMZEG00005026222	2	0
ENSMZEG00005026223	22	17
ENSMZEG00005026224	1	0
ENSMZEG00005026225	0	1
ENSMZEG00005026226	0	0
ENSMZEG00005026227	5	2
ENSMZEG00005026228	0	0
ENSMZEG00005026229	0	0
ENSMZEG00005026230	4	0
ENSMZEG00005026231	1	1
ENSMZEG00005026232	0	0
ENSMZEG00005026233	0	0
ENSMZEG00005026234	2	1
ENSMZEG00005026235	0	0
ENSMZEG00005026236	3	19
ENSMZEG00005026237	1	0
ENSMZEG00005026238	0	0
ENSMZEG00005026239	6	3
ENSMZEG00005026240	0	0
ENSMZEG00005026241	0	0
ENSMZEG00005026242	0	0
ENSMZEG00005026243	1	3
ENSMZEG00005026244	1	1
ENSMZEG00005026245	3	1
ENSMZEG00005026246	1	5
ENSMZEG00005026247	0	2
ENSMZEG00005026248	0	0
ENSMZEG00005026249	49	151
ENSMZEG00005026250	8	9
ENSMZEG00005026251	2	7
ENSMZEG00005026252	5	3
ENSMZEG00005026253	0	0
ENSMZEG00005026254	0	0
ENSMZEG00005026255	2	0
ENSMZEG00005026256	0	1
ENSMZEG00005026257	1458	1344
ENSMZEG00005026258	12	5
ENSMZEG00005026259	0	4
ENSMZEG00005026260	0	0
ENSMZEG00005026261	0	0
ENSMZEG00005026262	143	59
ENSMZEG00005026263	0	0
ENSMZEG00005026264	0	0
ENSMZEG00005026265	0	0
ENSMZEG00005026266	0	1
ENSMZEG00005026267	0	0
ENSMZEG00005026268	9	5
ENSMZEG00005026269	0	0
ENSMZEG00005026270	5	1
ENSMZEG00005026271	0	0
ENSMZEG00005026272	0	0
ENSMZEG00005026273	0	0
ENSMZEG00005026274	1	4
ENSMZEG00005026275	21	2
ENSMZEG00005026276	0	0
ENSMZEG00005026277	3	2
ENSMZEG00005026278	1	0
ENSMZEG00005026279	0	0
ENSMZEG00005026280	27	74
ENSMZEG00005026281	3	4
ENSMZEG00005026282	0	0
ENSMZEG00005026283	3	1
ENSMZEG00005026284	0	0
ENSMZEG00005026285	1	1
ENSMZEG00005026286	0	0
ENSMZEG00005026287	0	0
ENSMZEG00005026288	1	0
ENSMZEG00005026289	0	0
ENSMZEG00005026290	0	0
ENSMZEG00005026291	0	0
ENSMZEG00005026292	1	0
ENSMZEG00005026293	1	0
ENSMZEG00005026294	0	0
ENSMZEG00005026295	1	1
ENSMZEG00005026296	0	0
ENSMZEG00005026297	7	1
ENSMZEG00005026298	0	0
ENSMZEG00005026299	0	0
ENSMZEG00005026300	1	0
ENSMZEG00005026301	3	0
ENSMZEG00005026302	2	2
ENSMZEG00005026303	0	1
ENSMZEG00005026304	3	0
ENSMZEG00005026305	0	0
ENSMZEG00005026306	0	0
ENSMZEG00005026307	0	2
ENSMZEG00005026308	5	1
ENSMZEG00005026309	3	3
ENSMZEG00005026310	5	0
ENSMZEG00005026311	293	203
ENSMZEG00005026312	10	4
ENSMZEG00005026313	1	8
ENSMZEG00005026314	1	2
ENSMZEG00005026315	13	4
ENSMZEG00005026316	68	96
ENSMZEG00005026317	1	3
ENSMZEG00005026318	0	6
ENSMZEG00005026319	30	32
ENSMZEG00005026320	1	2
ENSMZEG00005026321	10	12
ENSMZEG00005026322	2	27
ENSMZEG00005026323	6	0
ENSMZEG00005026324	23	46
ENSMZEG00005026325	3	13
ENSMZEG00005026326	5	0
ENSMZEG00005026327	5431	3009
ENSMZEG00005026328	508	115
ENSMZEG00005026329	1855	693
ENSMZEG00005026330	3	12
ENSMZEG00005026331	0	1
ENSMZEG00005026332	1	2
ENSMZEG00005026333	2	0
ENSMZEG00005026334	0	7
ENSMZEG00005026335	0	3
ENSMZEG00005026336	2	5
ENSMZEG00005026337	0	0
ENSMZEG00005026338	5	1
ENSMZEG00005026339	0	0
ENSMZEG00005026340	0	1
ENSMZEG00005026341	0	0
ENSMZEG00005026342	0	0
ENSMZEG00005026343	2	4
ENSMZEG00005026344	0	0
ENSMZEG00005026345	1	7
ENSMZEG00005026346	5	6
ENSMZEG00005026347	0	0
ENSMZEG00005026348	0	0
ENSMZEG00005026349	0	0
ENSMZEG00005026350	0	1
ENSMZEG00005026351	0	0
ENSMZEG00005026352	0	0
ENSMZEG00005026353	0	0
ENSMZEG00005026354	0	0
ENSMZEG00005026355	0	4
ENSMZEG00005026356	0	0
ENSMZEG00005026357	892	956
ENSMZEG00005026358	12	0
ENSMZEG00005026359	445	1188
ENSMZEG00005026360	99	102
ENSMZEG00005026361	0	0
ENSMZEG00005026362	4	34
ENSMZEG00005026363	1	0
ENSMZEG00005026364	0	0
ENSMZEG00005026365	1	2
ENSMZEG00005026366	10	44
ENSMZEG00005026367	0	0
ENSMZEG00005026368	1	1
ENSMZEG00005026369	1	0
ENSMZEG00005026370	2	1
ENSMZEG00005026371	4	0
ENSMZEG00005026372	2	0
ENSMZEG00005026373	0	0
ENSMZEG00005026374	2	0
ENSMZEG00005026375	2	4
ENSMZEG00005026376	0	0
ENSMZEG00005026377	0	4
ENSMZEG00005026378	19	23
ENSMZEG00005026379	8	9
ENSMZEG00005026380	1	1
ENSMZEG00005026381	5	1
ENSMZEG00005026382	3	3
ENSMZEG00005026383	0	0
ENSMZEG00005026384	0	0
ENSMZEG00005026385	0	6
ENSMZEG00005026386	0	0
ENSMZEG00005026387	0	0
ENSMZEG00005026388	6	3
ENSMZEG00005026389	0	3
ENSMZEG00005026390	1	1
ENSMZEG00005026391	3	1
ENSMZEG00005026392	1	27
ENSMZEG00005026393	0	0
ENSMZEG00005026394	12	2
ENSMZEG00005026395	0	0
ENSMZEG00005026396	333	317
ENSMZEG00005026397	0	3
ENSMZEG00005026398	51	1137
ENSMZEG00005026399	0	0
ENSMZEG00005026400	0	1
ENSMZEG00005026401	0	0
ENSMZEG00005026402	0	22
ENSMZEG00005026403	0	3
ENSMZEG00005026404	48	141
ENSMZEG00005026405	2	3
ENSMZEG00005026406	1	11
ENSMZEG00005026407	26	37
ENSMZEG00005026408	0	0
ENSMZEG00005026409	0	0
ENSMZEG00005026410	355	322
ENSMZEG00005026411	579	832
ENSMZEG00005026412	472	340
ENSMZEG00005026413	3	0
ENSMZEG00005026414	0	0
ENSMZEG00005026415	201	247
ENSMZEG00005026416	3	0
ENSMZEG00005026417	146	333
ENSMZEG00005026418	128	336
ENSMZEG00005026419	0	4
ENSMZEG00005026420	24	4
ENSMZEG00005026421	4	36
ENSMZEG00005026422	0	8
ENSMZEG00005026423	7	3
ENSMZEG00005026424	8	0
ENSMZEG00005026425	5	4
ENSMZEG00005026426	23	18
ENSMZEG00005026427	12	14
ENSMZEG00005026428	5	2
ENSMZEG00005026429	0	0
ENSMZEG00005026430	0	1
ENSMZEG00005026431	2	1
ENSMZEG00005026432	47	49
ENSMZEG00005026433	166849	30589
ENSMZEG00005026434	0	5
ENSMZEG00005026435	1552	2903
ENSMZEG00005026436	15	3
ENSMZEG00005026437	0	0
ENSMZEG00005026438	0	0
ENSMZEG00005026439	28	8
ENSMZEG00005026440	4	4
ENSMZEG00005026441	3	1
ENSMZEG00005026442	7	11
ENSMZEG00005026443	4	3
ENSMZEG00005026444	0	0
ENSMZEG00005026445	7	38
ENSMZEG00005026446	3	0
ENSMZEG00005026447	1	1
ENSMZEG00005026448	0	0
ENSMZEG00005026449	0	0
ENSMZEG00005026450	36	48
ENSMZEG00005026451	10	0
ENSMZEG00005026452	0	0
ENSMZEG00005026453	3	0
ENSMZEG00005026454	0	0
ENSMZEG00005026455	3	5
ENSMZEG00005026456	0	0
ENSMZEG00005026457	3	0
ENSMZEG00005026458	4	5
ENSMZEG00005026459	1	3
ENSMZEG00005026460	2	1
ENSMZEG00005026461	2	2
ENSMZEG00005026462	3	5
ENSMZEG00005026463	10	5
ENSMZEG00005026464	6	1
ENSMZEG00005026465	0	0
ENSMZEG00005026466	0	0
ENSMZEG00005026467	0	0
ENSMZEG00005026468	0	0
ENSMZEG00005026469	1	3
ENSMZEG00005026470	0	0
ENSMZEG00005026471	0	0
ENSMZEG00005026472	0	0
ENSMZEG00005026473	0	28
ENSMZEG00005026474	0	0
ENSMZEG00005026475	4	1
ENSMZEG00005026476	857	549
ENSMZEG00005026477	319	374
ENSMZEG00005026478	0	0
ENSMZEG00005026479	1	0
ENSMZEG00005026480	0	0
ENSMZEG00005026481	2	0
ENSMZEG00005026482	1	2
ENSMZEG00005026483	6	3
ENSMZEG00005026484	10	2
ENSMZEG00005026485	0	0
ENSMZEG00005026486	0	1
ENSMZEG00005026487	0	6
ENSMZEG00005026488	9	0
ENSMZEG00005026489	19	9
ENSMZEG00005026490	3	2
ENSMZEG00005026491	11	27
ENSMZEG00005026492	15	13
ENSMZEG00005026493	0	5
ENSMZEG00005026494	0	0
ENSMZEG00005026495	2	1
ENSMZEG00005026496	1	0
ENSMZEG00005026497	23	19
ENSMZEG00005026498	1	0
ENSMZEG00005026499	111	55
ENSMZEG00005026500	0	0
ENSMZEG00005026501	0	1
ENSMZEG00005026502	1	0
ENSMZEG00005026503	0	2
ENSMZEG00005026504	2	0
ENSMZEG00005026505	1	3
ENSMZEG00005026506	5	2
ENSMZEG00005026507	1	4
ENSMZEG00005026508	0	1
ENSMZEG00005026509	0	0
ENSMZEG00005026510	8	3
ENSMZEG00005026511	0	1
ENSMZEG00005026512	7	4
ENSMZEG00005026513	7	0
ENSMZEG00005026514	0	0
ENSMZEG00005026515	7	1
ENSMZEG00005026516	1	6
ENSMZEG00005026517	0	0
ENSMZEG00005026518	0	0
ENSMZEG00005026519	0	2
ENSMZEG00005026520	111078	20503
ENSMZEG00005026521	0	0
ENSMZEG00005026522	0	0
ENSMZEG00005026523	133	149
ENSMZEG00005026524	109	475
ENSMZEG00005026525	0	1
ENSMZEG00005026526	0	0
ENSMZEG00005026527	0	0
ENSMZEG00005026528	1	1
ENSMZEG00005026529	6	0
ENSMZEG00005026530	1	0
ENSMZEG00005026531	5	7
ENSMZEG00005026532	177	29
ENSMZEG00005026533	0	0
ENSMZEG00005026534	0	0
ENSMZEG00005026535	0	0
ENSMZEG00005026536	19	9
ENSMZEG00005026537	0	0
ENSMZEG00005026538	19	6
ENSMZEG00005026539	0	0
ENSMZEG00005026540	14	1
ENSMZEG00005026541	10	4
ENSMZEG00005026542	0	0
ENSMZEG00005026543	0	2
ENSMZEG00005026544	0	0
ENSMZEG00005026545	0	1
ENSMZEG00005026546	2	0
ENSMZEG00005026547	4	6
ENSMZEG00005026548	0	1
ENSMZEG00005026549	2	5
ENSMZEG00005026550	0	0
ENSMZEG00005026551	24	25
ENSMZEG00005026552	0	0
ENSMZEG00005026553	1	0
ENSMZEG00005026554	3	2
ENSMZEG00005026555	0	0
ENSMZEG00005026556	0	3
ENSMZEG00005026557	13	1
ENSMZEG00005026558	7	1
ENSMZEG00005026559	0	0
ENSMZEG00005026560	0	0
ENSMZEG00005026561	2	0
ENSMZEG00005026562	6	1
ENSMZEG00005026563	0	1
ENSMZEG00005026564	6	2
ENSMZEG00005026565	2	1
ENSMZEG00005026566	419	579
ENSMZEG00005026567	1	0
ENSMZEG00005026568	6	1
ENSMZEG00005026569	0	0
ENSMZEG00005026570	0	0
ENSMZEG00005026571	0	4
ENSMZEG00005026572	6	7
ENSMZEG00005026573	3	3
ENSMZEG00005026574	1	0
ENSMZEG00005026575	0	1
ENSMZEG00005026576	20	16
ENSMZEG00005026577	0	0
ENSMZEG00005026578	4	0
ENSMZEG00005026579	0	0
ENSMZEG00005026580	7	1
ENSMZEG00005026581	0	2
ENSMZEG00005026582	38	94
ENSMZEG00005026583	4	0
ENSMZEG00005026584	5	5
ENSMZEG00005026585	0	0
ENSMZEG00005026586	10	9
ENSMZEG00005026587	0	0
ENSMZEG00005026588	3	8
ENSMZEG00005026589	4	4
ENSMZEG00005026590	0	0
ENSMZEG00005026591	7	9
ENSMZEG00005026592	0	1
ENSMZEG00005026593	3	2
ENSMZEG00005026594	24	18
ENSMZEG00005026595	0	0
ENSMZEG00005026596	0	1
ENSMZEG00005026597	1	6
ENSMZEG00005026598	12	9
ENSMZEG00005026599	0	1
ENSMZEG00005026600	0	0
ENSMZEG00005026601	0	0
ENSMZEG00005026602	1	6
ENSMZEG00005026603	1	0
ENSMZEG00005026604	0	0
ENSMZEG00005026605	0	0
ENSMZEG00005026606	0	7
ENSMZEG00005026607	0	0
ENSMZEG00005026608	0	0
ENSMZEG00005026609	2	1
ENSMZEG00005026610	19	117
ENSMZEG00005026611	0	0
ENSMZEG00005026612	0	1
ENSMZEG00005026613	1	8
ENSMZEG00005026614	4	0
ENSMZEG00005026615	328	68
ENSMZEG00005026616	1	0
ENSMZEG00005026617	3	5
ENSMZEG00005026618	0	1
ENSMZEG00005026619	6	3
ENSMZEG00005026620	0	0
ENSMZEG00005026621	0	0
ENSMZEG00005026622	0	2
ENSMZEG00005026623	115	158
ENSMZEG00005026624	6	14
ENSMZEG00005026625	101	71
ENSMZEG00005026626	0	0
ENSMZEG00005026627	0	3
ENSMZEG00005026628	23	3
ENSMZEG00005026629	0	0
ENSMZEG00005026630	689	881
ENSMZEG00005026631	0	0
ENSMZEG00005026632	1541	2552
ENSMZEG00005026633	0	0
ENSMZEG00005026634	0	0
ENSMZEG00005026635	0	0
ENSMZEG00005026636	1	0
ENSMZEG00005026637	0	0
ENSMZEG00005026638	2	0
ENSMZEG00005026639	0	0
ENSMZEG00005026640	4	4
ENSMZEG00005026641	0	0
ENSMZEG00005026642	335	1143
ENSMZEG00005026643	0	0
ENSMZEG00005026644	0	0
ENSMZEG00005026645	0	0
ENSMZEG00005026646	8	7
ENSMZEG00005026647	0	1
ENSMZEG00005026648	0	0
ENSMZEG00005026649	0	0
ENSMZEG00005026650	0	0
ENSMZEG00005026651	0	0
ENSMZEG00005026652	0	0
ENSMZEG00005026653	0	0
ENSMZEG00005026654	0	0
ENSMZEG00005026655	5	1
ENSMZEG00005026656	1	0
ENSMZEG00005026657	21	7
ENSMZEG00005026658	0	0
ENSMZEG00005026659	0	0
ENSMZEG00005026660	1	2
ENSMZEG00005026661	0	1
ENSMZEG00005026662	0	1
ENSMZEG00005026663	4	5
ENSMZEG00005026664	0	0
ENSMZEG00005026665	2	2
ENSMZEG00005026666	9	2
ENSMZEG00005026667	1	0
ENSMZEG00005026668	1	1
ENSMZEG00005026669	6	9
ENSMZEG00005026670	0	0
ENSMZEG00005026671	0	0
ENSMZEG00005026672	0	0
ENSMZEG00005026673	9	0
ENSMZEG00005026674	0	1
ENSMZEG00005026675	0	1
ENSMZEG00005026676	3	4
ENSMZEG00005026677	0	0
ENSMZEG00005026678	0	0
ENSMZEG00005026679	0	0
ENSMZEG00005026680	0	0
ENSMZEG00005026681	2	7
ENSMZEG00005026682	1	0
ENSMZEG00005026683	0	0
ENSMZEG00005026684	0	0
ENSMZEG00005026685	0	0
ENSMZEG00005026686	373	178
ENSMZEG00005026687	0	0
ENSMZEG00005026688	0	0
ENSMZEG00005026689	4	0
ENSMZEG00005026690	1	2
ENSMZEG00005026691	11	4
ENSMZEG00005026692	0	0
ENSMZEG00005026693	0	0
ENSMZEG00005026694	0	0
ENSMZEG00005026695	0	0
ENSMZEG00005026696	0	0
ENSMZEG00005026697	0	0
ENSMZEG00005026698	0	0
ENSMZEG00005026699	0	0
ENSMZEG00005026700	1	1
ENSMZEG00005026701	0	0
ENSMZEG00005026702	0	0
ENSMZEG00005026703	0	0
ENSMZEG00005026704	0	0
ENSMZEG00005026705	2	0
ENSMZEG00005026706	0	2
ENSMZEG00005026707	2	6
ENSMZEG00005026708	3	0
ENSMZEG00005026709	245	573
ENSMZEG00005026710	0	0
ENSMZEG00005026711	19	52
ENSMZEG00005026712	32	9
ENSMZEG00005026713	0	0
ENSMZEG00005026714	3	2
ENSMZEG00005026715	0	1
ENSMZEG00005026716	0	0
ENSMZEG00005026717	0	1
ENSMZEG00005026718	0	5
ENSMZEG00005026719	26	12
ENSMZEG00005026720	253	23
ENSMZEG00005026721	0	0
ENSMZEG00005026722	0	0
ENSMZEG00005026723	3	3
ENSMZEG00005026724	0	0
ENSMZEG00005026725	17	21
ENSMZEG00005026726	0	0
ENSMZEG00005026727	2	13
ENSMZEG00005026728	1	0
ENSMZEG00005026729	0	3
ENSMZEG00005026730	0	3
ENSMZEG00005026731	0	0
ENSMZEG00005026732	3	1
ENSMZEG00005026733	0	0
ENSMZEG00005026734	0	0
ENSMZEG00005026735	0	0
ENSMZEG00005026736	0	0
ENSMZEG00005026737	0	0
ENSMZEG00005026738	0	0
ENSMZEG00005026739	0	0
ENSMZEG00005026740	7	0
ENSMZEG00005026741	0	0
ENSMZEG00005026742	0	1
ENSMZEG00005026743	20	7
ENSMZEG00005026744	0	15
ENSMZEG00005026745	199	136
ENSMZEG00005026746	7129	1912
ENSMZEG00005026747	0	0
ENSMZEG00005026748	2	24
ENSMZEG00005026749	8	14
ENSMZEG00005026750	0	0
ENSMZEG00005026751	0	0
ENSMZEG00005026752	109	462
ENSMZEG00005026753	2	3
ENSMZEG00005026754	2	0
ENSMZEG00005026755	0	0
ENSMZEG00005026756	6	4
ENSMZEG00005026757	2	0
ENSMZEG00005026758	4	12
ENSMZEG00005026759	1	3
ENSMZEG00005026760	2	7
ENSMZEG00005026761	3	0
ENSMZEG00005026762	0	1
ENSMZEG00005026763	3	0
ENSMZEG00005026764	2	3
ENSMZEG00005026765	1	0
ENSMZEG00005026766	0	0
ENSMZEG00005026767	6	18
ENSMZEG00005026768	0	3
ENSMZEG00005026769	0	2
ENSMZEG00005026770	3	20
ENSMZEG00005026771	0	4
ENSMZEG00005026772	0	0
ENSMZEG00005026773	1	0
ENSMZEG00005026774	2	3
ENSMZEG00005026775	0	0
