Gene	Nb_4_Eye	Nb_5_Eye
ENSNBRG00000002490	0	0
ENSNBRG00000002491	0	0
ENSNBRG00000002492	0	0
ENSNBRG00000002493	0	0
ENSNBRG00000002494	0	0
ENSNBRG00000002495	0	0
ENSNBRG00000002496	0	0
ENSNBRG00000002497	0	0
ENSNBRG00000002498	0	0
ENSNBRG00000002499	0	0
ENSNBRG00000002500	0	0
ENSNBRG00000002501	5	19
ENSNBRG00000002502	0	0
ENSNBRG00000002503	0	0
ENSNBRG00000002504	0	0
ENSNBRG00000002505	0	0
ENSNBRG00000002506	0	0
ENSNBRG00000002507	0	0
ENSNBRG00000002508	0	0
ENSNBRG00000002509	0	0
ENSNBRG00000002510	0	0
ENSNBRG00000002511	0	0
ENSNBRG00000002512	0	0
ENSNBRG00000002513	0	0
ENSNBRG00000002514	0	0
ENSNBRG00000002515	0	0
ENSNBRG00000002516	0	0
ENSNBRG00000002517	0	0
ENSNBRG00000002518	0	0
ENSNBRG00000002519	0	0
ENSNBRG00000002520	0	0
ENSNBRG00000002521	0	0
ENSNBRG00000002522	0	0
ENSNBRG00000002523	0	0
ENSNBRG00000002524	0	0
ENSNBRG00000002525	0	0
ENSNBRG00000002526	0	0
ENSNBRG00000002527	0	0
ENSNBRG00000002528	60	61
ENSNBRG00000002529	0	0
ENSNBRG00000002530	21	51
ENSNBRG00000002531	0	0
ENSNBRG00000002532	0	0
ENSNBRG00000002533	0	0
ENSNBRG00000002534	0	0
ENSNBRG00000002535	0	0
ENSNBRG00000002536	0	0
ENSNBRG00000002537	0	0
ENSNBRG00000002538	0	0
ENSNBRG00000002539	0	0
ENSNBRG00000002540	0	0
ENSNBRG00000002541	0	0
ENSNBRG00000002542	0	0
ENSNBRG00000002543	425	439
ENSNBRG00000002544	0	0
ENSNBRG00000002545	0	0
ENSNBRG00000002546	0	0
ENSNBRG00000002547	0	0
ENSNBRG00000002548	0	0
ENSNBRG00000002549	0	0
ENSNBRG00000002550	0	0
ENSNBRG00000002551	0	0
ENSNBRG00000002552	7	21
ENSNBRG00000002553	0	0
ENSNBRG00000002554	30	45
ENSNBRG00000002555	0	0
ENSNBRG00000002556	0	0
ENSNBRG00000002557	0	0
ENSNBRG00000002558	0	0
ENSNBRG00000002559	0	0
ENSNBRG00000002560	0	0
ENSNBRG00000002561	0	0
ENSNBRG00000002562	0	0
ENSNBRG00000002563	0	0
ENSNBRG00000002564	0	0
ENSNBRG00000002565	0	0
ENSNBRG00000002566	0	0
ENSNBRG00000002567	0	0
ENSNBRG00000002568	0	0
ENSNBRG00000002569	0	0
ENSNBRG00000002570	0	0
ENSNBRG00000002571	0	0
ENSNBRG00000002572	15	54
ENSNBRG00000002573	0	0
ENSNBRG00000002574	0	0
ENSNBRG00000002575	0	0
ENSNBRG00000002576	0	0
ENSNBRG00000002577	0	0
ENSNBRG00000002578	0	0
ENSNBRG00000002579	0	0
ENSNBRG00000002580	0	0
ENSNBRG00000002581	0	0
ENSNBRG00000002582	0	0
ENSNBRG00000002583	0	0
ENSNBRG00000002584	0	0
ENSNBRG00000002585	0	0
ENSNBRG00000002586	0	0
ENSNBRG00000002587	0	0
ENSNBRG00000002588	0	0
ENSNBRG00000002589	0	0
ENSNBRG00000002590	0	0
ENSNBRG00000002591	0	0
ENSNBRG00000002592	0	0
ENSNBRG00000002593	1	11
ENSNBRG00000002594	0	0
ENSNBRG00000002595	0	0
ENSNBRG00000002596	0	0
ENSNBRG00000002597	66	100
ENSNBRG00000002598	0	0
ENSNBRG00000002599	29	47
ENSNBRG00000002600	0	0
ENSNBRG00000002601	0	0
ENSNBRG00000002602	0	0
ENSNBRG00000002603	0	0
ENSNBRG00000002604	0	0
ENSNBRG00000002605	0	0
ENSNBRG00000002606	0	0
ENSNBRG00000002607	70	90
ENSNBRG00000002608	0	0
ENSNBRG00000002609	0	0
ENSNBRG00000002610	0	0
ENSNBRG00000002611	0	0
ENSNBRG00000002612	4	20
ENSNBRG00000002613	0	0
ENSNBRG00000002614	0	0
ENSNBRG00000002615	0	0
ENSNBRG00000002616	0	0
ENSNBRG00000002617	0	0
ENSNBRG00000002618	0	0
ENSNBRG00000002619	0	0
ENSNBRG00000002620	0	0
ENSNBRG00000002621	0	0
ENSNBRG00000002622	0	0
ENSNBRG00000002623	0	0
ENSNBRG00000002624	0	0
ENSNBRG00000002625	0	0
ENSNBRG00000002626	630	654
ENSNBRG00000002627	0	0
ENSNBRG00000002628	0	0
ENSNBRG00000002629	0	0
ENSNBRG00000002630	43	56
ENSNBRG00000002631	0	0
ENSNBRG00000002632	0	0
ENSNBRG00000002633	0	0
ENSNBRG00000002634	0	0
ENSNBRG00000002635	448	480
ENSNBRG00000002636	0	0
ENSNBRG00000002637	0	0
ENSNBRG00000002638	0	0
ENSNBRG00000002639	1098	1127
ENSNBRG00000002640	0	0
ENSNBRG00000002641	25	27
ENSNBRG00000002642	12	54
ENSNBRG00000002643	0	0
ENSNBRG00000002644	0	0
ENSNBRG00000002645	0	0
ENSNBRG00000002646	0	0
ENSNBRG00000002647	0	0
ENSNBRG00000002648	0	0
ENSNBRG00000002649	233	243
ENSNBRG00000002650	10	17
ENSNBRG00000002651	0	0
ENSNBRG00000002652	0	0
ENSNBRG00000002653	0	0
ENSNBRG00000002654	21	37
ENSNBRG00000002655	0	0
ENSNBRG00000002656	0	0
ENSNBRG00000002657	37	75
ENSNBRG00000002658	0	0
ENSNBRG00000002659	0	0
ENSNBRG00000002660	0	0
ENSNBRG00000002661	370	397
ENSNBRG00000002662	0	0
ENSNBRG00000002663	0	0
ENSNBRG00000002664	0	0
ENSNBRG00000002665	30	68
ENSNBRG00000002666	0	0
ENSNBRG00000002667	0	0
ENSNBRG00000002668	99	126
ENSNBRG00000002669	0	0
ENSNBRG00000002670	0	0
ENSNBRG00000002671	0	0
ENSNBRG00000002672	0	0
ENSNBRG00000002673	0	0
ENSNBRG00000002674	0	0
ENSNBRG00000002675	0	0
ENSNBRG00000002676	0	0
ENSNBRG00000002677	0	0
ENSNBRG00000002678	0	0
ENSNBRG00000002679	0	0
ENSNBRG00000002680	0	0
ENSNBRG00000002681	0	0
ENSNBRG00000002682	0	0
ENSNBRG00000002683	0	0
ENSNBRG00000002684	0	0
ENSNBRG00000002685	0	0
ENSNBRG00000002686	0	0
ENSNBRG00000002687	1	10
ENSNBRG00000002688	0	0
ENSNBRG00000002689	0	0
ENSNBRG00000002690	0	0
ENSNBRG00000002691	0	0
ENSNBRG00000002692	1	22
ENSNBRG00000002693	0	0
ENSNBRG00000002694	0	0
ENSNBRG00000002695	0	0
ENSNBRG00000002696	0	0
ENSNBRG00000002697	30	51
ENSNBRG00000002698	3	25
ENSNBRG00000002699	86	121
ENSNBRG00000002700	0	0
ENSNBRG00000002701	0	0
ENSNBRG00000002702	0	0
ENSNBRG00000002703	0	0
ENSNBRG00000002704	0	0
ENSNBRG00000002705	0	0
ENSNBRG00000002706	0	0
ENSNBRG00000002707	0	0
ENSNBRG00000002708	729	766
ENSNBRG00000002709	0	0
ENSNBRG00000002710	0	0
ENSNBRG00000002711	0	0
ENSNBRG00000002712	0	0
ENSNBRG00000002713	0	0
ENSNBRG00000002714	0	0
ENSNBRG00000002715	17	52
ENSNBRG00000002716	0	0
ENSNBRG00000002717	0	0
ENSNBRG00000002718	36	61
ENSNBRG00000002719	0	0
ENSNBRG00000002720	0	0
ENSNBRG00000002721	0	0
ENSNBRG00000002722	0	0
ENSNBRG00000002723	0	0
ENSNBRG00000002724	0	0
ENSNBRG00000002725	0	0
ENSNBRG00000002726	2	30
ENSNBRG00000002727	0	0
ENSNBRG00000002728	0	0
ENSNBRG00000002729	0	0
ENSNBRG00000002730	0	0
ENSNBRG00000002731	0	0
ENSNBRG00000002732	0	0
ENSNBRG00000002733	0	0
ENSNBRG00000002734	0	0
ENSNBRG00000002735	1	31
ENSNBRG00000002736	0	0
ENSNBRG00000002737	0	0
ENSNBRG00000002738	0	0
ENSNBRG00000002739	0	0
ENSNBRG00000002740	0	0
ENSNBRG00000002741	0	0
ENSNBRG00000002742	0	0
ENSNBRG00000002743	0	0
ENSNBRG00000002744	0	0
ENSNBRG00000002745	0	0
ENSNBRG00000002746	0	0
ENSNBRG00000002747	0	0
ENSNBRG00000002748	13	14
ENSNBRG00000002749	0	0
ENSNBRG00000002750	0	0
ENSNBRG00000002751	0	0
ENSNBRG00000002752	0	0
ENSNBRG00000002753	58	86
ENSNBRG00000002754	0	0
ENSNBRG00000002755	0	0
ENSNBRG00000002756	126	142
ENSNBRG00000002757	0	0
ENSNBRG00000002758	0	0
ENSNBRG00000002759	0	0
ENSNBRG00000002760	0	0
ENSNBRG00000002761	487	528
ENSNBRG00000002762	0	0
ENSNBRG00000002763	0	0
ENSNBRG00000002764	0	0
ENSNBRG00000002765	0	0
ENSNBRG00000002766	0	0
ENSNBRG00000002767	0	0
ENSNBRG00000002768	0	0
ENSNBRG00000002769	0	0
ENSNBRG00000002770	0	0
ENSNBRG00000002771	0	0
ENSNBRG00000002772	0	0
ENSNBRG00000002773	0	0
ENSNBRG00000002774	0	0
ENSNBRG00000002775	259	270
ENSNBRG00000002776	0	0
ENSNBRG00000002777	0	0
ENSNBRG00000002778	0	0
ENSNBRG00000002779	0	0
ENSNBRG00000002780	0	0
ENSNBRG00000002781	0	0
ENSNBRG00000002782	0	0
ENSNBRG00000002783	0	0
ENSNBRG00000002784	0	0
ENSNBRG00000002785	4	42
ENSNBRG00000002786	0	0
ENSNBRG00000002787	0	0
ENSNBRG00000002788	0	0
ENSNBRG00000002789	0	0
ENSNBRG00000002790	0	0
ENSNBRG00000002791	70	94
ENSNBRG00000002792	0	0
ENSNBRG00000002793	0	0
ENSNBRG00000002794	0	0
ENSNBRG00000002795	0	0
ENSNBRG00000002796	0	0
ENSNBRG00000002797	0	0
ENSNBRG00000002798	0	0
ENSNBRG00000002799	0	0
ENSNBRG00000002800	36	78
ENSNBRG00000002801	0	0
ENSNBRG00000002802	0	0
ENSNBRG00000002803	0	0
ENSNBRG00000002804	0	0
ENSNBRG00000002805	0	0
ENSNBRG00000002806	0	0
ENSNBRG00000002807	0	0
ENSNBRG00000002808	2	36
ENSNBRG00000002809	0	0
ENSNBRG00000002810	0	0
ENSNBRG00000002811	0	0
ENSNBRG00000002812	0	0
ENSNBRG00000002813	0	0
ENSNBRG00000002814	0	0
ENSNBRG00000002815	0	0
ENSNBRG00000002816	0	0
ENSNBRG00000002817	17	46
ENSNBRG00000002818	0	0
ENSNBRG00000002819	0	0
ENSNBRG00000002820	0	0
ENSNBRG00000002821	0	0
ENSNBRG00000002822	0	0
ENSNBRG00000002823	0	0
ENSNBRG00000002824	0	0
ENSNBRG00000002825	0	0
ENSNBRG00000002826	0	0
ENSNBRG00000002827	0	0
ENSNBRG00000002828	0	0
ENSNBRG00000002829	0	0
ENSNBRG00000002830	0	0
ENSNBRG00000002831	0	0
ENSNBRG00000002832	0	0
ENSNBRG00000002833	0	0
ENSNBRG00000002834	0	0
ENSNBRG00000002835	0	0
ENSNBRG00000002836	0	0
ENSNBRG00000002837	0	0
ENSNBRG00000002838	0	0
ENSNBRG00000002839	0	0
ENSNBRG00000002840	0	0
ENSNBRG00000002841	22	43
ENSNBRG00000002842	22	23
ENSNBRG00000002843	0	0
ENSNBRG00000002844	163	190
ENSNBRG00000002845	0	0
ENSNBRG00000002846	0	0
ENSNBRG00000002847	0	0
ENSNBRG00000002848	0	0
ENSNBRG00000002849	0	0
ENSNBRG00000002850	0	0
ENSNBRG00000002851	0	0
ENSNBRG00000002852	0	0
ENSNBRG00000002853	0	0
ENSNBRG00000002854	0	0
ENSNBRG00000002855	0	0
ENSNBRG00000002856	0	0
ENSNBRG00000002857	0	0
ENSNBRG00000002858	0	0
ENSNBRG00000002859	0	0
ENSNBRG00000002860	0	0
ENSNBRG00000002861	0	0
ENSNBRG00000002862	0	0
ENSNBRG00000002863	0	0
ENSNBRG00000002864	0	0
ENSNBRG00000002865	0	0
ENSNBRG00000002866	0	0
ENSNBRG00000002867	0	0
ENSNBRG00000002868	0	0
ENSNBRG00000002869	0	0
ENSNBRG00000002870	0	0
ENSNBRG00000002871	0	0
ENSNBRG00000002872	0	0
ENSNBRG00000002873	0	0
ENSNBRG00000002874	0	0
ENSNBRG00000002875	0	0
ENSNBRG00000002876	0	0
ENSNBRG00000002877	0	0
ENSNBRG00000002878	0	0
ENSNBRG00000002879	0	0
ENSNBRG00000002880	0	0
ENSNBRG00000002881	0	0
ENSNBRG00000002882	0	0
ENSNBRG00000002883	0	0
ENSNBRG00000002884	0	0
ENSNBRG00000002885	0	0
ENSNBRG00000002886	0	0
ENSNBRG00000002887	0	0
ENSNBRG00000002888	0	0
ENSNBRG00000002889	0	0
ENSNBRG00000002890	0	0
ENSNBRG00000002891	0	0
ENSNBRG00000002892	0	0
ENSNBRG00000002893	0	0
ENSNBRG00000002894	0	0
ENSNBRG00000002895	0	0
ENSNBRG00000002896	0	0
ENSNBRG00000002897	0	0
ENSNBRG00000002898	0	0
ENSNBRG00000002899	0	0
ENSNBRG00000002900	0	0
ENSNBRG00000002901	0	0
ENSNBRG00000002902	0	0
ENSNBRG00000002903	0	0
ENSNBRG00000002904	31	44
ENSNBRG00000002905	0	0
ENSNBRG00000002906	0	0
ENSNBRG00000002907	0	0
ENSNBRG00000002908	0	0
ENSNBRG00000002909	0	0
ENSNBRG00000002910	0	0
ENSNBRG00000002911	0	0
ENSNBRG00000002912	0	0
ENSNBRG00000002913	0	0
ENSNBRG00000002914	0	0
ENSNBRG00000002915	0	0
ENSNBRG00000002916	0	0
ENSNBRG00000002917	0	0
ENSNBRG00000002918	0	0
ENSNBRG00000002919	0	0
ENSNBRG00000002920	0	0
ENSNBRG00000002921	0	0
ENSNBRG00000002922	0	0
ENSNBRG00000002923	0	0
ENSNBRG00000002924	0	0
ENSNBRG00000002925	0	0
ENSNBRG00000002926	0	0
ENSNBRG00000002927	0	0
ENSNBRG00000002928	0	0
ENSNBRG00000002929	0	0
ENSNBRG00000002930	0	0
ENSNBRG00000002931	0	0
ENSNBRG00000002932	0	0
ENSNBRG00000002933	0	0
ENSNBRG00000002934	0	0
ENSNBRG00000002935	680	702
ENSNBRG00000002936	0	0
ENSNBRG00000002937	0	0
ENSNBRG00000002938	0	0
ENSNBRG00000002939	0	0
ENSNBRG00000002940	0	0
ENSNBRG00000002941	0	0
ENSNBRG00000002942	0	0
ENSNBRG00000002943	0	0
ENSNBRG00000002944	0	0
ENSNBRG00000002945	0	0
ENSNBRG00000002946	0	0
ENSNBRG00000002947	0	0
ENSNBRG00000002948	0	0
ENSNBRG00000002949	0	0
ENSNBRG00000002950	0	0
ENSNBRG00000002951	0	0
ENSNBRG00000002952	0	0
ENSNBRG00000002953	0	0
ENSNBRG00000002954	0	0
ENSNBRG00000002955	0	0
ENSNBRG00000002956	19	57
ENSNBRG00000002957	0	0
ENSNBRG00000002958	0	0
ENSNBRG00000002959	0	0
ENSNBRG00000002960	0	0
ENSNBRG00000002961	0	0
ENSNBRG00000002962	0	0
ENSNBRG00000002963	0	0
ENSNBRG00000002964	0	0
ENSNBRG00000002965	0	0
ENSNBRG00000002966	0	0
ENSNBRG00000002967	0	0
ENSNBRG00000002968	0	0
ENSNBRG00000002969	0	0
ENSNBRG00000002970	0	0
ENSNBRG00000002971	0	0
ENSNBRG00000002972	0	0
ENSNBRG00000002973	0	0
ENSNBRG00000002974	0	0
ENSNBRG00000002975	0	0
ENSNBRG00000002976	0	0
ENSNBRG00000002977	0	0
ENSNBRG00000002978	6	17
ENSNBRG00000002979	21	52
ENSNBRG00000002980	0	0
ENSNBRG00000002981	0	0
ENSNBRG00000002982	0	0
ENSNBRG00000002983	0	0
ENSNBRG00000002984	0	0
ENSNBRG00000002985	0	0
ENSNBRG00000002986	0	0
ENSNBRG00000002987	0	0
ENSNBRG00000002988	0	0
ENSNBRG00000002989	0	0
ENSNBRG00000002990	0	0
ENSNBRG00000002991	0	0
ENSNBRG00000002992	0	0
ENSNBRG00000002993	0	0
ENSNBRG00000002994	0	0
ENSNBRG00000002995	0	0
ENSNBRG00000002996	0	0
ENSNBRG00000002997	0	0
ENSNBRG00000002998	0	0
ENSNBRG00000002999	0	0
ENSNBRG00000003000	0	0
ENSNBRG00000003001	0	0
ENSNBRG00000003002	0	0
ENSNBRG00000003003	0	0
ENSNBRG00000003004	0	0
ENSNBRG00000003005	0	0
ENSNBRG00000003006	0	0
ENSNBRG00000003007	156	169
ENSNBRG00000003008	0	0
ENSNBRG00000003009	0	0
ENSNBRG00000003010	0	0
ENSNBRG00000003011	52	86
ENSNBRG00000003012	0	0
ENSNBRG00000003013	0	0
ENSNBRG00000003014	0	0
ENSNBRG00000003015	0	0
ENSNBRG00000003016	0	0
ENSNBRG00000003017	0	0
ENSNBRG00000003018	0	0
ENSNBRG00000003019	0	0
ENSNBRG00000003020	0	0
ENSNBRG00000003021	0	0
ENSNBRG00000003022	64	99
ENSNBRG00000003023	0	0
ENSNBRG00000003024	0	0
ENSNBRG00000003025	0	0
ENSNBRG00000003026	0	0
ENSNBRG00000003027	0	0
ENSNBRG00000003028	0	0
ENSNBRG00000003029	0	0
ENSNBRG00000003030	0	0
ENSNBRG00000003031	0	0
ENSNBRG00000003032	0	0
ENSNBRG00000003033	0	0
ENSNBRG00000003034	0	0
ENSNBRG00000003035	0	0
ENSNBRG00000003036	0	0
ENSNBRG00000003037	423	440
ENSNBRG00000003038	0	0
ENSNBRG00000003039	0	0
ENSNBRG00000003040	0	0
ENSNBRG00000003041	0	0
ENSNBRG00000003042	0	0
ENSNBRG00000003043	185	189
ENSNBRG00000003044	0	0
ENSNBRG00000003045	0	0
ENSNBRG00000003046	0	0
ENSNBRG00000003047	0	0
ENSNBRG00000003048	0	0
ENSNBRG00000003049	0	0
ENSNBRG00000003050	0	0
ENSNBRG00000003051	0	0
ENSNBRG00000003052	0	0
ENSNBRG00000003053	0	0
ENSNBRG00000003054	0	0
ENSNBRG00000003055	0	0
ENSNBRG00000003056	0	0
ENSNBRG00000003057	1	7
ENSNBRG00000003058	9	47
ENSNBRG00000003059	0	0
ENSNBRG00000003060	0	0
ENSNBRG00000003061	0	0
ENSNBRG00000003062	0	0
ENSNBRG00000003063	0	0
ENSNBRG00000003064	0	0
ENSNBRG00000003065	0	0
ENSNBRG00000003066	0	0
ENSNBRG00000003067	0	0
ENSNBRG00000003068	5	29
ENSNBRG00000003069	4	31
ENSNBRG00000003070	0	0
ENSNBRG00000003071	0	0
ENSNBRG00000003072	0	0
ENSNBRG00000003073	0	0
ENSNBRG00000003074	0	0
ENSNBRG00000003075	0	0
ENSNBRG00000003076	0	0
ENSNBRG00000003077	0	0
ENSNBRG00000003078	0	0
ENSNBRG00000003079	0	0
ENSNBRG00000003080	0	0
ENSNBRG00000003081	0	0
ENSNBRG00000003082	0	0
ENSNBRG00000003083	0	0
ENSNBRG00000003084	0	0
ENSNBRG00000003085	0	0
ENSNBRG00000003086	0	0
ENSNBRG00000003087	0	0
ENSNBRG00000003088	0	0
ENSNBRG00000003089	0	0
ENSNBRG00000003090	0	0
ENSNBRG00000003091	0	0
ENSNBRG00000003092	0	0
ENSNBRG00000003093	0	0
ENSNBRG00000003094	0	0
ENSNBRG00000003095	0	0
ENSNBRG00000003096	0	0
ENSNBRG00000003097	0	0
ENSNBRG00000003098	0	0
ENSNBRG00000003099	0	0
ENSNBRG00000003100	0	0
ENSNBRG00000003101	0	0
ENSNBRG00000003102	0	0
ENSNBRG00000003103	0	0
ENSNBRG00000003104	0	0
ENSNBRG00000003105	0	0
ENSNBRG00000003106	0	0
ENSNBRG00000003107	0	0
ENSNBRG00000003108	0	0
ENSNBRG00000003109	0	0
ENSNBRG00000003110	0	0
ENSNBRG00000003111	0	0
ENSNBRG00000003112	49	61
ENSNBRG00000003113	0	0
ENSNBRG00000003114	0	0
ENSNBRG00000003115	0	0
ENSNBRG00000003116	0	0
ENSNBRG00000003117	0	0
ENSNBRG00000003118	0	0
ENSNBRG00000003119	0	0
ENSNBRG00000003120	0	0
ENSNBRG00000003121	0	0
ENSNBRG00000003122	0	0
ENSNBRG00000003123	0	0
ENSNBRG00000003124	0	0
ENSNBRG00000003125	0	0
ENSNBRG00000003126	0	0
ENSNBRG00000003127	0	0
ENSNBRG00000003128	0	0
ENSNBRG00000003129	0	0
ENSNBRG00000003130	0	0
ENSNBRG00000003131	0	0
ENSNBRG00000003132	0	0
ENSNBRG00000003133	0	0
ENSNBRG00000003134	0	0
ENSNBRG00000003135	0	0
ENSNBRG00000003136	46	74
ENSNBRG00000003137	0	0
ENSNBRG00000003138	0	0
ENSNBRG00000003139	0	0
ENSNBRG00000003140	0	0
ENSNBRG00000003141	0	0
ENSNBRG00000003142	0	0
ENSNBRG00000003143	0	0
ENSNBRG00000003144	0	0
ENSNBRG00000003145	0	0
ENSNBRG00000003146	0	0
ENSNBRG00000003147	0	0
ENSNBRG00000003148	0	0
ENSNBRG00000003149	0	0
ENSNBRG00000003150	0	0
ENSNBRG00000003151	0	0
ENSNBRG00000003152	0	0
ENSNBRG00000003153	0	0
ENSNBRG00000003154	0	0
ENSNBRG00000003155	0	0
ENSNBRG00000003156	0	0
ENSNBRG00000003157	0	0
ENSNBRG00000003158	0	0
ENSNBRG00000003159	0	0
ENSNBRG00000003160	0	0
ENSNBRG00000003161	13	40
ENSNBRG00000003162	0	0
ENSNBRG00000003163	185	216
ENSNBRG00000003164	0	0
ENSNBRG00000003165	0	0
ENSNBRG00000003166	180	196
ENSNBRG00000003167	0	0
ENSNBRG00000003168	44	54
ENSNBRG00000003169	0	0
ENSNBRG00000003170	0	0
ENSNBRG00000003171	0	0
ENSNBRG00000003172	0	0
ENSNBRG00000003173	0	0
ENSNBRG00000003174	0	0
ENSNBRG00000003175	0	0
ENSNBRG00000003176	0	0
ENSNBRG00000003177	0	0
ENSNBRG00000003178	0	0
ENSNBRG00000003179	0	0
ENSNBRG00000003180	217	243
ENSNBRG00000003181	0	0
ENSNBRG00000003182	0	0
ENSNBRG00000003183	0	0
ENSNBRG00000003184	0	0
ENSNBRG00000003185	0	0
ENSNBRG00000003186	32	38
ENSNBRG00000003187	0	0
ENSNBRG00000003188	39	79
ENSNBRG00000003189	0	0
ENSNBRG00000003190	0	0
ENSNBRG00000003191	0	0
ENSNBRG00000003192	0	0
ENSNBRG00000003193	1	28
ENSNBRG00000003194	1	42
ENSNBRG00000003195	0	0
ENSNBRG00000003196	0	0
ENSNBRG00000003197	0	0
ENSNBRG00000003198	0	0
ENSNBRG00000003199	0	0
ENSNBRG00000003200	0	0
ENSNBRG00000003201	102	103
ENSNBRG00000003202	0	0
ENSNBRG00000003203	0	0
ENSNBRG00000003204	0	0
ENSNBRG00000003205	0	0
ENSNBRG00000003206	0	0
ENSNBRG00000003207	0	0
ENSNBRG00000003208	0	0
ENSNBRG00000003209	0	0
ENSNBRG00000003210	0	0
ENSNBRG00000003211	35	42
ENSNBRG00000003212	0	0
ENSNBRG00000003213	0	0
ENSNBRG00000003214	0	0
ENSNBRG00000003215	0	0
ENSNBRG00000003216	0	0
ENSNBRG00000003217	37	72
ENSNBRG00000003218	0	0
ENSNBRG00000003219	0	0
ENSNBRG00000003220	0	0
ENSNBRG00000003221	0	0
ENSNBRG00000003222	0	0
ENSNBRG00000003223	0	0
ENSNBRG00000003224	0	0
ENSNBRG00000003225	0	0
ENSNBRG00000003226	0	0
ENSNBRG00000003227	16	23
ENSNBRG00000003228	5164	5177
ENSNBRG00000003229	0	0
ENSNBRG00000003230	0	0
ENSNBRG00000003231	0	0
ENSNBRG00000003232	0	0
ENSNBRG00000003233	0	0
ENSNBRG00000003234	0	0
ENSNBRG00000003235	0	0
ENSNBRG00000003236	73	76
ENSNBRG00000003237	0	0
ENSNBRG00000003238	0	0
ENSNBRG00000003239	0	0
ENSNBRG00000003240	0	0
ENSNBRG00000003241	0	0
ENSNBRG00000003242	0	0
ENSNBRG00000003243	0	0
ENSNBRG00000003244	0	0
ENSNBRG00000003245	0	0
ENSNBRG00000003246	0	0
ENSNBRG00000003247	0	0
ENSNBRG00000003248	0	0
ENSNBRG00000003249	0	0
ENSNBRG00000003250	0	0
ENSNBRG00000003251	0	0
ENSNBRG00000003252	0	0
ENSNBRG00000003253	0	0
ENSNBRG00000003254	0	0
ENSNBRG00000003255	0	0
ENSNBRG00000003256	0	0
ENSNBRG00000003257	0	0
ENSNBRG00000003258	0	0
ENSNBRG00000003259	0	0
ENSNBRG00000003260	0	0
ENSNBRG00000003261	0	0
ENSNBRG00000003262	0	0
ENSNBRG00000003263	0	0
ENSNBRG00000003264	24	26
ENSNBRG00000003265	0	0
ENSNBRG00000003266	0	0
ENSNBRG00000003267	0	0
ENSNBRG00000003268	0	0
ENSNBRG00000003269	0	0
ENSNBRG00000003270	118	124
ENSNBRG00000003271	0	0
ENSNBRG00000003272	0	0
ENSNBRG00000003273	1	33
ENSNBRG00000003274	0	0
ENSNBRG00000003275	0	0
ENSNBRG00000003276	0	0
ENSNBRG00000003277	0	0
ENSNBRG00000003278	0	0
ENSNBRG00000003279	0	0
ENSNBRG00000003280	24	38
ENSNBRG00000003281	0	0
ENSNBRG00000003282	0	0
ENSNBRG00000003283	0	0
ENSNBRG00000003284	0	0
ENSNBRG00000003285	0	0
ENSNBRG00000003286	0	0
ENSNBRG00000003287	0	0
ENSNBRG00000003288	0	0
ENSNBRG00000003289	0	0
ENSNBRG00000003290	0	0
ENSNBRG00000003291	0	0
ENSNBRG00000003292	0	0
ENSNBRG00000003293	0	0
ENSNBRG00000003294	0	0
ENSNBRG00000003295	0	0
ENSNBRG00000003296	0	0
ENSNBRG00000003297	0	0
ENSNBRG00000003298	0	0
ENSNBRG00000003299	0	0
ENSNBRG00000003300	0	0
ENSNBRG00000003301	0	0
ENSNBRG00000003302	0	0
ENSNBRG00000003303	0	0
ENSNBRG00000003304	0	0
ENSNBRG00000003305	0	0
ENSNBRG00000003306	0	0
ENSNBRG00000003307	0	0
ENSNBRG00000003308	9	17
ENSNBRG00000003309	0	0
ENSNBRG00000003310	0	0
ENSNBRG00000003311	0	0
ENSNBRG00000003312	0	0
ENSNBRG00000003313	0	0
ENSNBRG00000003314	0	0
ENSNBRG00000003315	0	0
ENSNBRG00000003316	66	105
ENSNBRG00000003317	0	0
ENSNBRG00000003318	0	0
ENSNBRG00000003319	0	0
ENSNBRG00000003320	0	0
ENSNBRG00000003321	37	72
ENSNBRG00000003322	0	0
ENSNBRG00000003323	0	0
ENSNBRG00000003324	0	0
ENSNBRG00000003325	481	519
ENSNBRG00000003326	0	0
ENSNBRG00000003327	0	0
ENSNBRG00000003328	0	0
ENSNBRG00000003329	0	0
ENSNBRG00000003330	0	0
ENSNBRG00000003331	0	0
ENSNBRG00000003332	0	0
ENSNBRG00000003333	0	0
ENSNBRG00000003334	0	0
ENSNBRG00000003335	0	0
ENSNBRG00000003336	0	0
ENSNBRG00000003337	0	0
ENSNBRG00000003338	0	0
ENSNBRG00000003339	0	0
ENSNBRG00000003340	0	0
ENSNBRG00000003341	0	0
ENSNBRG00000003342	0	0
ENSNBRG00000003343	0	0
ENSNBRG00000003344	0	0
ENSNBRG00000003345	0	0
ENSNBRG00000003346	0	0
ENSNBRG00000003347	0	0
ENSNBRG00000003348	0	0
ENSNBRG00000003349	0	0
ENSNBRG00000003350	18	30
ENSNBRG00000003351	0	0
ENSNBRG00000003352	0	0
ENSNBRG00000003353	0	0
ENSNBRG00000003354	0	0
ENSNBRG00000003355	0	0
ENSNBRG00000003356	1129	1150
ENSNBRG00000003357	0	0
ENSNBRG00000003358	0	0
ENSNBRG00000003359	0	0
ENSNBRG00000003360	0	0
ENSNBRG00000003361	0	0
ENSNBRG00000003362	0	0
