Gene	Nb_4_Eye	Nb_5_Eye
ENSNBRG00000011428	34	40
ENSNBRG00000011429	0	0
ENSNBRG00000011430	0	0
ENSNBRG00000011431	1	43
ENSNBRG00000011432	0	0
ENSNBRG00000011433	0	0
ENSNBRG00000011434	0	0
ENSNBRG00000011435	0	0
ENSNBRG00000011436	0	0
ENSNBRG00000011437	0	0
ENSNBRG00000011438	1	33
ENSNBRG00000011439	0	0
ENSNBRG00000011440	0	0
ENSNBRG00000011441	40	77
ENSNBRG00000011442	0	0
ENSNBRG00000011443	12	40
ENSNBRG00000011444	0	0
ENSNBRG00000011445	0	0
ENSNBRG00000011446	0	0
ENSNBRG00000011447	0	0
ENSNBRG00000011448	0	0
ENSNBRG00000011449	0	0
ENSNBRG00000011450	0	0
ENSNBRG00000011451	0	0
ENSNBRG00000011452	0	0
ENSNBRG00000011453	42	70
ENSNBRG00000011454	0	0
ENSNBRG00000011455	0	0
ENSNBRG00000011456	0	0
ENSNBRG00000011457	0	0
ENSNBRG00000011458	0	0
ENSNBRG00000011459	0	0
ENSNBRG00000011460	0	0
ENSNBRG00000011461	0	0
ENSNBRG00000011462	0	0
ENSNBRG00000011463	0	0
ENSNBRG00000011464	0	0
ENSNBRG00000011465	0	0
ENSNBRG00000011466	1	39
ENSNBRG00000011467	0	0
ENSNBRG00000011468	0	0
ENSNBRG00000011469	537	547
ENSNBRG00000011470	0	0
ENSNBRG00000011471	0	0
ENSNBRG00000011472	0	0
ENSNBRG00000011473	0	0
ENSNBRG00000011474	0	0
ENSNBRG00000011475	0	0
ENSNBRG00000011476	0	0
ENSNBRG00000011477	0	0
ENSNBRG00000011478	0	0
ENSNBRG00000011479	0	0
ENSNBRG00000011480	0	0
ENSNBRG00000011481	23	50
ENSNBRG00000011482	22	64
ENSNBRG00000011483	0	0
ENSNBRG00000011484	0	0
ENSNBRG00000011485	0	0
ENSNBRG00000011486	0	0
ENSNBRG00000011487	0	0
ENSNBRG00000011488	0	0
ENSNBRG00000011489	18	33
ENSNBRG00000011490	0	0
ENSNBRG00000011491	0	0
ENSNBRG00000011492	0	0
ENSNBRG00000011493	0	0
ENSNBRG00000011494	0	0
ENSNBRG00000011495	0	0
ENSNBRG00000011496	0	0
ENSNBRG00000011497	0	0
ENSNBRG00000011498	548	558
ENSNBRG00000011499	0	0
ENSNBRG00000011500	0	0
ENSNBRG00000011501	0	0
ENSNBRG00000011502	0	0
ENSNBRG00000011503	0	0
ENSNBRG00000011504	0	0
ENSNBRG00000011505	0	0
ENSNBRG00000011506	0	0
ENSNBRG00000011507	0	0
ENSNBRG00000011508	0	0
ENSNBRG00000011509	25	40
ENSNBRG00000011510	169	201
ENSNBRG00000011511	0	0
ENSNBRG00000011512	1003	1044
ENSNBRG00000011513	0	0
ENSNBRG00000011514	0	0
ENSNBRG00000011515	174	195
ENSNBRG00000011516	0	0
ENSNBRG00000011517	0	0
ENSNBRG00000011518	0	0
ENSNBRG00000011519	0	0
ENSNBRG00000011520	0	0
ENSNBRG00000011521	0	0
ENSNBRG00000011522	0	0
ENSNBRG00000011523	0	0
ENSNBRG00000011524	0	0
ENSNBRG00000011525	0	0
ENSNBRG00000011526	0	0
ENSNBRG00000011527	0	0
ENSNBRG00000011528	16	26
ENSNBRG00000011529	0	0
ENSNBRG00000011530	0	0
ENSNBRG00000011531	0	0
ENSNBRG00000011532	0	0
ENSNBRG00000011533	0	0
ENSNBRG00000011534	0	0
ENSNBRG00000011535	26	47
ENSNBRG00000011536	0	0
ENSNBRG00000011537	0	0
ENSNBRG00000011538	0	0
ENSNBRG00000011539	0	0
ENSNBRG00000011540	0	0
ENSNBRG00000011541	0	0
ENSNBRG00000011542	0	0
ENSNBRG00000011543	0	0
ENSNBRG00000011544	0	0
ENSNBRG00000011545	0	0
ENSNBRG00000011546	88	120
ENSNBRG00000011547	0	0
ENSNBRG00000011548	0	0
ENSNBRG00000011549	0	0
ENSNBRG00000011550	0	0
ENSNBRG00000011551	0	0
ENSNBRG00000011552	0	0
ENSNBRG00000011553	0	0
ENSNBRG00000011554	0	0
ENSNBRG00000011555	0	0
ENSNBRG00000011556	0	0
ENSNBRG00000011557	0	0
ENSNBRG00000011558	0	0
ENSNBRG00000011559	5	15
ENSNBRG00000011560	0	0
ENSNBRG00000011561	0	0
ENSNBRG00000011562	0	0
ENSNBRG00000011563	0	0
ENSNBRG00000011564	0	0
ENSNBRG00000011565	0	0
ENSNBRG00000011566	0	0
ENSNBRG00000011567	0	0
ENSNBRG00000011568	1	37
ENSNBRG00000011569	0	0
ENSNBRG00000011570	0	0
ENSNBRG00000011571	0	0
ENSNBRG00000011572	0	0
ENSNBRG00000011573	0	0
ENSNBRG00000011574	0	0
ENSNBRG00000011575	36	63
ENSNBRG00000011576	0	0
ENSNBRG00000011577	0	0
ENSNBRG00000011578	0	0
ENSNBRG00000011579	0	0
ENSNBRG00000011580	0	0
ENSNBRG00000011581	0	0
ENSNBRG00000011582	6	16
ENSNBRG00000011583	0	0
ENSNBRG00000011584	0	0
ENSNBRG00000011585	0	0
ENSNBRG00000011586	51	58
ENSNBRG00000011587	0	0
ENSNBRG00000011588	0	0
ENSNBRG00000011589	0	0
ENSNBRG00000011590	0	0
ENSNBRG00000011591	0	0
ENSNBRG00000011592	0	0
ENSNBRG00000011593	0	0
ENSNBRG00000011594	0	0
ENSNBRG00000011595	0	0
ENSNBRG00000011596	0	0
ENSNBRG00000011597	25	64
ENSNBRG00000011598	0	0
ENSNBRG00000011599	0	0
ENSNBRG00000011600	0	0
ENSNBRG00000011601	0	0
ENSNBRG00000011602	0	0
ENSNBRG00000011603	0	0
ENSNBRG00000011604	0	0
ENSNBRG00000011605	0	0
ENSNBRG00000011606	0	0
ENSNBRG00000011607	0	0
ENSNBRG00000011608	0	0
ENSNBRG00000011609	0	0
ENSNBRG00000011610	0	0
ENSNBRG00000011611	0	0
ENSNBRG00000011612	0	0
ENSNBRG00000011613	0	0
ENSNBRG00000011614	0	0
ENSNBRG00000011615	0	0
ENSNBRG00000011616	46	54
ENSNBRG00000011617	0	0
ENSNBRG00000011618	0	0
ENSNBRG00000011619	0	0
ENSNBRG00000011620	0	0
ENSNBRG00000011621	0	0
ENSNBRG00000011622	0	0
ENSNBRG00000011623	0	0
ENSNBRG00000011624	0	0
ENSNBRG00000011625	0	0
ENSNBRG00000011626	20	35
ENSNBRG00000011627	0	0
ENSNBRG00000011628	0	0
ENSNBRG00000011629	23	47
ENSNBRG00000011630	0	0
ENSNBRG00000011631	0	0
ENSNBRG00000011632	0	0
ENSNBRG00000011633	0	0
ENSNBRG00000011634	142	156
ENSNBRG00000011635	0	0
ENSNBRG00000011636	0	0
ENSNBRG00000011637	1	21
ENSNBRG00000011638	0	0
ENSNBRG00000011639	0	0
ENSNBRG00000011640	0	0
ENSNBRG00000011641	0	0
ENSNBRG00000011642	0	0
ENSNBRG00000011643	0	0
ENSNBRG00000011644	0	0
ENSNBRG00000011645	0	0
ENSNBRG00000011646	0	0
ENSNBRG00000011647	0	0
ENSNBRG00000011648	0	0
ENSNBRG00000011649	0	0
ENSNBRG00000011650	0	0
ENSNBRG00000011651	0	0
ENSNBRG00000011652	35	38
ENSNBRG00000011653	0	0
ENSNBRG00000011654	0	0
ENSNBRG00000011655	0	0
ENSNBRG00000011656	0	0
ENSNBRG00000011657	0	0
ENSNBRG00000011658	0	0
ENSNBRG00000011659	0	0
ENSNBRG00000011660	0	0
ENSNBRG00000011661	0	0
ENSNBRG00000011662	0	0
ENSNBRG00000011663	0	0
ENSNBRG00000011664	0	0
ENSNBRG00000011665	0	0
ENSNBRG00000011666	0	0
ENSNBRG00000011667	0	0
ENSNBRG00000011668	0	0
ENSNBRG00000011669	0	0
ENSNBRG00000011670	0	0
ENSNBRG00000011671	0	0
ENSNBRG00000011672	0	0
ENSNBRG00000011673	0	0
ENSNBRG00000011674	0	0
ENSNBRG00000011675	0	0
ENSNBRG00000011676	0	0
ENSNBRG00000011677	0	0
ENSNBRG00000011678	0	0
ENSNBRG00000011679	0	0
ENSNBRG00000011680	0	0
ENSNBRG00000011681	0	0
ENSNBRG00000011682	0	0
ENSNBRG00000011683	73	88
ENSNBRG00000011684	0	0
ENSNBRG00000011685	0	0
ENSNBRG00000011686	0	0
ENSNBRG00000011687	0	0
ENSNBRG00000011688	0	0
ENSNBRG00000011689	0	0
ENSNBRG00000011690	0	0
ENSNBRG00000011691	19	32
ENSNBRG00000011692	0	0
ENSNBRG00000011693	0	0
ENSNBRG00000011694	0	0
ENSNBRG00000011695	0	0
ENSNBRG00000011696	0	0
ENSNBRG00000011697	0	0
ENSNBRG00000011698	0	0
ENSNBRG00000011699	0	0
ENSNBRG00000011700	0	0
ENSNBRG00000011701	0	0
ENSNBRG00000011702	0	0
ENSNBRG00000011703	0	0
ENSNBRG00000011704	0	0
ENSNBRG00000011705	0	0
ENSNBRG00000011706	284	314
ENSNBRG00000011707	0	0
ENSNBRG00000011708	0	0
ENSNBRG00000011709	0	0
ENSNBRG00000011710	0	0
ENSNBRG00000011711	0	0
ENSNBRG00000011712	21	27
ENSNBRG00000011713	0	0
ENSNBRG00000011714	0	0
ENSNBRG00000011715	0	0
ENSNBRG00000011716	0	0
ENSNBRG00000011717	27	54
ENSNBRG00000011718	0	0
ENSNBRG00000011719	14	31
ENSNBRG00000011720	0	0
ENSNBRG00000011721	0	0
ENSNBRG00000011722	19	61
ENSNBRG00000011723	0	0
ENSNBRG00000011724	0	0
ENSNBRG00000011725	0	0
ENSNBRG00000011726	0	0
ENSNBRG00000011727	0	0
ENSNBRG00000011728	0	0
ENSNBRG00000011729	0	0
ENSNBRG00000011730	0	0
ENSNBRG00000011731	0	0
ENSNBRG00000011732	0	0
ENSNBRG00000011733	0	0
ENSNBRG00000011734	27	39
ENSNBRG00000011735	0	0
ENSNBRG00000011736	0	0
ENSNBRG00000011737	0	0
ENSNBRG00000011738	0	0
ENSNBRG00000011739	0	0
ENSNBRG00000011740	0	0
ENSNBRG00000011741	0	0
ENSNBRG00000011742	0	0
ENSNBRG00000011743	1	37
ENSNBRG00000011744	0	0
ENSNBRG00000011745	0	0
ENSNBRG00000011746	0	0
ENSNBRG00000011747	0	0
ENSNBRG00000011748	0	0
ENSNBRG00000011749	0	0
ENSNBRG00000011750	0	0
ENSNBRG00000011751	0	0
ENSNBRG00000011752	0	0
ENSNBRG00000011753	0	0
ENSNBRG00000011754	0	0
ENSNBRG00000011755	12	20
ENSNBRG00000011756	0	0
ENSNBRG00000011757	0	0
ENSNBRG00000011758	0	0
ENSNBRG00000011759	0	0
ENSNBRG00000011760	0	0
ENSNBRG00000011761	0	0
ENSNBRG00000011762	0	0
ENSNBRG00000011763	21	50
ENSNBRG00000011764	0	0
ENSNBRG00000011765	0	0
ENSNBRG00000011766	0	0
ENSNBRG00000011767	0	0
ENSNBRG00000011768	0	0
ENSNBRG00000011769	48	70
ENSNBRG00000011770	0	0
ENSNBRG00000011771	40	62
ENSNBRG00000011772	0	0
ENSNBRG00000011773	0	0
ENSNBRG00000011774	0	0
ENSNBRG00000011775	0	0
ENSNBRG00000011776	0	0
ENSNBRG00000011777	0	0
ENSNBRG00000011778	0	0
ENSNBRG00000011779	0	0
ENSNBRG00000011780	0	0
ENSNBRG00000011781	0	0
ENSNBRG00000011782	0	0
ENSNBRG00000011783	0	0
ENSNBRG00000011784	0	0
ENSNBRG00000011785	0	0
ENSNBRG00000011786	0	0
ENSNBRG00000011787	0	0
ENSNBRG00000011788	0	0
ENSNBRG00000011789	0	0
ENSNBRG00000011790	35	60
ENSNBRG00000011791	0	0
ENSNBRG00000011792	0	0
ENSNBRG00000011793	102	118
ENSNBRG00000011794	0	0
ENSNBRG00000011795	0	0
ENSNBRG00000011796	0	0
ENSNBRG00000011797	0	0
ENSNBRG00000011798	19	58
ENSNBRG00000011799	4301	4344
ENSNBRG00000011800	0	0
ENSNBRG00000011801	0	0
ENSNBRG00000011802	0	0
ENSNBRG00000011803	0	0
ENSNBRG00000011804	0	0
ENSNBRG00000011805	0	0
ENSNBRG00000011806	0	0
ENSNBRG00000011807	0	0
ENSNBRG00000011808	0	0
ENSNBRG00000011809	0	0
ENSNBRG00000011810	0	0
ENSNBRG00000011811	0	0
ENSNBRG00000011812	0	0
ENSNBRG00000011813	0	0
ENSNBRG00000011814	0	0
ENSNBRG00000011815	0	0
ENSNBRG00000011816	0	0
ENSNBRG00000011817	0	0
ENSNBRG00000011818	0	0
ENSNBRG00000011819	0	0
ENSNBRG00000011820	19	37
ENSNBRG00000011821	0	0
ENSNBRG00000011822	38	78
ENSNBRG00000011823	0	0
ENSNBRG00000011824	0	0
ENSNBRG00000011825	0	0
ENSNBRG00000011826	0	0
ENSNBRG00000011827	0	0
ENSNBRG00000011828	0	0
ENSNBRG00000011829	0	0
ENSNBRG00000011830	213	252
ENSNBRG00000011831	0	0
ENSNBRG00000011832	0	0
ENSNBRG00000011833	0	0
ENSNBRG00000011834	0	0
ENSNBRG00000011835	0	0
ENSNBRG00000011836	0	0
ENSNBRG00000011837	0	0
ENSNBRG00000011838	3	34
ENSNBRG00000011839	0	0
ENSNBRG00000011840	0	0
ENSNBRG00000011841	0	0
ENSNBRG00000011842	28	43
ENSNBRG00000011843	0	0
ENSNBRG00000011844	0	0
ENSNBRG00000011845	0	0
ENSNBRG00000011846	0	0
ENSNBRG00000011847	0	0
ENSNBRG00000011848	0	0
ENSNBRG00000011849	0	0
ENSNBRG00000011850	0	0
ENSNBRG00000011851	0	0
ENSNBRG00000011852	0	0
ENSNBRG00000011853	0	0
ENSNBRG00000011854	0	0
ENSNBRG00000011855	0	0
ENSNBRG00000011856	0	0
ENSNBRG00000011857	0	0
ENSNBRG00000011858	0	0
ENSNBRG00000011859	0	0
ENSNBRG00000011860	0	0
ENSNBRG00000011861	0	0
ENSNBRG00000011862	0	0
ENSNBRG00000011863	0	0
ENSNBRG00000011864	0	0
ENSNBRG00000011865	0	0
ENSNBRG00000011866	0	0
ENSNBRG00000011867	0	0
ENSNBRG00000011868	0	0
ENSNBRG00000011869	0	0
ENSNBRG00000011870	0	0
ENSNBRG00000011871	0	0
ENSNBRG00000011872	0	0
ENSNBRG00000011873	0	0
ENSNBRG00000011874	0	0
ENSNBRG00000011875	99	141
ENSNBRG00000011876	0	0
ENSNBRG00000011877	0	0
ENSNBRG00000011878	0	0
ENSNBRG00000011879	119	158
ENSNBRG00000011880	430	435
ENSNBRG00000011881	0	0
ENSNBRG00000011882	0	0
ENSNBRG00000011883	0	0
ENSNBRG00000011884	0	0
ENSNBRG00000011885	0	0
ENSNBRG00000011886	0	0
ENSNBRG00000011887	0	0
ENSNBRG00000011888	0	0
ENSNBRG00000011889	0	0
ENSNBRG00000011890	0	0
ENSNBRG00000011891	0	0
ENSNBRG00000011892	0	0
ENSNBRG00000011893	0	0
ENSNBRG00000011894	0	0
ENSNBRG00000011895	0	0
ENSNBRG00000011896	0	0
ENSNBRG00000011897	0	0
ENSNBRG00000011898	0	0
ENSNBRG00000011899	0	0
ENSNBRG00000011900	0	0
ENSNBRG00000011901	0	0
ENSNBRG00000011902	0	0
ENSNBRG00000011903	0	0
ENSNBRG00000011904	2	43
ENSNBRG00000011905	0	0
ENSNBRG00000011906	0	0
ENSNBRG00000011907	0	0
ENSNBRG00000011908	0	0
ENSNBRG00000011909	0	0
ENSNBRG00000011910	0	0
ENSNBRG00000011911	0	0
ENSNBRG00000011912	0	0
ENSNBRG00000011913	0	0
ENSNBRG00000011914	0	0
ENSNBRG00000011915	0	0
ENSNBRG00000011916	0	0
ENSNBRG00000011917	0	0
ENSNBRG00000011918	0	0
ENSNBRG00000011919	0	0
ENSNBRG00000011920	9	49
ENSNBRG00000011921	4	21
ENSNBRG00000011922	0	0
ENSNBRG00000011923	0	0
ENSNBRG00000011924	89	95
ENSNBRG00000011925	0	0
ENSNBRG00000011926	0	0
ENSNBRG00000011927	0	0
ENSNBRG00000011928	32	54
ENSNBRG00000011929	0	0
ENSNBRG00000011930	0	0
ENSNBRG00000011931	0	0
ENSNBRG00000011932	0	0
ENSNBRG00000011933	0	0
ENSNBRG00000011934	0	0
ENSNBRG00000011935	0	0
ENSNBRG00000011936	34	67
ENSNBRG00000011937	0	0
ENSNBRG00000011938	0	0
ENSNBRG00000011939	0	0
ENSNBRG00000011940	0	0
ENSNBRG00000011941	0	0
ENSNBRG00000011942	0	0
ENSNBRG00000011943	0	0
ENSNBRG00000011944	0	0
ENSNBRG00000011945	0	0
ENSNBRG00000011946	0	0
ENSNBRG00000011947	0	0
ENSNBRG00000011948	0	0
ENSNBRG00000011949	3	17
ENSNBRG00000011950	0	0
ENSNBRG00000011951	0	0
ENSNBRG00000011952	0	0
ENSNBRG00000011953	0	0
ENSNBRG00000011954	0	0
ENSNBRG00000011955	0	0
ENSNBRG00000011956	0	0
ENSNBRG00000011957	0	0
ENSNBRG00000011958	0	0
ENSNBRG00000011959	0	0
ENSNBRG00000011960	0	0
ENSNBRG00000011961	37	54
ENSNBRG00000011962	0	0
ENSNBRG00000011963	0	0
ENSNBRG00000011964	0	0
ENSNBRG00000011965	0	0
ENSNBRG00000011966	0	0
ENSNBRG00000011967	0	0
ENSNBRG00000011968	0	0
ENSNBRG00000011969	0	0
ENSNBRG00000011970	0	0
ENSNBRG00000011971	0	0
ENSNBRG00000011972	0	0
ENSNBRG00000011973	0	0
ENSNBRG00000011974	0	0
ENSNBRG00000011975	35	51
ENSNBRG00000011976	36	40
ENSNBRG00000011977	0	0
ENSNBRG00000011978	0	0
ENSNBRG00000011979	34	76
ENSNBRG00000011980	0	0
ENSNBRG00000011981	0	0
ENSNBRG00000011982	0	0
ENSNBRG00000011983	0	0
ENSNBRG00000011984	0	0
ENSNBRG00000011985	0	0
ENSNBRG00000011986	0	0
ENSNBRG00000011987	0	0
ENSNBRG00000011988	0	0
ENSNBRG00000011989	0	0
ENSNBRG00000011990	0	0
ENSNBRG00000011991	0	0
ENSNBRG00000011992	0	0
ENSNBRG00000011993	0	0
ENSNBRG00000011994	0	0
ENSNBRG00000011995	0	0
ENSNBRG00000011996	0	0
ENSNBRG00000011997	0	0
ENSNBRG00000011998	37	64
ENSNBRG00000011999	0	0
ENSNBRG00000012000	0	0
ENSNBRG00000012001	0	0
ENSNBRG00000012002	0	0
ENSNBRG00000012003	24	25
ENSNBRG00000012004	0	0
ENSNBRG00000012005	0	0
ENSNBRG00000012006	0	0
ENSNBRG00000012007	0	0
ENSNBRG00000012008	120	154
ENSNBRG00000012009	15	47
ENSNBRG00000012010	0	0
ENSNBRG00000012011	0	0
ENSNBRG00000012012	0	0
ENSNBRG00000012013	0	0
ENSNBRG00000012014	0	0
ENSNBRG00000012015	0	0
ENSNBRG00000012016	0	0
ENSNBRG00000012017	0	0
ENSNBRG00000012018	0	0
ENSNBRG00000012019	0	0
ENSNBRG00000012020	0	0
ENSNBRG00000012021	0	0
ENSNBRG00000012022	49	68
ENSNBRG00000012023	0	0
ENSNBRG00000012024	0	0
ENSNBRG00000012025	0	0
ENSNBRG00000012026	56	86
ENSNBRG00000012027	0	0
ENSNBRG00000012028	0	0
ENSNBRG00000012029	0	0
ENSNBRG00000012030	0	0
ENSNBRG00000012031	31	50
ENSNBRG00000012032	9	32
ENSNBRG00000012033	0	0
ENSNBRG00000012034	0	0
ENSNBRG00000012035	0	0
ENSNBRG00000012036	45	81
ENSNBRG00000012037	0	0
ENSNBRG00000012038	0	0
ENSNBRG00000012039	0	0
ENSNBRG00000012040	0	0
ENSNBRG00000012041	0	0
ENSNBRG00000012042	0	0
ENSNBRG00000012043	0	0
ENSNBRG00000012044	0	0
ENSNBRG00000012045	0	0
ENSNBRG00000012046	0	0
ENSNBRG00000012047	0	0
ENSNBRG00000012048	0	0
ENSNBRG00000012049	0	0
ENSNBRG00000012050	0	0
ENSNBRG00000012051	0	0
ENSNBRG00000012052	0	0
ENSNBRG00000012053	0	0
ENSNBRG00000012054	0	0
ENSNBRG00000012055	0	0
ENSNBRG00000012056	0	0
ENSNBRG00000012057	0	0
ENSNBRG00000012058	0	0
ENSNBRG00000012059	0	0
ENSNBRG00000012060	0	0
ENSNBRG00000012061	0	0
ENSNBRG00000012062	0	0
ENSNBRG00000012063	0	0
ENSNBRG00000012064	0	0
ENSNBRG00000012065	0	0
ENSNBRG00000012066	0	0
ENSNBRG00000012067	0	0
ENSNBRG00000012068	0	0
ENSNBRG00000012069	0	0
ENSNBRG00000012070	0	0
ENSNBRG00000012071	0	0
ENSNBRG00000012072	0	0
ENSNBRG00000012073	0	0
ENSNBRG00000012074	0	0
ENSNBRG00000012075	0	0
ENSNBRG00000012076	0	0
ENSNBRG00000012077	0	0
ENSNBRG00000012078	14	42
ENSNBRG00000012079	0	0
ENSNBRG00000012080	0	0
ENSNBRG00000012081	54	82
ENSNBRG00000012082	749	789
ENSNBRG00000012083	0	0
ENSNBRG00000012084	0	0
ENSNBRG00000012085	0	0
ENSNBRG00000012086	0	0
ENSNBRG00000012087	0	0
ENSNBRG00000012088	0	0
ENSNBRG00000012089	0	0
ENSNBRG00000012090	0	0
ENSNBRG00000012091	0	0
ENSNBRG00000012092	1018	1034
ENSNBRG00000012093	0	0
ENSNBRG00000012094	0	0
ENSNBRG00000012095	0	0
ENSNBRG00000012096	0	0
ENSNBRG00000012097	0	0
ENSNBRG00000012098	223	229
ENSNBRG00000012099	0	0
ENSNBRG00000012100	0	0
ENSNBRG00000012101	0	0
ENSNBRG00000012102	141	149
ENSNBRG00000012103	0	0
ENSNBRG00000012104	0	0
ENSNBRG00000012105	0	0
ENSNBRG00000012106	0	0
ENSNBRG00000012107	0	0
ENSNBRG00000012108	0	0
ENSNBRG00000012109	0	0
ENSNBRG00000012110	0	0
ENSNBRG00000012111	0	0
ENSNBRG00000012112	0	0
ENSNBRG00000012113	88	113
ENSNBRG00000012114	0	0
ENSNBRG00000012115	0	0
ENSNBRG00000012116	0	0
ENSNBRG00000012117	0	0
ENSNBRG00000012118	0	0
ENSNBRG00000012119	0	0
ENSNBRG00000012120	0	0
ENSNBRG00000012121	0	0
ENSNBRG00000012122	0	0
ENSNBRG00000012123	42	84
ENSNBRG00000012124	0	0
ENSNBRG00000012125	0	0
ENSNBRG00000012126	0	0
ENSNBRG00000012127	0	0
ENSNBRG00000012128	0	0
ENSNBRG00000012129	11	33
ENSNBRG00000012130	0	0
ENSNBRG00000012131	0	0
ENSNBRG00000012132	0	0
ENSNBRG00000012133	0	0
ENSNBRG00000012134	0	0
ENSNBRG00000012135	0	0
ENSNBRG00000012136	0	0
ENSNBRG00000012137	0	0
ENSNBRG00000012138	28	60
ENSNBRG00000012139	0	0
ENSNBRG00000012140	33	58
ENSNBRG00000012141	0	0
ENSNBRG00000012142	25	61
ENSNBRG00000012143	0	0
ENSNBRG00000012144	0	0
ENSNBRG00000012145	0	0
ENSNBRG00000012146	0	0
ENSNBRG00000012147	0	0
ENSNBRG00000012148	0	0
ENSNBRG00000012149	36	79
ENSNBRG00000012150	0	0
ENSNBRG00000012151	0	0
ENSNBRG00000012152	0	0
ENSNBRG00000012153	0	0
ENSNBRG00000012154	0	0
ENSNBRG00000012155	0	0
ENSNBRG00000012156	0	0
ENSNBRG00000012157	0	0
ENSNBRG00000012158	0	0
ENSNBRG00000012159	0	0
ENSNBRG00000012160	0	0
ENSNBRG00000012161	0	0
ENSNBRG00000012162	0	0
ENSNBRG00000012163	0	0
ENSNBRG00000012164	0	0
ENSNBRG00000012165	0	0
ENSNBRG00000012166	0	0
ENSNBRG00000012167	33	37
ENSNBRG00000012168	0	0
ENSNBRG00000012169	0	0
ENSNBRG00000012170	34	61
ENSNBRG00000012171	0	0
ENSNBRG00000012172	0	0
ENSNBRG00000012173	0	0
ENSNBRG00000012174	0	0
ENSNBRG00000012175	12	22
ENSNBRG00000012176	0	0
ENSNBRG00000012177	0	0
ENSNBRG00000012178	0	0
ENSNBRG00000012179	0	0
ENSNBRG00000012180	1	25
ENSNBRG00000012181	0	0
ENSNBRG00000012182	0	0
ENSNBRG00000012183	0	0
ENSNBRG00000012184	0	0
ENSNBRG00000012185	0	0
ENSNBRG00000012186	0	0
ENSNBRG00000012187	15	45
ENSNBRG00000012188	0	0
ENSNBRG00000012189	0	0
ENSNBRG00000012190	0	0
ENSNBRG00000012191	0	0
ENSNBRG00000012192	27	56
ENSNBRG00000012193	0	0
ENSNBRG00000012194	434	453
ENSNBRG00000012195	0	0
ENSNBRG00000012196	0	0
ENSNBRG00000012197	0	0
ENSNBRG00000012198	14	26
ENSNBRG00000012199	0	0
ENSNBRG00000012200	0	0
ENSNBRG00000012201	0	0
ENSNBRG00000012202	0	0
ENSNBRG00000012203	0	0
ENSNBRG00000012204	0	0
ENSNBRG00000012205	0	0
ENSNBRG00000012206	0	0
ENSNBRG00000012207	0	0
ENSNBRG00000012208	0	0
ENSNBRG00000012209	0	0
ENSNBRG00000012210	0	0
ENSNBRG00000012211	0	0
ENSNBRG00000012212	0	0
ENSNBRG00000012213	0	0
ENSNBRG00000012214	3	41
ENSNBRG00000012215	0	0
ENSNBRG00000012216	0	0
ENSNBRG00000012217	0	0
ENSNBRG00000012218	0	0
ENSNBRG00000012219	0	0
ENSNBRG00000012220	0	0
ENSNBRG00000012221	0	0
ENSNBRG00000012222	0	0
ENSNBRG00000012223	0	0
ENSNBRG00000012224	0	0
ENSNBRG00000012225	0	0
ENSNBRG00000012226	0	0
ENSNBRG00000012227	0	0
ENSNBRG00000012228	0	0
ENSNBRG00000012229	0	0
ENSNBRG00000012230	0	0
ENSNBRG00000012231	0	0
ENSNBRG00000012232	0	0
ENSNBRG00000012233	0	0
ENSNBRG00000012234	0	0
ENSNBRG00000012235	81	101
ENSNBRG00000012236	0	0
ENSNBRG00000012237	0	0
ENSNBRG00000012238	0	0
ENSNBRG00000012239	0	0
ENSNBRG00000012240	0	0
ENSNBRG00000012241	0	0
ENSNBRG00000012242	0	0
ENSNBRG00000012243	0	0
ENSNBRG00000012244	0	0
ENSNBRG00000012245	0	0
ENSNBRG00000012246	0	0
ENSNBRG00000012247	0	0
ENSNBRG00000012248	0	0
ENSNBRG00000012249	0	0
ENSNBRG00000012250	0	0
ENSNBRG00000012251	0	0
ENSNBRG00000012252	0	0
ENSNBRG00000012253	0	0
ENSNBRG00000012254	0	0
ENSNBRG00000012255	0	0
ENSNBRG00000012256	0	0
ENSNBRG00000012257	0	0
ENSNBRG00000012258	0	0
ENSNBRG00000012259	0	0
ENSNBRG00000012260	0	0
ENSNBRG00000012261	0	0
ENSNBRG00000012262	0	0
ENSNBRG00000012263	0	0
ENSNBRG00000012264	0	0
ENSNBRG00000012265	0	0
ENSNBRG00000012266	0	0
ENSNBRG00000012267	0	0
ENSNBRG00000012268	0	0
ENSNBRG00000012269	0	0
ENSNBRG00000012270	0	0
ENSNBRG00000012271	0	0
ENSNBRG00000012272	0	0
ENSNBRG00000012273	0	0
ENSNBRG00000012274	0	0
ENSNBRG00000012275	0	0
ENSNBRG00000012276	0	0
ENSNBRG00000012277	0	0
ENSNBRG00000012278	0	0
ENSNBRG00000012279	0	0
ENSNBRG00000012280	0	0
ENSNBRG00000012281	0	0
ENSNBRG00000012282	0	0
ENSNBRG00000012283	0	0
ENSNBRG00000012284	0	0
ENSNBRG00000012285	0	0
ENSNBRG00000012286	0	0
ENSNBRG00000012287	0	0
ENSNBRG00000012288	0	0
ENSNBRG00000012289	0	0
ENSNBRG00000012290	0	0
ENSNBRG00000012291	0	0
ENSNBRG00000012292	0	0
ENSNBRG00000012293	0	0
ENSNBRG00000012294	0	0
ENSNBRG00000012295	0	0
ENSNBRG00000012296	0	0
ENSNBRG00000012297	0	0
ENSNBRG00000012298	0	0
ENSNBRG00000012299	1	23
ENSNBRG00000012300	0	0
