Gene	On_1_Eye	On_2_Eye	On_3_Eye
ENSONIG00000009570	0	3	84
ENSONIG00000009571	0	0	1
ENSONIG00000009572	0	2	19
ENSONIG00000009573	1	0	2
ENSONIG00000009574	122	66	87
ENSONIG00000009575	6	2	24
ENSONIG00000009577	0	1	0
ENSONIG00000009578	0	0	3
ENSONIG00000009581	0	0	0
ENSONIG00000009582	5	132	1747
ENSONIG00000009583	0	0	14
ENSONIG00000009585	7	2	53
ENSONIG00000009587	0	1	17
ENSONIG00000009588	0	2	11
ENSONIG00000009589	0	0	0
ENSONIG00000009590	1	2	20
ENSONIG00000009591	8	5	93
ENSONIG00000009592	0	0	7
ENSONIG00000009594	58	1	17
ENSONIG00000009596	6	9	108
ENSONIG00000009597	4	0	21
ENSONIG00000009599	2	0	21
ENSONIG00000009600	0	0	0
ENSONIG00000009601	1	0	0
ENSONIG00000009602	0	0	9
ENSONIG00000009604	0	0	0
ENSONIG00000009606	2	1	17
ENSONIG00000009607	0	1	2
ENSONIG00000009609	0	0	0
ENSONIG00000009610	0	0	0
ENSONIG00000009613	4	0	21
ENSONIG00000009614	0	1	50
ENSONIG00000009616	0	0	0
ENSONIG00000009617	2	0	10
ENSONIG00000009618	0	0	0
ENSONIG00000009620	3	0	11
ENSONIG00000009621	0	0	0
ENSONIG00000009622	0	0	0
ENSONIG00000009623	10	8	60
ENSONIG00000009626	2	11	19
ENSONIG00000009627	0	2	13
ENSONIG00000009628	0	0	0
ENSONIG00000009630	199	156	250
ENSONIG00000009631	0	3	3
ENSONIG00000009634	0	0	6
ENSONIG00000009635	2	0	5
ENSONIG00000009636	0	0	80
ENSONIG00000009637	1	0	6
ENSONIG00000009638	1	0	10
ENSONIG00000009639	0	0	8
ENSONIG00000009640	0	0	1
ENSONIG00000009641	0	4	15
ENSONIG00000009642	0	0	0
ENSONIG00000009643	144	63	95
ENSONIG00000009644	3	1	52
ENSONIG00000009645	0	0	6
ENSONIG00000009646	0	0	31
ENSONIG00000009647	4	0	12
ENSONIG00000009648	0	1	15
ENSONIG00000009649	1	0	15
ENSONIG00000009651	8	0	4
ENSONIG00000009653	0	0	3
ENSONIG00000009654	1	0	0
ENSONIG00000009655	160	142	227
ENSONIG00000009656	0	0	1
ENSONIG00000009657	16	0	1
ENSONIG00000009658	0	0	0
ENSONIG00000009661	0	0	0
ENSONIG00000009662	38	17	79
ENSONIG00000009666	0	0	4
ENSONIG00000009667	1	0	0
ENSONIG00000009668	5	2	1
ENSONIG00000009669	0	0	0
ENSONIG00000009670	0	0	4
ENSONIG00000009671	0	0	6
ENSONIG00000009672	0	0	18
ENSONIG00000009673	3	1	9
ENSONIG00000009674	1	4	14
ENSONIG00000009675	4	10	35
ENSONIG00000009676	0	3	380
ENSONIG00000009677	82	2	28
ENSONIG00000009678	0	0	0
ENSONIG00000009680	5	0	1
ENSONIG00000009681	3	11	107
ENSONIG00000009682	12	0	0
ENSONIG00000009683	15	1	6
ENSONIG00000009684	3	1	16
ENSONIG00000009686	2	0	6
ENSONIG00000009687	6	0	2
ENSONIG00000009688	7	6	91
ENSONIG00000009689	7	0	28
ENSONIG00000009690	1	0	10
ENSONIG00000009692	7	2	140
ENSONIG00000009693	0	0	0
ENSONIG00000009694	7	0	17
ENSONIG00000009695	4	0	2
ENSONIG00000009696	7	4	8
ENSONIG00000009697	1	0	39
ENSONIG00000009698	0	2	33
ENSONIG00000009699	2	0	17
ENSONIG00000009700	18	7	72
ENSONIG00000009701	6	1	27
ENSONIG00000009702	0	0	0
ENSONIG00000009703	0	0	9
ENSONIG00000009704	0	0	0
ENSONIG00000009705	0	0	0
ENSONIG00000009706	0	2	24
ENSONIG00000009707	0	0	0
ENSONIG00000009708	2	1	3
ENSONIG00000009709	5	4	85
ENSONIG00000009710	23	14	45
ENSONIG00000009713	20	19	524
ENSONIG00000009714	0	0	0
ENSONIG00000009715	0	3	27
ENSONIG00000009716	0	0	1
ENSONIG00000009717	0	0	1
ENSONIG00000009721	0	0	0
ENSONIG00000009722	88	197	283
ENSONIG00000009723	0	0	0
ENSONIG00000009724	1	0	0
ENSONIG00000009725	0	0	0
ENSONIG00000009726	0	1	25
ENSONIG00000009727	8	33	52
ENSONIG00000009728	2	3	14
ENSONIG00000009730	170	89	8804
ENSONIG00000009731	0	0	2
ENSONIG00000009732	0	0	2
ENSONIG00000009734	19	8	111
ENSONIG00000009735	0	4	48
ENSONIG00000009736	8	5	53
ENSONIG00000009737	3	2	26
ENSONIG00000009738	2	0	13
ENSONIG00000009739	9	30	4735
ENSONIG00000009740	4	1	30
ENSONIG00000009741	2	1	51
ENSONIG00000009743	30	2	16
ENSONIG00000009744	2	5	18
ENSONIG00000009745	2	4	8
ENSONIG00000009746	0	0	7
ENSONIG00000009747	1	2	15
ENSONIG00000009748	0	0	13
ENSONIG00000009749	0	0	9
ENSONIG00000009750	0	1	0
ENSONIG00000009751	0	0	22
ENSONIG00000009752	8	5	7
ENSONIG00000009753	2	0	2
ENSONIG00000009754	7	0	1
ENSONIG00000009755	0	0	0
ENSONIG00000009757	0	0	0
ENSONIG00000009758	2	8	28
ENSONIG00000009759	0	0	2
ENSONIG00000009760	16	4	37
ENSONIG00000009761	8	2	84
ENSONIG00000009762	4	0	4
ENSONIG00000009764	1	0	7
ENSONIG00000009765	2	1	0
ENSONIG00000009767	0	1	19
ENSONIG00000009768	4	3	137
ENSONIG00000009769	4	2	29
ENSONIG00000009770	59	7	57
ENSONIG00000009771	0	0	0
ENSONIG00000009772	1	0	8
ENSONIG00000009773	0	0	0
ENSONIG00000009774	0	0	0
ENSONIG00000009775	1	2	65
ENSONIG00000009776	1	0	15
ENSONIG00000009777	24	14	150
ENSONIG00000009778	0	15	39
ENSONIG00000009779	1129	740	913
ENSONIG00000009780	7	5	43
ENSONIG00000009781	4	0	0
ENSONIG00000009782	13	2	11
ENSONIG00000009783	0	2	27
ENSONIG00000009784	1	1	23
ENSONIG00000009785	0	2	17
ENSONIG00000009786	2	1	16
ENSONIG00000009787	3	3	50
ENSONIG00000009788	1	0	13
ENSONIG00000009789	0	0	2
ENSONIG00000009790	0	0	0
ENSONIG00000009791	5	2	23
ENSONIG00000009792	0	0	0
ENSONIG00000009795	7	5	27
ENSONIG00000009796	11	5	48
ENSONIG00000009797	8	0	39
ENSONIG00000009798	1	0	11
ENSONIG00000009799	1	0	1
ENSONIG00000009800	1	0	2
ENSONIG00000009801	0	1	12
ENSONIG00000009802	0	0	1
ENSONIG00000009803	49	17	141
ENSONIG00000009804	0	0	0
ENSONIG00000009805	2	2	82
ENSONIG00000009806	2	14	117
ENSONIG00000009807	12	13	40
ENSONIG00000009808	0	1	4
ENSONIG00000009811	1	0	0
ENSONIG00000009812	0	0	1
ENSONIG00000009813	0	0	28
ENSONIG00000009815	10	0	7
ENSONIG00000009817	4	0	2
ENSONIG00000009819	6	3	40
ENSONIG00000009820	0	5	369
ENSONIG00000009821	3	1	3
ENSONIG00000009822	0	0	0
ENSONIG00000009823	0	0	2
ENSONIG00000009824	100	33	36
ENSONIG00000009825	0	0	0
ENSONIG00000009826	0	0	0
ENSONIG00000009828	0	0	2
ENSONIG00000009829	0	0	0
ENSONIG00000009830	10	4	84
ENSONIG00000009831	1	0	15
ENSONIG00000009832	3	4	3
ENSONIG00000009833	0	0	14
ENSONIG00000009834	0	0	3
ENSONIG00000009835	6	0	8
ENSONIG00000009836	0	0	5
ENSONIG00000009838	1	0	19
ENSONIG00000009839	9	13	88
ENSONIG00000009840	3	4	99
ENSONIG00000009841	11	1	12
ENSONIG00000009842	0	0	1
ENSONIG00000009843	0	0	0
ENSONIG00000009845	1	12	683
ENSONIG00000009846	19	19	12
ENSONIG00000009847	7	3	30
ENSONIG00000009848	0	0	0
ENSONIG00000009849	2	4	91
ENSONIG00000009850	0	5	55
ENSONIG00000009851	0	0	0
ENSONIG00000009852	5	2	34
ENSONIG00000009853	2	6	6
ENSONIG00000009854	1	5	27
ENSONIG00000009855	9	1	7
ENSONIG00000009856	0	2	19
ENSONIG00000009857	15	6	70
ENSONIG00000009858	0	2	10
ENSONIG00000009859	4	1	12
ENSONIG00000009860	0	1	2
ENSONIG00000009861	199	157	280
ENSONIG00000009863	0	4	102
ENSONIG00000009864	0	0	0
ENSONIG00000009865	6	1	50
ENSONIG00000009866	0	0	7
ENSONIG00000009867	0	0	5
ENSONIG00000009868	0	0	0
ENSONIG00000009870	0	0	17
ENSONIG00000009873	0	0	11
ENSONIG00000009874	13	0	5
ENSONIG00000009875	1	0	38
ENSONIG00000009876	1	0	6
ENSONIG00000009877	9	1	136
ENSONIG00000009878	0	0	7
ENSONIG00000009880	5	2	38
ENSONIG00000009881	1	0	55
ENSONIG00000009882	4	0	10
ENSONIG00000009883	0	4	22
ENSONIG00000009885	0	0	0
ENSONIG00000009887	0	4	28
ENSONIG00000009888	0	0	7
ENSONIG00000009889	0	1	0
ENSONIG00000009890	1	13	172
ENSONIG00000009892	0	0	0
ENSONIG00000009896	19	0	1
ENSONIG00000009899	27	7	8
ENSONIG00000009901	0	0	0
ENSONIG00000009902	0	0	0
ENSONIG00000009903	0	0	0
ENSONIG00000009904	46	22	91
ENSONIG00000009905	0	0	4
ENSONIG00000009906	0	1	0
ENSONIG00000009907	1	1	28
ENSONIG00000009908	1	0	7
ENSONIG00000009909	0	2	8
ENSONIG00000009910	66	29	94
ENSONIG00000009911	0	0	0
ENSONIG00000009912	0	0	0
ENSONIG00000009913	15	7	225
ENSONIG00000009917	4	1	79
ENSONIG00000009918	11	2	48
ENSONIG00000009920	0	3	26
ENSONIG00000009921	6	5	42
ENSONIG00000009922	24	18	390
ENSONIG00000009923	0	1	25
ENSONIG00000009924	0	0	0
ENSONIG00000009925	7	10	11
ENSONIG00000009926	75	67	147
ENSONIG00000009927	1	1	7
ENSONIG00000009929	3	0	0
ENSONIG00000009933	1	2	2
ENSONIG00000009934	2	0	0
ENSONIG00000009935	0	1	9
ENSONIG00000009936	0	0	74
ENSONIG00000009937	0	0	8
ENSONIG00000009938	25	0	0
ENSONIG00000009939	15	3	202
ENSONIG00000009940	0	0	4
ENSONIG00000009941	22	0	30
ENSONIG00000009942	4	1	21
ENSONIG00000009943	0	0	16
ENSONIG00000009944	7	2	5
ENSONIG00000009946	70	9	55
ENSONIG00000009947	1	0	7
ENSONIG00000009948	0	0	47
ENSONIG00000009949	0	1	12
ENSONIG00000009950	5	4	25
ENSONIG00000009951	1	0	1
ENSONIG00000009952	0	0	0
ENSONIG00000009953	1	3	6
ENSONIG00000009955	39	5	7
ENSONIG00000009957	2	6	29
ENSONIG00000009958	0	1	1
ENSONIG00000009959	0	0	0
ENSONIG00000009961	0	5	15
ENSONIG00000009962	0	1	19
ENSONIG00000009963	14	7	8
ENSONIG00000009965	0	0	3
ENSONIG00000009966	4	0	0
ENSONIG00000009967	0	0	6
ENSONIG00000009968	1	0	0
ENSONIG00000009969	1	0	0
ENSONIG00000009971	2	4	2
ENSONIG00000009974	1	2	42
ENSONIG00000009975	0	0	0
ENSONIG00000009976	0	0	53
ENSONIG00000009978	1	0	8
ENSONIG00000009979	0	3	0
ENSONIG00000009980	0	0	0
ENSONIG00000009981	0	0	0
ENSONIG00000009983	1	0	10
ENSONIG00000009984	2	0	6
ENSONIG00000009985	14	0	2
ENSONIG00000009986	7	1	48
ENSONIG00000009987	1	5	68
ENSONIG00000009988	11	0	1
ENSONIG00000009989	2	2	16
ENSONIG00000009992	1	1	2
ENSONIG00000009993	5	7	64
ENSONIG00000009994	1	3	4
ENSONIG00000009995	16	18	200
ENSONIG00000009996	183	72	105
ENSONIG00000009997	2	0	32
ENSONIG00000009998	2	0	99
ENSONIG00000009999	0	2	39
ENSONIG00000010000	1	3	26
ENSONIG00000010001	2	2	95
ENSONIG00000010002	2	2	5
ENSONIG00000010003	2	2	13
ENSONIG00000010005	0	2	6
ENSONIG00000010006	0	0	6
ENSONIG00000010008	0	0	64
ENSONIG00000010009	12	14	488
ENSONIG00000010010	0	0	3
ENSONIG00000010011	4	1	29
ENSONIG00000010012	0	3	12
ENSONIG00000010013	0	4	45
ENSONIG00000010014	0	0	7
ENSONIG00000010015	0	1	2
ENSONIG00000010016	1	1	16
ENSONIG00000010017	23	21	38
ENSONIG00000010018	0	0	5
ENSONIG00000010019	18	37	1134
ENSONIG00000010020	24	53	260
ENSONIG00000010022	15489	23161	28309
ENSONIG00000010023	38	1	26
ENSONIG00000010024	0	1	1
ENSONIG00000010025	7	9	120
ENSONIG00000010026	4	1	7
ENSONIG00000010027	3	0	30
ENSONIG00000010028	0	0	3
ENSONIG00000010029	0	0	6
ENSONIG00000010030	0	0	2
ENSONIG00000010031	2	0	7
ENSONIG00000010032	0	0	2
ENSONIG00000010033	6	16	22
ENSONIG00000010034	15	3	7
ENSONIG00000010035	1	3	28
ENSONIG00000010036	2	0	3
ENSONIG00000010037	2	0	1
ENSONIG00000010038	219	125	157
ENSONIG00000010039	1	2	38
ENSONIG00000010040	26	8	45
ENSONIG00000010041	10	0	18
ENSONIG00000010042	0	0	1
ENSONIG00000010043	3	19	144
ENSONIG00000010044	9	1	18
ENSONIG00000010045	28	55	3992
ENSONIG00000010046	1	0	0
ENSONIG00000010049	0	0	1
ENSONIG00000010050	0	0	6
ENSONIG00000010051	1	0	1
ENSONIG00000010052	2	0	13
ENSONIG00000010053	16	16	7
ENSONIG00000010054	1	1	11
ENSONIG00000010055	0	0	0
ENSONIG00000010056	0	1	24
ENSONIG00000010057	0	0	2
ENSONIG00000010058	0	3	44
ENSONIG00000010059	0	0	3
ENSONIG00000010060	8	0	2
ENSONIG00000010061	0	0	5
ENSONIG00000010062	19	4	36
ENSONIG00000010065	31	12	18
ENSONIG00000010066	2	1	12
ENSONIG00000010067	2	2	33
ENSONIG00000010070	3	0	12
ENSONIG00000010071	0	0	1
ENSONIG00000010072	14	2	4
ENSONIG00000010073	2	0	1
ENSONIG00000010074	1	2	2
ENSONIG00000010075	5	0	10
ENSONIG00000010076	18	12	18
ENSONIG00000010077	0	4	20
ENSONIG00000010078	0	0	0
ENSONIG00000010079	1	1	16
ENSONIG00000010080	15	63	2153
ENSONIG00000010081	1	0	0
ENSONIG00000010082	0	2	5
ENSONIG00000010083	41	40	40
ENSONIG00000010084	20	10	27
ENSONIG00000010085	24	3	42
ENSONIG00000010086	8	0	16
ENSONIG00000010087	26	1	9
ENSONIG00000010088	0	0	13
ENSONIG00000010089	4	2	20
ENSONIG00000010090	0	1	39
ENSONIG00000010092	6	2	46
ENSONIG00000010093	9	0	25
ENSONIG00000010095	0	2	8
ENSONIG00000010096	12	6	99
ENSONIG00000010097	1	1	39
ENSONIG00000010098	24	6	46
ENSONIG00000010099	17	2	9
ENSONIG00000010100	0	3	9
ENSONIG00000010101	362	34	86
ENSONIG00000010102	3	1	7
ENSONIG00000010103	0	1	6
ENSONIG00000010104	4	0	14
ENSONIG00000010105	4	2	5
ENSONIG00000010107	2	2	11
ENSONIG00000010108	3	3	6
ENSONIG00000010109	0	3	30
ENSONIG00000010111	1	7	122
ENSONIG00000010113	0	0	6
ENSONIG00000010114	2	5	2
ENSONIG00000010115	2	10	12
ENSONIG00000010116	0	2	3
ENSONIG00000010118	2	11	544
ENSONIG00000010119	18	11	161
ENSONIG00000010120	1	0	2
ENSONIG00000010121	93	0	120
ENSONIG00000010123	57	5	23
ENSONIG00000010124	0	0	0
ENSONIG00000010125	2	2	23
ENSONIG00000010126	0	0	0
ENSONIG00000010127	7	0	8
ENSONIG00000010128	0	0	22
ENSONIG00000010131	0	1	2
ENSONIG00000010132	3	1	20
ENSONIG00000010133	4	0	115
ENSONIG00000010134	0	1	5
ENSONIG00000010135	0	0	3
ENSONIG00000010136	0	0	6
ENSONIG00000010137	1	1	4
ENSONIG00000010138	0	5	9
ENSONIG00000010139	1	2	23
ENSONIG00000010140	0	1	24
ENSONIG00000010142	0	0	0
ENSONIG00000010143	15	8	64
ENSONIG00000010145	23	1	3
ENSONIG00000010146	0	0	15
ENSONIG00000010147	1	1	44
ENSONIG00000010148	5	2	51
ENSONIG00000010149	14	4	34
ENSONIG00000010150	94	0	0
ENSONIG00000010151	0	0	0
ENSONIG00000010152	0	0	4
ENSONIG00000010153	1	0	1
ENSONIG00000010155	0	0	0
ENSONIG00000010156	2	3	54
ENSONIG00000010157	5	3	86
ENSONIG00000010158	0	0	0
ENSONIG00000010159	0	0	0
ENSONIG00000010160	3	0	0
ENSONIG00000010161	6	1	13
ENSONIG00000010162	1	0	18
ENSONIG00000010163	4	0	12
ENSONIG00000010164	3	18	24
ENSONIG00000010165	7	9	64
ENSONIG00000010166	3	4	134
ENSONIG00000010167	5	3	48
ENSONIG00000010168	0	1	2
ENSONIG00000010169	49	20	987
ENSONIG00000010170	0	0	1
ENSONIG00000010171	1	0	5
ENSONIG00000010172	0	0	10
ENSONIG00000010173	12	1	1
ENSONIG00000010176	147	5	25
ENSONIG00000010177	0	0	0
ENSONIG00000010178	2	0	35
ENSONIG00000010179	1	2	33
ENSONIG00000010180	5	7	274
ENSONIG00000010181	0	0	2
ENSONIG00000010182	2	0	19
ENSONIG00000010184	0	2	2
ENSONIG00000010185	4	3	11
ENSONIG00000010186	0	0	17
ENSONIG00000010187	18	10	37
ENSONIG00000010188	4	0	0
ENSONIG00000010189	2	1	22
ENSONIG00000010190	10	3	63
ENSONIG00000010191	5	11	34
ENSONIG00000010192	13	11	130
ENSONIG00000010193	0	0	6
ENSONIG00000010194	0	2	12
ENSONIG00000010195	0	2	16
ENSONIG00000010196	28	0	1
ENSONIG00000010197	7	0	2
ENSONIG00000010199	0	0	1
ENSONIG00000010200	0	0	0
ENSONIG00000010201	0	0	26
ENSONIG00000010202	0	0	24
ENSONIG00000010204	0	0	0
ENSONIG00000010205	0	1	14
ENSONIG00000010206	2	1	22
ENSONIG00000010208	5	4	60
ENSONIG00000010210	128	42	49
ENSONIG00000010211	2	6	18
ENSONIG00000010212	4	4	14
ENSONIG00000010214	0	0	0
ENSONIG00000010215	11	0	13
ENSONIG00000010216	0	1	31
ENSONIG00000010217	0	1	11
ENSONIG00000010218	2	0	2
ENSONIG00000010221	4	98	15
ENSONIG00000010222	0	7	17
ENSONIG00000010223	0	1	3
ENSONIG00000010224	5	2	24
ENSONIG00000010226	15	8	218
ENSONIG00000010227	2	0	0
ENSONIG00000010228	0	0	1
ENSONIG00000010229	0	0	0
ENSONIG00000010230	0	0	18
ENSONIG00000010231	0	0	0
ENSONIG00000010232	0	0	12
ENSONIG00000010235	1	2	122
ENSONIG00000010236	11	0	101
ENSONIG00000010237	14	6	81
ENSONIG00000010238	3	0	0
ENSONIG00000010239	4	8	12
ENSONIG00000010240	0	0	5
ENSONIG00000010241	5	1	2
ENSONIG00000010242	1	1	13
ENSONIG00000010243	4	1	31
ENSONIG00000010244	0	1	3
ENSONIG00000010245	8	3	4
ENSONIG00000010246	3	0	3
ENSONIG00000010247	189	10	48
ENSONIG00000010248	3	10	49
ENSONIG00000010250	6	3	12
ENSONIG00000010251	230	310	291
ENSONIG00000010253	7	0	2
ENSONIG00000010255	0	0	0
ENSONIG00000010256	5	1	25
ENSONIG00000010258	0	0	0
ENSONIG00000010259	1	5	86
ENSONIG00000010261	1	3	43
ENSONIG00000010262	2	0	1
ENSONIG00000010263	1	2	0
ENSONIG00000010264	0	0	5
ENSONIG00000010265	0	0	9
ENSONIG00000010266	84	30	79
ENSONIG00000010267	0	0	0
ENSONIG00000010268	0	0	0
ENSONIG00000010269	14	2	96
ENSONIG00000010270	0	0	6
ENSONIG00000010271	0	0	9
ENSONIG00000010272	1	0	5
ENSONIG00000010273	2	0	12
ENSONIG00000010274	0	0	1
ENSONIG00000010275	0	0	0
ENSONIG00000010276	18	144	566
ENSONIG00000010277	0	0	1
ENSONIG00000010278	18	1	12
ENSONIG00000010279	0	4	4
ENSONIG00000010283	1	0	16
ENSONIG00000010284	0	0	0
ENSONIG00000010285	3	0	0
ENSONIG00000010286	0	0	0
ENSONIG00000010287	16	10	41
ENSONIG00000010288	51	23	17
ENSONIG00000010289	1	0	0
ENSONIG00000010290	2	0	21
ENSONIG00000010293	7	3	3
ENSONIG00000010296	3	9	96
ENSONIG00000010298	3	0	2
ENSONIG00000010299	0	0	0
ENSONIG00000010300	7	1	31
ENSONIG00000010301	0	0	41
ENSONIG00000010302	8	1	2
ENSONIG00000010305	9	2	88
ENSONIG00000010306	4	1	12
ENSONIG00000010307	11	33	1107
ENSONIG00000010308	16	6	82
ENSONIG00000010309	10	2	9
ENSONIG00000010310	0	0	0
ENSONIG00000010311	51	59	74
ENSONIG00000010312	1	0	8
ENSONIG00000010313	0	0	0
ENSONIG00000010314	38	42	68
ENSONIG00000010315	0	0	4
ENSONIG00000010318	34	43	56
ENSONIG00000010319	5	3	28
ENSONIG00000010320	0	0	1
ENSONIG00000010322	9	2	5
ENSONIG00000010323	9	0	14
ENSONIG00000010324	11	3	22
ENSONIG00000010325	21	9	110
ENSONIG00000010326	3	0	0
ENSONIG00000010327	4	6	3
ENSONIG00000010328	0	0	2
ENSONIG00000010329	0	6	21
ENSONIG00000010330	0	0	2
ENSONIG00000010331	1	4	110
ENSONIG00000010332	2	1	5
ENSONIG00000010333	1	0	14
ENSONIG00000010334	17	5	8
ENSONIG00000010335	2	0	10
ENSONIG00000010336	1	2	41
ENSONIG00000010337	1	0	5
ENSONIG00000010339	0	0	0
ENSONIG00000010340	0	4	14
ENSONIG00000010342	0	2	3
ENSONIG00000010343	0	0	8
ENSONIG00000010344	18	15	343
ENSONIG00000010345	5	0	24
ENSONIG00000010347	3	2	11
ENSONIG00000010348	3	0	24
ENSONIG00000010349	63	13	42
ENSONIG00000010351	0	0	2
ENSONIG00000010352	3	184	136
ENSONIG00000010353	1	2	3
ENSONIG00000010354	0	0	14
ENSONIG00000010356	1	0	3
ENSONIG00000010357	9	3	21
ENSONIG00000010358	13	0	0
ENSONIG00000010359	0	0	9
ENSONIG00000010360	115	79	63
ENSONIG00000010361	0	0	0
ENSONIG00000010362	0	0	3
ENSONIG00000010363	13	2	25
ENSONIG00000010364	5	7	63
ENSONIG00000010367	0	1	0
ENSONIG00000010368	0	2	1
ENSONIG00000010369	0	3	6
ENSONIG00000010370	5	1	14
ENSONIG00000010371	2	1	26
ENSONIG00000010372	70	12	34
ENSONIG00000010373	0	1	5
ENSONIG00000010374	11	3	22
ENSONIG00000010375	7	4	9
ENSONIG00000010376	4	2	17
ENSONIG00000010377	0	0	0
ENSONIG00000010378	0	1	0
ENSONIG00000010379	2	3	46
ENSONIG00000010380	0	0	1
ENSONIG00000010381	1	4	17
ENSONIG00000010382	0	0	11
ENSONIG00000010383	16	8	37
ENSONIG00000010384	3	13	0
ENSONIG00000010386	23	11	49
ENSONIG00000010387	8	5	3
ENSONIG00000010389	0	0	5
ENSONIG00000010392	0	0	0
ENSONIG00000010393	7	2	77
ENSONIG00000010399	0	0	0
ENSONIG00000010400	0	0	0
ENSONIG00000010401	4	11	23
ENSONIG00000010402	0	0	0
ENSONIG00000010403	0	0	0
ENSONIG00000010404	17	3	195
ENSONIG00000010405	0	0	1
ENSONIG00000010406	4	6	84
ENSONIG00000010407	2	0	4
ENSONIG00000010408	1	0	12
ENSONIG00000010409	0	0	11
ENSONIG00000010410	1	0	2
ENSONIG00000010411	0	0	0
ENSONIG00000010412	3	1	8
ENSONIG00000010413	4	0	15
ENSONIG00000010414	5	0	16
ENSONIG00000010415	2303	568	726
ENSONIG00000010416	4	3	34
ENSONIG00000010417	0	2	3
ENSONIG00000010418	27	0	0
ENSONIG00000010420	0	3	15
ENSONIG00000010421	0	0	0
ENSONIG00000010424	0	0	4
ENSONIG00000010425	0	1	0
ENSONIG00000010426	0	2	20
ENSONIG00000010427	6	4	25
ENSONIG00000010428	23	2	9
ENSONIG00000010430	1	0	2
ENSONIG00000010431	0	0	3
ENSONIG00000010432	6	1	5
ENSONIG00000010434	1	2	9
ENSONIG00000010436	17	5	34
ENSONIG00000010437	2	0	2
ENSONIG00000010438	24	0	18
ENSONIG00000010439	2	2	0
ENSONIG00000010440	3	0	3
ENSONIG00000010441	7	0	11
ENSONIG00000010442	4	0	7
ENSONIG00000010443	39	17	24
ENSONIG00000010444	0	0	0
ENSONIG00000010445	2	2	11
ENSONIG00000010446	0	1	5
ENSONIG00000010448	0	0	0
ENSONIG00000010450	0	0	22
ENSONIG00000010451	29	7	76
ENSONIG00000010452	21	1	23
ENSONIG00000010453	0	0	0
ENSONIG00000010454	58	32	109
ENSONIG00000010457	0	0	0
ENSONIG00000010458	3	2	3
ENSONIG00000010459	0	1	1
ENSONIG00000010460	0	0	1
ENSONIG00000010461	0	0	1
ENSONIG00000010462	1	3	98
ENSONIG00000010463	3	1	9
ENSONIG00000010464	3	0	8
ENSONIG00000010465	29	268	258
ENSONIG00000010466	0	0	8
ENSONIG00000010467	0	0	20
ENSONIG00000010468	7	0	14
ENSONIG00000010469	3	0	5
ENSONIG00000010470	1	1	13
ENSONIG00000010471	4	2	4
ENSONIG00000010472	6	3	60
ENSONIG00000010473	1	0	9
ENSONIG00000010474	1	0	59
ENSONIG00000010475	1	0	15
ENSONIG00000010476	0	0	0
ENSONIG00000010477	5	2	64
ENSONIG00000010478	0	0	2
ENSONIG00000010479	0	0	0
ENSONIG00000010481	7	0	34
ENSONIG00000010482	14	0	24
ENSONIG00000010484	0	0	0
ENSONIG00000010486	33	0	7
ENSONIG00000010487	1	0	5
ENSONIG00000010488	4	1	2
ENSONIG00000010489	0	0	4
ENSONIG00000010490	8	0	8
ENSONIG00000010491	0	1	13
ENSONIG00000010492	4	4	60
ENSONIG00000010493	8	0	1
ENSONIG00000010494	5	7	52
ENSONIG00000010495	29	68	1877
ENSONIG00000010496	0	2	1
ENSONIG00000010497	0	3	8
ENSONIG00000010498	0	0	0
ENSONIG00000010499	6	3	25
ENSONIG00000010500	36	9	1
ENSONIG00000010501	0	0	6
ENSONIG00000010502	5	1	6
ENSONIG00000010505	11	57	44
ENSONIG00000010506	4	0	0
ENSONIG00000010507	0	0	1
ENSONIG00000010508	0	1	0
ENSONIG00000010509	0	2	18
ENSONIG00000010510	0	0	0
ENSONIG00000010511	1	0	4
ENSONIG00000010513	66	0	1
ENSONIG00000010515	4	27	690
ENSONIG00000010518	0	1	0
ENSONIG00000010519	4	0	0
ENSONIG00000010520	6	2	7
ENSONIG00000010521	0	0	1
ENSONIG00000010522	1	0	3
ENSONIG00000010524	0	0	1
ENSONIG00000010525	2	1	28
ENSONIG00000010527	4	0	29
ENSONIG00000010528	1	2	11
ENSONIG00000010529	0	0	1
ENSONIG00000010530	0	0	0
ENSONIG00000010531	0	0	0
ENSONIG00000010532	0	0	0
ENSONIG00000010534	4	0	1
ENSONIG00000010535	113	42	53
ENSONIG00000010536	13	7	73
ENSONIG00000010537	0	0	5
ENSONIG00000010538	3	0	1
ENSONIG00000010540	0	0	0
ENSONIG00000010541	0	0	7
ENSONIG00000010543	2	0	39
ENSONIG00000010545	0	0	17
ENSONIG00000010546	1	3	3
ENSONIG00000010547	3	7	346
ENSONIG00000010548	3	5	140
ENSONIG00000010549	0	0	10
ENSONIG00000010550	0	3	2
ENSONIG00000010552	2	0	0
ENSONIG00000010553	3	10	202
ENSONIG00000010554	0	0	0
ENSONIG00000010555	2	4	12
ENSONIG00000010556	19	5	6
ENSONIG00000010557	0	0	2
ENSONIG00000010558	2	24	112
ENSONIG00000010559	2	0	6
ENSONIG00000010560	0	2	7
ENSONIG00000010561	1	2	7
ENSONIG00000010562	0	0	0
ENSONIG00000010563	8	8	41
ENSONIG00000010564	1	0	3
ENSONIG00000010565	7	2	67
ENSONIG00000010566	146	100	231
ENSONIG00000010567	3	0	4
ENSONIG00000010568	4	1	0
ENSONIG00000010569	2	0	2
